CODEBELISTA,ANIOCAMPANA,CODPAIS,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO,ROLLING_SEGMENT
48019498,202303,PE,200102962,MAQUILLAJE,ESIKA,19.9,06-02-2023,Inconstantes
25017854,202303,PE,200107883,CUIDADO PERSONAL,CYZONE,5.79,23-01-2023,Inconstantes
9799877,202303,PE,200107186,MAQUILLAJE,CYZONE,11.98,30-01-2023,Constantes 3
49005369,202303,PE,200099047,FRAGANCIAS,ESIKA,19.95,02-02-2023,Nuevas
42010081,202303,PE,200102712,MAQUILLAJE,ESIKA,21.9,07-02-2023,Nuevas
49743807,202303,PE,210098699,COMPLEMENTOS,CYZONE,24.9,15-02-2023,Constantes 1
47030943,202308,PE,200090349,CUIDADO PERSONAL,ESIKA,23.9,17-05-2023,Constantes 3
40398864,202308,PE,210103508,BIJOUTERIE,ESIKA,49.9,17-05-2023,Nuevas
49483406,202308,PE,200103449,CUIDADO PERSONAL,CYZONE,7.38,17-05-2023,Constantes 2
47030943,202308,PE,200106569,MAQUILLAJE,CYZONE,12.9,17-05-2023,Nuevas
50444627,202308,PE,210102506,COMPLEMENTOS,CYZONE,84.9,17-05-2023,Nuevas
47030943,202308,PE,200103028,CUIDADO PERSONAL,ESIKA,11.17,17-05-2023,Constantes 1
50402916,202308,PE,200092742,FRAGANCIAS,CYZONE,24.95,17-05-2023,Constantes 1
47590043,202308,PE,200086566,CUIDADO PERSONAL,ESIKA,24.94,17-05-2023,Constantes 1
49483406,202308,PE,200105188,CUIDADO PERSONAL,ESIKA,5.18,17-05-2023,Nuevas
49483406,202308,PE,200097066,CUIDADO PERSONAL,ESIKA,30.9,17-05-2023,Constantes 1
50129098,202308,PE,200039855,FRAGANCIAS,CYZONE,33.9,17-05-2023,Inconstantes
50129098,202308,PE,200094217,FRAGANCIAS,ESIKA,44.97,17-05-2023,Inconstantes
50129098,202308,PE,200106559,MAQUILLAJE,CYZONE,12.9,17-05-2023,Constantes 1
48283403,202308,PE,210095412,BIJOUTERIE,ESIKA,59.9,17-05-2023,Constantes 3
47742226,202308,PE,210102582,COMPLEMENTOS,CYZONE,59.9,17-05-2023,Constantes 2
49483406,202308,PE,200099310,FRAGANCIAS,ESIKA,30.9,17-05-2023,Constantes 1
50129098,202308,PE,200098555,FRAGANCIAS,ESIKA,44.97,17-05-2023,Constantes 1
47030943,202308,PE,200094941,FRAGANCIAS,CYZONE,25.9,17-05-2023,Inconstantes
47030943,202308,PE,200106346,FRAGANCIAS,ESIKA,30,17-05-2023,Constantes 3
50402916,202308,PE,200095430,CUIDADO PERSONAL,CYZONE,10.02,17-05-2023,Constantes 2
50129098,202308,PE,210095652,MAQUILLAJE,CYZONE,19.9,17-05-2023,Constantes 3
50444627,202308,PE,200109612,MAQUILLAJE,CYZONE,20.9,17-05-2023,Nuevas
47030943,202308,PE,200099686,FRAGANCIAS,CYZONE,25.9,17-05-2023,Nuevas
50402916,202308,PE,200039855,FRAGANCIAS,CYZONE,47.88,17-05-2023,Nuevas
48654894,202310,PE,200085860,CUIDADO PERSONAL,ESIKA,12.9,03-07-2023,Nuevas
48283403,202310,PE,200105180,CUIDADO PERSONAL,CYZONE,12.9,03-07-2023,Constantes 1
48283403,202310,PE,210098842,MAQUILLAJE,CYZONE,26.9,03-07-2023,Inconstantes
48019498,202310,PE,200083920,FRAGANCIAS,LBEL,19.13,03-07-2023,Constantes 3
48019498,202310,PE,200082678,FRAGANCIAS,ESIKA,12.3,03-07-2023,Constantes 2
48809553,202310,PE,200086399,FRAGANCIAS,LBEL,29.9,03-07-2023,Constantes 3
48019498,202310,PE,210102594,COMPLEMENTOS,CYZONE,44.9,03-07-2023,Constantes 2
48019498,202310,PE,200112635,MAQUILLAJE,ESIKA,21.9,03-07-2023,Constantes 1
49163312,202310,PE,200107184,MAQUILLAJE,CYZONE,14.9,03-07-2023,Constantes 3
48654894,202310,PE,200082678,FRAGANCIAS,ESIKA,12.3,03-07-2023,Nuevas
48654894,202310,PE,200103025,CUIDADO PERSONAL,ESIKA,29.9,03-07-2023,Constantes 1
49163312,202310,PE,200109168,MAQUILLAJE,CYZONE,14.9,03-07-2023,Inconstantes
48283403,202310,PE,210090126,BIJOUTERIE,ESIKA,49.9,03-07-2023,Inconstantes
48654894,202310,PE,200082481,FRAGANCIAS,CYZONE,22.98,03-07-2023,Inconstantes
48809553,202310,PE,200089509,FRAGANCIAS,ESIKA,29.9,03-07-2023,Nuevas
48809553,202310,PE,200095895,FRAGANCIAS,CYZONE,24.3,03-07-2023,Inconstantes
41941847,202310,PE,210095246,CUIDADO PERSONAL,CYZONE,23.9,30-06-2023,Constantes 3
41941847,202310,PE,200090351,TRATAMIENTO CORPORAL,ESIKA,34.9,30-06-2023,Inconstantes
41941847,202310,PE,210104481,BIJOUTERIE,ESIKA,29.9,30-06-2023,Constantes 3
41941847,202310,PE,200109872,FRAGANCIAS,CYZONE,52.9,30-06-2023,Inconstantes
50620174,202310,PE,200105188,CUIDADO PERSONAL,ESIKA,11.9,30-06-2023,Nuevas
50858782,202310,PE,200098673,FRAGANCIAS,ESIKA,39.9,30-06-2023,Nuevas
50620174,202310,PE,200103922,MAQUILLAJE,CYZONE,14.9,30-06-2023,Constantes 3
41941847,202308,PE,210102124,RELOJES,ESIKA,129.9,25-05-2023,Constantes 2
50549011,202308,PE,210101259,COMPLEMENTOS,CYZONE,39.9,25-05-2023,Nuevas
50549011,202308,PE,210101259,COMPLEMENTOS,CYZONE,21.88,25-05-2023,Nuevas
49005369,202308,PE,200092742,FRAGANCIAS,CYZONE,32.9,25-05-2023,Inconstantes
50701557,202308,PE,200091722,MUESTRAS COSMETICOS,CYZONE,1.9,25-05-2023,Nuevas
6766099,202308,PE,200101536,MAQUILLAJE,ESIKA,14.9,25-05-2023,Constantes 3
41941847,202308,PE,200092910,MAQUILLAJE,LBEL,25,25-05-2023,Constantes 2
50549011,202308,PE,200090346,CUIDADO PERSONAL,ESIKA,23.9,25-05-2023,Nuevas
50495825,202308,PE,210102002,COMPLEMENTOS,CYZONE,52.9,25-05-2023,Inconstantes
50709663,202308,PE,200083596,TRATAMIENTO CORPORAL,LBEL,65,25-05-2023,Constantes 2
6766099,202308,PE,210101346,BIJOUTERIE,ESIKA,74.9,25-05-2023,Nuevas
50180832,202308,PE,200084778,CUIDADO PERSONAL,CYZONE,13.9,25-05-2023,Constantes 3
48141730,202308,PE,200110340,MAQUILLAJE,ESIKA,25.9,25-05-2023,Inconstantes
50180832,202308,PE,200095158,CUIDADO PERSONAL,ESIKA,7.38,25-05-2023,Constantes 3
41941847,202308,PE,200106657,MAQUILLAJE,ESIKA,18.9,25-05-2023,Nuevas
46258398,202308,PE,200112233,MAQUILLAJE,CYZONE,28.9,25-05-2023,Constantes 1
48053378,202308,PE,200095170,CUIDADO PERSONAL,ESIKA,5.1,25-05-2023,Constantes 1
50495825,202308,PE,200108044,TRATAMIENTO CORPORAL,ESIKA,20.64,25-05-2023,Constantes 2
50612910,202308,PE,200103963,TRATAMIENTO CORPORAL,LBEL,12.9,25-05-2023,Constantes 1
50549011,202308,PE,200091875,MAQUILLAJE,ESIKA,41.9,25-05-2023,Nuevas
50549011,202308,PE,200101065,TRATAMIENTO FACIAL,ESIKA,54.9,25-05-2023,Inconstantes
22662147,202308,PE,200109649,TRATAMIENTO CORPORAL,CYZONE,12.9,25-05-2023,Inconstantes
50612910,202308,PE,200102433,FRAGANCIAS,ESIKA,18.88,25-05-2023,Constantes 1
40772804,202308,PE,200098788,TRATAMIENTO FACIAL,LBEL,27.98,25-05-2023,Constantes 3
20706554,202308,PE,200108752,CUIDADO PERSONAL,ESIKA,15.9,25-05-2023,Inconstantes
6766099,202308,PE,210098466,MAQUILLAJE,CYZONE,15.9,25-05-2023,Inconstantes
46258398,202308,PE,200086432,FRAGANCIAS,ESIKA,30,25-05-2023,Inconstantes
41941847,202308,PE,210100500,MAQUILLAJE,CYZONE,12.9,25-05-2023,Inconstantes
6766099,202308,PE,200110959,MAQUILLAJE,LBEL,32,25-05-2023,Inconstantes
50612910,202308,PE,200112904,MAQUILLAJE,CYZONE,23.9,25-05-2023,Nuevas
48141730,202308,PE,200103961,TRATAMIENTO CORPORAL,LBEL,12.9,25-05-2023,Constantes 1
6766099,202308,PE,200106651,MAQUILLAJE,ESIKA,18.9,25-05-2023,Constantes 1
6766099,202308,PE,200092910,MAQUILLAJE,LBEL,25,25-05-2023,Inconstantes
42445754,202304,PE,200103027,CUIDADO PERSONAL,ESIKA,22.9,20-02-2023,Inconstantes
44621738,202304,PE,200102061,FRAGANCIAS,ESIKA,17.92,09-03-2023,Inconstantes
48141730,202306,PE,200095382,CUIDADO PERSONAL,ESIKA,11.9,19-04-2023,Inconstantes
42521639,202306,PE,200102045,FRAGANCIAS,ESIKA,69.9,19-04-2023,Nuevas
50536955,202306,PE,200106290,FRAGANCIAS,ESIKA,42.59,10-04-2023,Constantes 1
47995051,202302,PE,200078944,CUIDADO PERSONAL,ESIKA,11.65,25-01-2023,Constantes 1
41399422,202306,PE,200102104,MAQUILLAJE,CYZONE,8.9,14-04-2023,Nuevas
50063321,202304,PE,200109264,TRATAMIENTO FACIAL,CYZONE,31.9,21-02-2023,Nuevas
50063321,202304,PE,200106463,MAQUILLAJE,ESIKA,19.9,21-02-2023,Nuevas
45717070,202306,PE,210095249,CUIDADO PERSONAL,CYZONE,16.45,17-04-2023,Nuevas
45717070,202305,PE,200095430,CUIDADO PERSONAL,CYZONE,8.9,24-03-2023,Nuevas
49682867,202306,PE,200103354,MAQUILLAJE,ESIKA,14.9,11-04-2023,Constantes 1
50063321,202304,PE,200095159,CUIDADO PERSONAL,ESIKA,7.38,21-02-2023,Nuevas
34392137,202307,PE,200076057,MAQUILLAJE,LBEL,36.88,09-05-2023,Constantes 1
47030943,202301,PE,200102820,TRATAMIENTO CORPORAL,ESIKA,19.9,22-12-2022,Nuevas
6766099,202303,PE,200099047,FRAGANCIAS,ESIKA,48.9,09-02-2023,Nuevas
35115986,202303,PE,200094836,MAQUILLAJE,ESIKA,14.9,13-02-2023,Constantes 1
39685329,202304,PE,200105017,FRAGANCIAS,CYZONE,26.9,02-03-2023,Nuevas
40398864,202308,PE,200111352,FRAGANCIAS,ESIKA,44.9,17-05-2023,Nuevas
47030943,202308,PE,200101061,TRATAMIENTO FACIAL,ESIKA,13.01,17-05-2023,Nuevas
50444627,202308,PE,210095652,MAQUILLAJE,CYZONE,19.9,17-05-2023,Nuevas
50444627,202308,PE,210099563,HOGAR,CYZONE,69.9,17-05-2023,Inconstantes
40398864,202308,PE,210102506,COMPLEMENTOS,CYZONE,64.9,17-05-2023,Constantes 3
49483406,202308,PE,200095666,CUIDADO PERSONAL,CYZONE,7.38,17-05-2023,Constantes 3
50129098,202308,PE,200089509,FRAGANCIAS,ESIKA,33.9,17-05-2023,Inconstantes
50063321,202308,PE,200077440,MAQUILLAJE,LBEL,57,17-05-2023,Nuevas
50444627,202308,PE,200097066,CUIDADO PERSONAL,ESIKA,30.9,17-05-2023,Constantes 3
50063321,202308,PE,200094066,FRAGANCIAS,CYZONE,25.9,17-05-2023,Inconstantes
49483406,202308,PE,200083997,FRAGANCIAS,ESIKA,43.9,17-05-2023,Nuevas
47030943,202308,PE,200111234,TRATAMIENTO FACIAL,ESIKA,17.89,17-05-2023,Constantes 3
50129098,202308,PE,200082678,FRAGANCIAS,ESIKA,9.95,17-05-2023,Constantes 2
47590043,202308,PE,200104873,CUIDADO PERSONAL,ESIKA,15.9,17-05-2023,Constantes 2
50402916,202308,PE,200089507,FRAGANCIAS,ESIKA,52.9,17-05-2023,Constantes 1
50207838,202308,PE,210100530,MAQUILLAJE,CYZONE,29.9,17-05-2023,Constantes 2
50444627,202308,PE,200109611,MAQUILLAJE,CYZONE,20.9,17-05-2023,Nuevas
47030943,202308,PE,200112298,MAQUILLAJE,CYZONE,10.5,17-05-2023,Nuevas
50129098,202308,PE,200083902,FRAGANCIAS,ESIKA,29.3,17-05-2023,Constantes 2
48283403,202308,PE,200108671,FRAGANCIAS,ESIKA,19.95,17-05-2023,Constantes 1
48283403,202308,PE,200103963,TRATAMIENTO CORPORAL,LBEL,12.9,17-05-2023,Inconstantes
50129098,202308,PE,200095464,CUIDADO PERSONAL,ESIKA,5.65,17-05-2023,Nuevas
47590043,202308,PE,200086399,FRAGANCIAS,LBEL,29.9,17-05-2023,Constantes 2
40398864,202308,PE,200092304,MAQUILLAJE,LBEL,48,17-05-2023,Constantes 2
49483406,202308,PE,200103963,TRATAMIENTO CORPORAL,LBEL,12.9,17-05-2023,Nuevas
47030943,202308,PE,200112904,MAQUILLAJE,CYZONE,23.9,17-05-2023,Constantes 2
46810376,202309,PE,210101851,PROMOCION USUARIOS,CYZONE,1.16,13-06-2023,Constantes 1
48809553,202309,PE,200095911,FRAGANCIAS,CYZONE,15.3,13-06-2023,Constantes 2
49189214,202309,PE,200095158,CUIDADO PERSONAL,ESIKA,5.3,13-06-2023,Constantes 1
48809553,202309,PE,200094217,FRAGANCIAS,ESIKA,44.9,13-06-2023,Nuevas
46810376,202309,PE,200073557,TRATAMIENTO FACIAL,LBEL,32,13-06-2023,Constantes 1
35271661,202309,PE,200089507,FRAGANCIAS,ESIKA,37.45,13-06-2023,Inconstantes
50686477,202309,PE,200103441,CUIDADO PERSONAL,ESIKA,7.38,13-06-2023,Constantes 1
50686477,202309,PE,210102487,PROMOCION USUARIOS,ESIKA,60,13-06-2023,Nuevas
46810376,202309,PE,200097066,CUIDADO PERSONAL,ESIKA,27.48,13-06-2023,Inconstantes
41079411,202309,PE,210100846,LENTES,ESIKA,79.9,13-06-2023,Constantes 2
46810376,202309,PE,200109472,TRATAMIENTO FACIAL,LBEL,99,13-06-2023,Constantes 2
50222365,202304,PE,210095652,MAQUILLAJE,CYZONE,19.9,13-02-2023,Constantes 3
25017854,202304,PE,200090337,CUIDADO PERSONAL,ESIKA,23.9,13-02-2023,Constantes 3
49621140,202304,PE,200089488,TRATAMIENTO CORPORAL,ESIKA,35.9,23-02-2023,Constantes 2
50083268,202304,PE,200102064,MAQUILLAJE,CYZONE,31.9,17-02-2023,Inconstantes
50083268,202304,PE,200102371,MAQUILLAJE,CYZONE,20.8,17-02-2023,Constantes 2
40398864,202304,PE,210102098,PROMOCION USUARIOS,ESIKA,45,23-02-2023,Constantes 1
47030943,202304,PE,200105158,MAQUILLAJE,LBEL,39,23-02-2023,Inconstantes
30993470,202304,PE,200110337,MAQUILLAJE,ESIKA,21.9,22-02-2023,Constantes 1
41941847,202304,PE,200109166,MAQUILLAJE,CYZONE,19.96,24-02-2023,Constantes 2
50332829,202304,PE,200097947,FRAGANCIAS,CYZONE,39.9,20-02-2023,Inconstantes
41941847,202304,PE,200106505,MAQUILLAJE,ESIKA,19.9,24-02-2023,Constantes 2
41941847,202304,PE,210102387,BIJOUTERIE,ESIKA,44.9,24-02-2023,Constantes 2
48809553,202304,PE,200098673,FRAGANCIAS,ESIKA,17.6,27-02-2023,Nuevas
47590043,202304,PE,210098824,HOGAR,CYZONE,42.9,20-02-2023,Constantes 1
37558710,202304,PE,210102042,COMPLEMENTOS,CYZONE,32.9,23-02-2023,Nuevas
50129098,202304,PE,200064310,FRAGANCIAS,ESIKA,11.98,27-02-2023,Nuevas
30993470,202304,PE,200108752,CUIDADO PERSONAL,ESIKA,13.3,22-02-2023,Nuevas
49653417,202304,PE,200073558,TRATAMIENTO FACIAL,LBEL,9.9,24-02-2023,Nuevas
36230193,202304,PE,200105005,FRAGANCIAS,CYZONE,19.9,21-02-2023,Constantes 1
38099701,202304,PE,200099613,MAQUILLAJE,ESIKA,4.5,14-02-2023,Constantes 3
38099701,202304,PE,200099617,MAQUILLAJE,ESIKA,4.5,14-02-2023,Inconstantes
50023737,202304,PE,200105218,TRATAMIENTO FACIAL,ESIKA,34.9,27-02-2023,Constantes 3
23989824,202304,PE,200083913,FRAGANCIAS,LBEL,20,27-02-2023,Constantes 3
50012395,202304,PE,210097939,PROMOCION USUARIOS,ESIKA,50,22-02-2023,Constantes 1
45717070,202304,PE,200078944,CUIDADO PERSONAL,ESIKA,13.3,27-02-2023,Nuevas
45717070,202304,PE,200105180,CUIDADO PERSONAL,CYZONE,8.9,27-02-2023,Constantes 3
42445754,202304,PE,200091269,CUIDADO PERSONAL,LBEL,48,20-02-2023,Inconstantes
20810254,202304,PE,200106346,FRAGANCIAS,ESIKA,28.3,27-02-2023,Constantes 3
9799877,202304,PE,200108674,CUIDADO PERSONAL,ESIKA,7.38,20-02-2023,Constantes 3
49978995,202304,PE,210100663,COMPLEMENTOS,CYZONE,46.9,22-02-2023,Constantes 3
45717070,202304,PE,210099817,ACCESORIOS COSMETICOS,ESIKA,14.9,27-02-2023,Inconstantes
50023737,202304,PE,200109067,TRATAMIENTO CORPORAL,ESIKA,9.9,27-02-2023,Nuevas
48375936,202304,PE,200102089,MAQUILLAJE,CYZONE,19.96,20-02-2023,Constantes 3
47030943,202304,PE,200088593,TRATAMIENTO CORPORAL,ESIKA,20.9,23-02-2023,Nuevas
48641350,202304,PE,200102061,FRAGANCIAS,ESIKA,39.9,22-02-2023,Constantes 3
41941847,202304,PE,210095652,MAQUILLAJE,CYZONE,19.9,24-02-2023,Inconstantes
41941847,202304,PE,210096627,BIJOUTERIE,ESIKA,59.9,24-02-2023,Nuevas
38099701,202304,PE,200106457,MAQUILLAJE,ESIKA,19.9,14-02-2023,Constantes 3
50332985,202304,PE,210097089,CUIDADO PERSONAL,LBEL,12.9,20-02-2023,Inconstantes
50012395,202304,PE,210101676,PROMOCION USUARIOS,CYZONE,22,22-02-2023,Constantes 3
50012395,202304,PE,200039855,FRAGANCIAS,CYZONE,37.9,22-02-2023,Constantes 2
45717070,202304,PE,200095374,CUIDADO PERSONAL,ESIKA,5.44,27-02-2023,Constantes 3
45296474,202304,PE,200110334,MAQUILLAJE,ESIKA,21.9,21-02-2023,Constantes 3
49653417,202304,PE,210099077,BIJOUTERIE,ESIKA,59.9,24-02-2023,Constantes 2
25017854,202304,PE,200089498,TRATAMIENTO CORPORAL,ESIKA,35.9,13-02-2023,Constantes 1
48283403,202304,PE,210101247,COMPLEMENTOS,CYZONE,66.9,23-02-2023,Nuevas
49653417,202304,PE,200112474,TRATAMIENTO CORPORAL,LBEL,32.9,24-02-2023,Constantes 2
41941847,202304,PE,200097947,FRAGANCIAS,CYZONE,39.9,24-02-2023,Nuevas
47841925,202304,PE,200110336,MAQUILLAJE,ESIKA,21.9,24-02-2023,Constantes 1
47742226,202304,PE,200094869,MAQUILLAJE,ESIKA,15.9,23-02-2023,Constantes 3
49478801,202304,PE,210096446,BIJOUTERIE,CYZONE,42.9,20-02-2023,Constantes 2
46495217,202304,PE,400097358,N/A,GENERICA,38.9,21-02-2023,Nuevas
46495217,202304,PE,200106031,MAQUILLAJE,LBEL,44,21-02-2023,Constantes 1
46495217,202304,PE,200106304,FRAGANCIAS,ESIKA,8.9,21-02-2023,Constantes 1
49682867,202304,PE,400097304,N/A,GENERICA,1.25,21-02-2023,Constantes 3
49653417,202304,PE,200105655,CUIDADO PERSONAL,ESIKA,19.9,24-02-2023,Nuevas
37558710,202304,PE,210099429,MAQUILLAJE,CYZONE,31.9,23-02-2023,Constantes 3
48375936,202304,PE,200102108,MAQUILLAJE,CYZONE,19.96,20-02-2023,Nuevas
49978995,202304,PE,210100793,HOGAR,CYZONE,36.9,22-02-2023,Constantes 2
48641350,202304,PE,200110328,MAQUILLAJE,ESIKA,21.9,22-02-2023,Constantes 2
50083268,202304,PE,200108807,CUIDADO PERSONAL,ESIKA,7.38,17-02-2023,Constantes 3
50222365,202304,PE,200089508,TRATAMIENTO CORPORAL,ESIKA,24.9,13-02-2023,Constantes 1
41941847,202304,PE,200102110,MAQUILLAJE,CYZONE,19.96,24-02-2023,Constantes 2
47590043,202304,PE,210100650,COMPLEMENTOS,CYZONE,62.9,20-02-2023,Constantes 1
33299354,202304,PE,200103355,MAQUILLAJE,ESIKA,23.9,13-02-2023,Nuevas
25017854,202304,PE,200092744,FRAGANCIAS,CYZONE,39.9,13-02-2023,Constantes 3
49478801,202304,PE,200111279,FRAGANCIAS,LBEL,72.9,20-02-2023,Constantes 2
30993470,202304,PE,200103025,CUIDADO PERSONAL,ESIKA,21.98,22-02-2023,Constantes 3
9799877,202304,PE,200090452,FRAGANCIAS,ESIKA,39.9,20-02-2023,Constantes 1
30993470,202304,PE,210100408,CUIDADO PERSONAL,CYZONE,23.9,22-02-2023,Constantes 1
30993470,202304,PE,200103020,CUIDADO PERSONAL,ESIKA,13.3,22-02-2023,Inconstantes
36653310,202304,PE,210099854,MAQUILLAJE,CYZONE,40.9,21-02-2023,Constantes 3
37558710,202304,PE,200095917,TRATAMIENTO FACIAL,ESIKA,31.9,23-02-2023,Nuevas
49475098,202304,PE,200105137,MAQUILLAJE,LBEL,14.9,24-02-2023,Nuevas
40398864,202304,PE,200095931,FRAGANCIAS,ESIKA,49.9,23-02-2023,Constantes 3
49653417,202304,PE,200106446,MAQUILLAJE,ESIKA,10,24-02-2023,Constantes 3
41941847,202304,PE,200110157,FRAGANCIAS,ESIKA,90,24-02-2023,Inconstantes
49925166,202304,PE,200082678,FRAGANCIAS,ESIKA,11.98,24-02-2023,Nuevas
50083268,202304,PE,210102029,COMPLEMENTOS,CYZONE,66.9,17-02-2023,Constantes 2
25017854,202304,PE,200110336,MAQUILLAJE,ESIKA,21.9,13-02-2023,Constantes 2
41941847,202304,PE,200103923,MAQUILLAJE,CYZONE,19.96,24-02-2023,Nuevas
41941847,202304,PE,200102089,MAQUILLAJE,CYZONE,19.96,24-02-2023,Constantes 3
41941847,202304,PE,210098883,MAQUILLAJE,CYZONE,26.9,24-02-2023,Nuevas
47841925,202304,PE,210097089,CUIDADO PERSONAL,LBEL,12.9,24-02-2023,Inconstantes
41941847,202304,PE,200109165,MAQUILLAJE,CYZONE,19.96,24-02-2023,Nuevas
33299354,202304,PE,200094217,FRAGANCIAS,ESIKA,99.9,13-02-2023,Inconstantes
50083268,202304,PE,200095158,CUIDADO PERSONAL,ESIKA,7.38,17-02-2023,Inconstantes
49653417,202304,PE,200064341,CUIDADO PERSONAL,ESIKA,13.3,24-02-2023,Nuevas
23989824,202304,PE,200102045,FRAGANCIAS,ESIKA,38.73,27-02-2023,Nuevas
30993470,202304,PE,200095153,CUIDADO PERSONAL,ESIKA,11.9,22-02-2023,Constantes 2
48809553,202304,PE,200064341,CUIDADO PERSONAL,ESIKA,11.98,27-02-2023,Inconstantes
50063321,202304,PE,210100845,LENTES,ESIKA,79.9,21-02-2023,Constantes 2
38099701,202304,PE,210100661,COMPLEMENTOS,CYZONE,46.9,14-02-2023,Inconstantes
38099701,202304,PE,200108791,MAQUILLAJE,ESIKA,28.9,14-02-2023,Constantes 2
47030943,202304,PE,200112294,MAQUILLAJE,CYZONE,10.5,23-02-2023,Inconstantes
38099701,202304,PE,200104937,CUIDADO PERSONAL,ESIKA,15.9,14-02-2023,Constantes 2
50332985,202304,PE,200113955,MAQUILLAJE,ESIKA,25.9,20-02-2023,Constantes 1
50332985,202304,PE,210102072,PROMOCION USUARIOS,CYZONE,30,20-02-2023,Inconstantes
49621140,202304,PE,200105982,MAQUILLAJE,LBEL,26,23-02-2023,Constantes 2
49682867,202304,PE,200100052,MAQUILLAJE,ESIKA,40.9,21-02-2023,Inconstantes
42445754,202304,PE,200083953,FRAGANCIAS,LBEL,1.2,20-02-2023,Inconstantes
49682867,202304,PE,200082687,CUIDADO PERSONAL,ESIKA,31.9,21-02-2023,Constantes 3
49682867,202304,PE,400095666,N/A,CYZONE,1.37,21-02-2023,Constantes 1
40398864,202304,PE,200109537,CUIDADO PERSONAL,ESIKA,7.38,23-02-2023,Nuevas
50207838,202304,PE,210102210,BIJOUTERIE,ESIKA,39.9,22-02-2023,Constantes 1
43256556,202308,PE,200110340,MAQUILLAJE,ESIKA,25.9,24-05-2023,Nuevas
48809553,202308,PE,200111352,FRAGANCIAS,ESIKA,44.9,24-05-2023,Constantes 2
35319905,202308,PE,200105177,TRATAMIENTO CORPORAL,ESIKA,12.9,24-05-2023,Nuevas
35319905,202308,PE,200105188,CUIDADO PERSONAL,ESIKA,11.9,24-05-2023,Inconstantes
50713687,202308,PE,200089168,FRAGANCIAS,CYZONE,17.5,24-05-2023,Nuevas
43256556,202308,PE,210100040,BIJOUTERIE,ESIKA,39.9,24-05-2023,Constantes 1
41941847,202309,PE,200091709,FRAGANCIAS,CYZONE,41.42,13-06-2023,Constantes 3
48809553,202309,PE,200107368,MAQUILLAJE,CYZONE,13.9,13-06-2023,Constantes 3
41941847,202309,PE,210098926,MAQUILLAJE,ESIKA,40.9,13-06-2023,Nuevas
41941847,202309,PE,210102487,PROMOCION USUARIOS,ESIKA,60,13-06-2023,Nuevas
49189214,202309,PE,200106346,FRAGANCIAS,ESIKA,31.82,13-06-2023,Constantes 2
46810376,202309,PE,200083997,FRAGANCIAS,ESIKA,27.46,13-06-2023,Constantes 1
46258398,202309,PE,210104083,BIJOUTERIE,ESIKA,49.9,13-06-2023,Constantes 3
41941847,202309,PE,200111179,CUIDADO PERSONAL,CYZONE,10.08,13-06-2023,Constantes 1
35271661,202309,PE,200089509,FRAGANCIAS,ESIKA,37.45,13-06-2023,Constantes 3
41941847,202309,PE,200105335,FRAGANCIAS,LBEL,19.95,13-06-2023,Constantes 3
35271661,202309,PE,200105071,MAQUILLAJE,LBEL,26,13-06-2023,Constantes 2
41079411,202309,PE,200103922,MAQUILLAJE,CYZONE,22.9,13-06-2023,Constantes 1
48809553,202309,PE,210100409,CUIDADO PERSONAL,LBEL,23.9,13-06-2023,Constantes 3
41941847,202309,PE,200106357,FRAGANCIAS,CYZONE,59.9,13-06-2023,Constantes 3
48809553,202309,PE,200078944,CUIDADO PERSONAL,ESIKA,12.34,13-06-2023,Inconstantes
46810376,202309,PE,200103020,CUIDADO PERSONAL,ESIKA,15.9,13-06-2023,Constantes 3
46810376,202309,PE,210102044,COMPLEMENTOS,CYZONE,46.9,13-06-2023,Constantes 3
50686477,202309,PE,200106606,MAQUILLAJE,CYZONE,18.9,13-06-2023,Constantes 3
49189214,202309,PE,200108807,CUIDADO PERSONAL,ESIKA,6.02,13-06-2023,Inconstantes
6766099,202307,PE,200095162,CUIDADO PERSONAL,ESIKA,7.38,05-05-2023,Inconstantes
45717070,202307,PE,200095465,CUIDADO PERSONAL,ESIKA,7.63,05-05-2023,Constantes 2
6766099,202307,PE,200098673,FRAGANCIAS,ESIKA,65.03,05-05-2023,Constantes 2
6766099,202307,PE,200103918,MAQUILLAJE,CYZONE,17.9,05-05-2023,Constantes 3
29870691,202307,PE,200082674,FRAGANCIAS,ESIKA,17.45,05-05-2023,Inconstantes
6766099,202307,PE,200106457,MAQUILLAJE,ESIKA,19.9,05-05-2023,Inconstantes
45717070,202307,PE,200104231,TRATAMIENTO CORPORAL,ESIKA,35.9,05-05-2023,Constantes 3
6766099,202307,PE,200110368,MAQUILLAJE,CYZONE,15.9,05-05-2023,Constantes 3
6766099,202307,PE,200089509,FRAGANCIAS,ESIKA,43.9,05-05-2023,Nuevas
6766099,202307,PE,200103922,MAQUILLAJE,CYZONE,17.9,05-05-2023,Constantes 3
6766099,202307,PE,200112905,MAQUILLAJE,CYZONE,17.9,05-05-2023,Constantes 2
42521639,202307,PE,200083902,FRAGANCIAS,ESIKA,43.9,05-05-2023,Nuevas
42521639,202307,PE,210092742,MAQUILLAJE,ESIKA,26.9,05-05-2023,Constantes 3
42521639,202307,PE,200072913,FRAGANCIAS,ESIKA,19.9,05-05-2023,Constantes 2
