consultant_id,product_id,category,brand,price,date,purchase_frequency,daily_total_spent,average_purchasing_power,recency,purchase_frequency_normalized,recency_normalized,total_spent,purchase_count,unique_products,rolling_segments
41317310,200091727,FRAGANCIAS,ESIKA,29.9,10-01-2023,13,292.05,430.195,713,0.210526316,0.960651289,6238.5,260,177,Inconstantes
50051617,200105188,CUIDADO PERSONAL,ESIKA,8.9,24-03-2023,25,623.81,430.195,640,0.421052632,0.861601085,1557.73,61,57,Constantes 2
48346014,200104932,CUIDADO PERSONAL,ESIKA,15.9,19-01-2023,53,1196.91,430.195,704,0.912280702,0.94843962,16470.83,665,469,Nuevas
33905173,200090351,TRATAMIENTO CORPORAL,ESIKA,28.9,10-01-2023,22,686.4,430.195,713,0.368421053,0.960651289,7659.24,280,220,Constantes 2
36949902,210096207,MAQUILLAJE,ESIKA,17.9,13-01-2023,17,399.4,430.195,710,0.280701754,0.956580733,3459.6,116,102,Constantes 2
48212689,200090452,FRAGANCIAS,ESIKA,44.57,30-01-2023,22,460.45,430.195,693,0.368421053,0.933514247,4286.23,196,146,Constantes 3
49621434,200108048,FRAGANCIAS,CYZONE,23.9,16-01-2023,14,352,430.195,707,0.228070175,0.952510176,1132.1,36,35,Constantes 2
46669258,200095931,FRAGANCIAS,ESIKA,49.9,27-02-2023,13,367.36,430.195,665,0.210526316,0.895522388,1461.81,71,59,Inconstantes
49740433,200108807,CUIDADO PERSONAL,ESIKA,8.81,11-01-2023,15,340.8,430.195,712,0.245614035,0.959294437,4620.46,171,138,Inconstantes
48823106,200106360,FRAGANCIAS,CYZONE,31.23,07-02-2023,16,394.5,430.195,685,0.263157895,0.92265943,1722.08,78,72,Constantes 2
48047378,210100495,MAQUILLAJE,CYZONE,12.9,11-05-2023,13,381.9,430.195,592,0.210526316,0.796472185,2927.48,110,89,Nuevas
42670251,200105167,MAQUILLAJE,LBEL,12.9,07-04-2023,18,446.45,430.195,626,0.298245614,0.842605156,8105.94,383,247,Inconstantes
47430550,200108408,FRAGANCIAS,ESIKA,30,12-01-2023,20,486.32,430.195,711,0.333333333,0.957937585,11728.68,414,309,Constantes 1
4623541,200102092,MAQUILLAJE,CYZONE,11.9,20-01-2023,24,457.7,430.195,703,0.403508772,0.947082768,4624.35,181,151,Inconstantes
49728603,200102450,FRAGANCIAS,CYZONE,15.9,26-04-2023,20,481.75,430.195,607,0.333333333,0.816824966,12167.17,458,314,Nuevas
12221789,200095426,CUIDADO PERSONAL,CYZONE,7.38,10-03-2023,15,422.29,430.195,654,0.245614035,0.880597015,6434.14,218,166,Constantes 2
49642350,210086462,CUIDADO PERSONAL,ESIKA,18.9,19-01-2023,15,406.25,430.195,704,0.245614035,0.94843962,3193.37,114,82,Constantes 1
41317310,200095464,CUIDADO PERSONAL,ESIKA,7.38,27-04-2023,31,713.23,430.195,606,0.526315789,0.815468114,6238.5,260,177,Inconstantes
49968221,200082687,CUIDADO PERSONAL,ESIKA,17.9,20-01-2023,27,622.05,430.195,703,0.456140351,0.947082768,3674.05,137,120,Constantes 2
48297765,200095162,CUIDADO PERSONAL,ESIKA,6.64,02-05-2023,13,304.78,430.195,601,0.210526316,0.808683853,9000.74,373,230,Constantes 2
50513580,200099047,FRAGANCIAS,ESIKA,35,31-07-2023,14,181.5,430.195,511,0.228070175,0.686567164,1088.67,52,45,Constantes 1
42382701,200110341,MAQUILLAJE,ESIKA,22.9,31-07-2023,19,412.02,430.195,511,0.315789474,0.686567164,7478.88,310,254,Constantes 2
42382701,210100407,CUIDADO PERSONAL,CYZONE,30.9,31-07-2023,19,412.02,430.195,511,0.315789474,0.686567164,7478.88,310,254,Constantes 2
42382701,200111219,TRATAMIENTO FACIAL,ESIKA,56.9,31-07-2023,19,412.02,430.195,511,0.315789474,0.686567164,7478.88,310,254,Constantes 2
50973573,200115943,VARIOS,GENERICA,59.9,31-07-2023,8,229.4,430.195,511,0.122807018,0.686567164,3657.33,136,94,Constantes 1
50513580,200098962,MAQUILLAJE,LBEL,12,31-07-2023,14,181.5,430.195,511,0.228070175,0.686567164,1088.67,52,45,Constantes 1
42382701,200095917,TRATAMIENTO FACIAL,ESIKA,26.9,31-07-2023,19,412.02,430.195,511,0.315789474,0.686567164,7478.88,310,254,Constantes 2
