CODPAIS,ANIOCAMPANA,CODEBELISTA,CODVENTA,CODPRODUCTOSAP,ID_OFERTA,COD_CATALOGO,ID_MACROESTRATEGIA,ID_TIPO_SUBESTRATEGIA,DES_TIPO_SUBESTRATEGIA,DES_TIPO_ESTRATEGIA,ID_TIPO_GRUPO,ID_GRUPO,DES_TIPO_GRUPO,ID_SUB_GRUPO,NUM_PAGINA,PRECIO_OFERTA,ES_GRATIS,ES_PADRE,ES_GRUPO_PADRE,FACTOR_CUADRE,FACTOR_REPETICION,COD_TIPO_OFERTA,COD_TIPO_PROFIT,ID_SUBESTRATEGIA,CODCUC,FECHAPROCESO,COMPOSITE_PRIMARY_KEY
PE,202306,45871533,38916,210102014,1569,24,1595,1,INDIVIDUAL,INDIVIDUAL,1,385144,FIJO,385144,48,66.9,0,1,1,1,1,115,1,1150,XXXXXXXXX,2023-04-10,1|1|1|0|1|XXXXXXXXX|
PE,202305,50020096,16387,200090337,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,122,24.9,0,1,1,1,1,321,1,772,200084783,2023-03-17,999|2|1|0|1|200084783|
PE,202314,35545956,37778,200113631,1686,26,757,1,INDIVIDUAL,INDIVIDUAL,1,423667,FIJO,423667,0,0,1,1,1,1,1,77,4,1413,200113631,2023-09-04,1|1|1|1|1|200113631|
PE,202305,45871533,39578,200086106,1955,24,1317,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,379930,FIJO,379930,22,0,1,0,1,1,1,409,1,1497,200067092,2023-03-20,991|1|1|1|0|200067092|
PE,202305,43985620,1687,200084778,1457,10,512,1,INDIVIDUAL,INDIVIDUAL,1,379234,FIJO,379234,73,15.9,0,1,1,1,1,300,1,1008,200056330,2023-03-14,1|1|1|0|1|200056330|
PE,202302,10961556,4379,200105158,432,9,1116,1,INDIVIDUAL,INDIVIDUAL,2,365076,VARIABLE,365076,6,31,0,1,1,1,1,300,1,412,P0261052003,2023-01-20,1|2|1|0|1|P0261052003|
PE,202301,50180387,38750,200113734,326,4,1686,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,360169,FIJO,360169,201,54.9,0,1,1,1,1,91,6,307,XXXXXXXXX,2023-01-06,991|1|1|0|1|XXXXXXXXX|
PE,202303,43985620,38189,200095162,1207,24,299,2,SET FIJO,SET,1,369995,FIJO,369995,8,5.36,0,0,1,1,1,419,1,1160,200046326,2023-01-31,2|1|1|0|0|200046326|
PE,202303,50020096,39655,400096762,394,4,1804,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,369077,FIJO,369077,253,0,1,0,1,1,1,57,6,354,XXXXXXXXX,2023-01-31,991|1|1|1|0|XXXXXXXXX|
PE,202302,49946996,38771,400097298,282,4,1090,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364924,FIJO,364924,106,0,1,0,1,1,1,65,1,269,XXXXXXXXX,2023-01-24,991|1|1|1|0|XXXXXXXXX|
PE,202302,10961556,38771,400097298,282,4,1090,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364924,FIJO,364924,106,0,1,0,1,1,1,65,1,269,XXXXXXXXX,2023-01-20,991|1|1|1|0|XXXXXXXXX|
PE,202302,49389205,38771,400097298,282,4,1090,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364924,FIJO,364924,106,0,1,0,1,1,1,65,1,269,XXXXXXXXX,2023-01-20,991|1|1|1|0|XXXXXXXXX|
PE,202307,35545956,36286,200098519,1499,24,121,999,VOLUMEN,VOLUMEN,2,391341,VARIABLE,391341,14,32.49,0,1,1,1,8,425,1,1390,200098519,2023-04-19,999|2|8|0|1|200098519|
PE,202303,50073300,39634,200113745,396,4,1806,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,369081,FIJO,369081,212,0,1,1,1,1,1,92,6,356,XXXXXXXXX,2023-02-13,991|1|1|1|1|XXXXXXXXX|
PE,202310,35545956,39378,200108408,1297,26,140,1,INDIVIDUAL,INDIVIDUAL,1,406714,FIJO,406714,0,0,1,1,1,1,1,89,6,1173,200011773,2023-06-19,1|1|1|1|1|200011773|
PE,202303,35545956,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-01-24,1|1|1|1|1|XXXXXXXXX|
PE,202303,49389205,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202303,10961556,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202303,50020096,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-01-31,1|1|1|1|1|XXXXXXXXX|
PE,202303,43985620,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-01-31,1|1|1|1|1|XXXXXXXXX|
PE,202303,20541199,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202303,49946996,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-09,1|1|1|1|1|XXXXXXXXX|
PE,202303,50180387,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202303,50073300,40355,400095704,1360,26,1790,1,INDIVIDUAL,INDIVIDUAL,1,370192,FIJO,370192,0,0,1,1,1,1,1,57,6,1237,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202304,50020096,39651,200113747,355,4,1762,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,373997,FIJO,373997,214,0,1,1,1,1,1,92,6,317,XXXXXXXXX,2023-02-21,991|1|1|1|1|XXXXXXXXX|
PE,202305,50073300,4143,200084840,1868,13,429,1,INDIVIDUAL,INDIVIDUAL,2,379805,VARIABLE,379805,139,25.9,0,1,1,1,1,331,1,1416,200060588,2023-03-31,1|2|1|0|1|200060588|
PE,202313,35545956,38358,200106359,1256,26,576,1,INDIVIDUAL,INDIVIDUAL,1,419338,FIJO,419338,0,0,1,1,1,1,1,77,4,1153,200106359,2023-08-21,1|1|1|1|1|200106359|
PE,202301,43985620,39621,210099293,1301,26,1237,1,INDIVIDUAL,INDIVIDUAL,1,361240,FIJO,361240,0,0,1,1,1,1,1,77,4,1192,210099293,2022-12-20,1|1|1|1|1|210099293|
PE,202303,10961556,40587,200101350,1398,26,402,1,INDIVIDUAL,INDIVIDUAL,1,370243,FIJO,370243,0,0,1,1,1,1,1,77,4,1275,200082356,2023-02-10,1|1|1|1|1|200082356|
PE,202303,50073300,40587,200101350,1398,26,402,1,INDIVIDUAL,INDIVIDUAL,1,370243,FIJO,370243,0,0,1,1,1,1,1,77,4,1275,200082356,2023-02-13,1|1|1|1|1|200082356|
PE,202309,50379884,38555,400096764,330,4,1530,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,400747,FIJO,400747,255,0,1,0,1,1,1,57,6,290,XXXXXXXXX,2023-06-20,991|1|1|1|0|XXXXXXXXX|
PE,202305,50180387,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-21,1|1|1|1|1|XXXXXXXXX|
PE,202305,49389205,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-29,1|1|1|1|1|XXXXXXXXX|
PE,202305,43985620,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-14,1|1|1|1|1|XXXXXXXXX|
PE,202305,50379884,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-27,1|1|1|1|1|XXXXXXXXX|
PE,202305,50020096,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-17,1|1|1|1|1|XXXXXXXXX|
PE,202305,49946996,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-21,1|1|1|1|1|XXXXXXXXX|
PE,202305,45871533,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-20,1|1|1|1|1|XXXXXXXXX|
PE,202305,50073300,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-31,1|1|1|1|1|XXXXXXXXX|
PE,202305,35545956,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-08,1|1|1|1|1|XXXXXXXXX|
PE,202305,10961556,41981,400095688,2064,26,1826,1,INDIVIDUAL,INDIVIDUAL,1,380100,FIJO,380100,,0,1,1,1,1,1,57,6,1537,XXXXXXXXX,2023-03-29,1|1|1|1|1|XXXXXXXXX|
PE,202308,50020096,75329,400097908,1600,26,1785,1,INDIVIDUAL,INDIVIDUAL,1,396687,FIJO,396687,0,0,1,1,1,1,1,57,6,1462,XXXXXXXXX,2023-05-24,1|1|1|1|1|XXXXXXXXX|
PE,202308,35545956,75329,400097908,1600,26,1785,1,INDIVIDUAL,INDIVIDUAL,1,396687,FIJO,396687,0,0,1,1,1,1,1,57,6,1462,XXXXXXXXX,2023-05-08,1|1|1|1|1|XXXXXXXXX|
PE,202308,50379884,75329,400097908,1600,26,1785,1,INDIVIDUAL,INDIVIDUAL,1,396687,FIJO,396687,0,0,1,1,1,1,1,57,6,1462,XXXXXXXXX,2023-06-01,1|1|1|1|1|XXXXXXXXX|
PE,202308,45871533,75329,400097908,1600,26,1785,1,INDIVIDUAL,INDIVIDUAL,1,396687,FIJO,396687,0,0,1,1,1,1,1,57,6,1462,XXXXXXXXX,2023-05-22,1|1|1|1|1|XXXXXXXXX|
PE,202304,50073300,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-03-11,1|1|1|1|1|XXXXXXXXX|
PE,202304,49389205,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-03-06,1|1|1|1|1|XXXXXXXXX|
PE,202304,10961556,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-03-03,1|1|1|1|1|XXXXXXXXX|
PE,202304,50180387,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,50020096,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,43985620,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,35545956,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202304,49946996,40829,210105070,1239,26,1708,1,INDIVIDUAL,INDIVIDUAL,1,374997,FIJO,374997,0,0,1,1,1,1,1,57,6,1120,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202305,50073300,35605,200095374,1965,24,462,999,VOLUMEN,VOLUMEN,2,379953,VARIABLE,379953,15,7.38,0,1,1,1,5,422,1,1500,200043493,2023-03-31,999|2|5|0|1|200043493|
PE,202303,50073300,39647,400096763,396,4,1806,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,369081,FIJO,369081,254,0,1,0,1,1,1,57,6,356,XXXXXXXXX,2023-02-13,991|1|1|1|0|XXXXXXXXX|
PE,202302,10961556,38495,210083802,1530,35,1192,1,INDIVIDUAL,INDIVIDUAL,1,366263,FIJO,366263,100,12.9,0,1,1,1,1,45,2,1433,XXXXXXXXX,2023-01-20,1|1|1|0|1|XXXXXXXXX|
PE,202302,50073300,101811,200105180,4003,45,243,999,VOLUMEN,VOLUMEN,1,368841,FIJO,368841,1,8.95,0,1,1,1,2,203,1,3533,200060612,2023-01-20,999|1|2|0|1|200060612|
PE,202303,43985620,40414,200086399,253,1,272,2,SET FIJO,SET,1,368889,FIJO,368889,14,15,0,1,1,1,1,425,1,218,200050979,2023-01-31,2|1|1|0|1|200050979|
PE,202305,43985620,102928,200111279,3966,45,1012,2,SET FIJO,SET,1,382464,FIJO,382464,1,65.49,0,1,1,1,1,411,1,3079,200111279,2023-03-14,2|1|1|0|1|200111279|
PE,202303,50020096,39614,200106346,377,4,185,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,369048,FIJO,369048,228,25.5,0,1,1,1,1,50,1,337,200010080,2023-01-31,991|1|1|0|1|200010080|
PE,202305,50020096,4449,200095158,1749,13,507,1,INDIVIDUAL,INDIVIDUAL,1,379639,FIJO,379639,135,11.9,0,1,1,1,1,322,1,1297,200056121,2023-03-17,1|1|1|0|1|200056121|
PE,202305,50020096,40262,200106346,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,228,25.5,0,1,1,1,1,50,1,772,200010080,2023-03-17,999|2|1|0|1|200010080|
PE,202304,50020096,40217,400096763,353,4,1760,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,373994,FIJO,373994,254,0,1,0,1,1,1,57,6,315,XXXXXXXXX,2023-02-21,991|1|1|1|0|XXXXXXXXX|
PE,202307,50020096,35847,200095464,1420,24,172,999,VOLUMEN,VOLUMEN,2,391247,VARIABLE,391247,30,7.63,0,1,1,1,3,422,1,1372,200092172,2023-04-26,999|2|3|0|1|200092172|
PE,202305,43985620,11214,200103721,1849,13,1679,1,INDIVIDUAL,INDIVIDUAL,2,379775,VARIABLE,379775,50,34.9,0,1,1,1,1,300,1,1397,P0292139009,2023-03-14,1|2|1|0|1|P0292139009|
PE,202305,50180387,42108,200073557,1822,13,494,1,INDIVIDUAL,INDIVIDUAL,1,379728,FIJO,379728,63,34.9,0,1,1,1,1,300,1,1370,200051086,2023-03-21,1|1|1|0|1|200051086|
PE,202307,45871533,36127,210103464,1302,24,1728,1,INDIVIDUAL,INDIVIDUAL,1,391102,FIJO,391102,45,54.9,0,1,1,1,1,401,1,1261,XXXXXXXXX,2023-05-04,1|1|1|0|1|XXXXXXXXX|
PE,202307,45871533,35154,210096581,1054,13,1151,1,INDIVIDUAL,INDIVIDUAL,1,390850,FIJO,390850,107,49.9,0,1,1,1,1,300,1,1016,XXXXXXXXX,2023-05-04,1|1|1|0|1|XXXXXXXXX|
PE,202304,10961556,129612,210097030,3334,45,197,2,SET FIJO,SET,1,377110,FIJO,377110,1,8.9,0,0,1,1,1,201,1,2843,210097030,2023-03-03,2|1|1|0|0|210097030|
PE,202306,50180387,5632,210098521,1130,10,1720,1,INDIVIDUAL,INDIVIDUAL,2,384661,VARIABLE,384661,30,19.9,0,1,1,1,1,300,1,723,P0197106006,2023-04-11,1|2|1|0|1|P0197106006|
PE,202303,35545956,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-01-24,1|1|1|1|1|XXXXXXXXX|
PE,202303,45871533,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-09,1|1|1|1|1|XXXXXXXXX|
PE,202303,50073300,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202303,50180387,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202303,43985620,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-01-31,1|1|1|1|1|XXXXXXXXX|
PE,202303,49946996,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-09,1|1|1|1|1|XXXXXXXXX|
PE,202303,10961556,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202303,20541199,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202303,49389205,40381,400097517,1386,26,1772,1,INDIVIDUAL,INDIVIDUAL,1,370228,FIJO,370228,0,0,1,1,1,1,1,57,6,1263,XXXXXXXXX,2023-02-10,1|1|1|1|1|XXXXXXXXX|
PE,202307,50020096,102077,200109875,4836,45,148,999,VOLUMEN,VOLUMEN,1,394775,FIJO,394775,1,49.9,0,1,1,1,1,423,1,4173,200109875,2023-04-26,999|1|1|0|1|200109875|
PE,202310,35545956,39375,200111164,1294,26,803,1,INDIVIDUAL,INDIVIDUAL,1,406711,FIJO,406711,0,0,1,1,1,1,1,77,4,1170,200111164,2023-06-19,1|1|1|1|1|200111164|
PE,202311,35545956,103161,200102430,3364,45,206,3,SET VARIABLE,SET,2,413075,VARIABLE,413075,1,34.9,0,1,1,1,1,201,1,2832,200058349,2023-07-17,3|2|1|0|1|200058349|
PE,202301,50020096,154321,210097034,3946,45,1376,993,993,OTRO,2,364010,VARIABLE,364010,1,16.75,0,1,1,2,1,203,1,3485,P0132056004,2022-12-17,993|2|1|0|1|P0132056004|
PE,202303,49389205,199773,200093188,4032,45,265,993,993,OTRO,2,373071,VARIABLE,373071,1,17.45,0,1,1,4,1,422,1,3540,200060357,2023-02-10,993|2|1|0|1|200060357|
PE,202303,49389205,102331,200109874,4054,45,252,999,VOLUMEN,VOLUMEN,1,373094,FIJO,373094,1,34.9,0,1,1,1,1,423,1,3562,200109874,2023-02-10,999|1|1|0|1|200109874|
PE,202305,49389205,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-29,1|1|1|1|1|XXXXXXXXX|
PE,202305,49946996,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-21,1|1|1|1|1|XXXXXXXXX|
PE,202305,45871533,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-20,1|1|1|1|1|XXXXXXXXX|
PE,202305,35545956,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-08,1|1|1|1|1|XXXXXXXXX|
PE,202305,50180387,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-21,1|1|1|1|1|XXXXXXXXX|
PE,202305,50379884,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-27,1|1|1|1|1|XXXXXXXXX|
PE,202305,50020096,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-17,1|1|1|1|1|XXXXXXXXX|
PE,202305,10961556,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-29,1|1|1|1|1|XXXXXXXXX|
PE,202305,43985620,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-14,1|1|1|1|1|XXXXXXXXX|
PE,202305,50073300,41980,400097658,2063,26,1808,1,INDIVIDUAL,INDIVIDUAL,1,380098,FIJO,380098,0,0,1,1,1,1,1,57,6,1536,XXXXXXXXX,2023-03-31,1|1|1|1|1|XXXXXXXXX|
PE,202312,35545956,164310,200108807,3660,45,217,993,993,OTRO,2,417532,VARIABLE,417532,1,5.1,0,1,1,7,1,421,1,3110,200043487,2023-07-31,993|2|1|0|1|200043487|
PE,202303,50073300,37710,210101545,811,13,1670,1,INDIVIDUAL,INDIVIDUAL,1,369551,FIJO,369551,25,2.5,0,1,1,1,1,42,1,767,XXXXXXXXX,2023-02-13,1|1|1|0|1|XXXXXXXXX|
PE,202306,49946996,37645,200112636,1503,13,1748,3,SET VARIABLE,SET,2,385071,VARIABLE,385071,69,18.48,0,0,0,1,1,310,1,1091,P0210052000,2023-04-13,3|2|1|0|0|P0210052000|
PE,202314,35545956,37793,220046318,1698,26,1687,1,INDIVIDUAL,INDIVIDUAL,1,423680,FIJO,423680,0,0,1,1,1,1,1,89,6,1425,XXXXXXXXX,2023-09-04,1|1|1|1|1|XXXXXXXXX|
PE,202304,43985620,3978,200094869,1015,13,1472,1,INDIVIDUAL,INDIVIDUAL,2,374710,VARIABLE,374710,40,15.9,0,1,1,1,1,300,1,960,P0210111001,2023-02-21,1|2|1|0|1|P0210111001|
PE,202305,50073300,121824,200072913,4172,45,559,3,SET VARIABLE,SET,2,382743,VARIABLE,382743,1,13.05,0,1,1,1,1,201,1,3285,200072913,2023-03-31,3|2|1|0|1|200072913|
PE,202304,10961556,41638,200109790,1336,26,663,1,INDIVIDUAL,INDIVIDUAL,1,375105,FIJO,375105,0,0,1,1,1,1,1,57,6,1217,200109790,2023-03-03,1|1|1|1|1|200109790|
PE,202304,10961556,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-03-03,1|1|1|1|1|XXXXXXXXX|
PE,202304,50379884,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-03-09,1|1|1|1|1|XXXXXXXXX|
PE,202304,49389205,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-03-06,1|1|1|1|1|XXXXXXXXX|
PE,202304,43985620,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,50020096,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,50073300,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-03-11,1|1|1|1|1|XXXXXXXXX|
PE,202304,49946996,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,50180387,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,45871533,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,35545956,41142,400097556,1259,26,1709,1,INDIVIDUAL,INDIVIDUAL,1,375022,FIJO,375022,0,0,1,1,1,1,1,57,6,1140,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202305,45871533,39578,200086106,1952,24,1188,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,379927,FIJO,379927,22,0,1,0,1,1,1,409,1,1494,200067092,2023-03-20,991|1|1|1|0|200067092|
PE,202302,10961556,37551,200086106,1109,24,295,2,SET FIJO,SET,1,365799,FIJO,365799,18,10,0,0,1,1,1,425,1,1074,200067092,2023-01-20,2|1|1|0|0|200067092|
PE,202310,35545956,9441,200102111,727,10,1327,1,INDIVIDUAL,INDIVIDUAL,2,406049,VARIABLE,406049,18,14.9,0,1,1,1,1,303,1,695,P0132053000,2023-06-19,1|2|1|0|1|P0132053000|
PE,202304,50180387,40223,400096762,351,4,1758,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,373990,FIJO,373990,253,0,1,0,1,1,1,57,6,313,XXXXXXXXX,2023-02-28,991|1|1|1|0|XXXXXXXXX|
PE,202305,50073300,35593,200095159,1965,24,462,999,VOLUMEN,VOLUMEN,2,379953,VARIABLE,379953,15,7.38,0,1,1,1,5,422,1,1500,200060302,2023-03-31,999|2|5|0|1|200060302|
PE,202305,43985620,9441,200102111,1520,10,1556,1,INDIVIDUAL,INDIVIDUAL,2,379306,VARIABLE,379306,14,18.9,0,1,1,1,1,300,1,1071,P0132053000,2023-03-14,1|2|1|0|1|P0132053000|
