CODPAIS,ANIOCAMPANA,CODEBELISTA,CODVENTA,CODPRODUCTOSAP,ID_OFERTA,COD_CATALOGO,ID_MACROESTRATEGIA,ID_TIPO_SUBESTRATEGIA,DES_TIPO_SUBESTRATEGIA,DES_TIPO_ESTRATEGIA,ID_TIPO_GRUPO,ID_GRUPO,DES_TIPO_GRUPO,ID_SUB_GRUPO,NUM_PAGINA,PRECIO_OFERTA,ES_GRATIS,ES_PADRE,ES_GRUPO_PADRE,FACTOR_CUADRE,FACTOR_REPETICION,COD_TIPO_OFERTA,COD_TIPO_PROFIT,ID_SUBESTRATEGIA,CODCUC,FECHAPROCESO,COMPOSITE_PRIMARY_KEY
PE,202304,49946996,38332,200102550,539,9,1489,3,SET VARIABLE,SET,2,374207,VARIABLE,374207,541,60,0,1,1,1,1,310,1,500,P0261051003,2023-02-28,3|2|1|0|1|P0261051003|
PE,202301,43985620,35473,210102057,658,10,1333,1,INDIVIDUAL,INDIVIDUAL,1,360514,FIJO,360514,84,24.9,0,1,1,1,1,4,1,631,XXXXXXXXX,2022-12-20,1|1|1|0|1|XXXXXXXXX|
PE,202302,49946996,104020,200083615,3114,45,343,2,SET FIJO,SET,1,367853,FIJO,367853,1,25.42,0,0,1,1,1,201,1,2662,200083615,2023-01-24,2|1|1|0|0|200083615|
PE,202306,45871533,42132,220046096,571,1,205,2,SET FIJO,SET,1,384055,FIJO,384055,666,0,1,0,1,1,1,89,6,172,XXXXXXXXX,2023-04-10,2|1|1|1|0|XXXXXXXXX|
PE,202304,10961556,5977,200106608,738,10,1450,999,VOLUMEN,VOLUMEN,2,374430,VARIABLE,374430,29,22.9,0,1,1,1,1,320,1,685,P0197143004,2023-03-03,999|2|1|0|1|P0197143004|
PE,202309,50379884,1636,200106397,817,13,598,1,INDIVIDUAL,INDIVIDUAL,1,401247,FIJO,401247,109,25.9,0,1,1,1,1,300,1,769,200106397,2023-06-20,1|1|1|0|1|200106397|
PE,202305,43985620,121807,200090452,4569,45,408,993,993,OTRO,2,383213,VARIABLE,383213,1,26.6,0,1,1,3,1,201,1,3682,200040636,2023-03-14,993|2|1|0|1|200040636|
PE,202303,49946996,37972,210099696,754,10,740,2,SET FIJO,SET,1,369487,FIJO,369487,4,0.85,0,0,1,1,1,34,1,713,XXXXXXXXX,2023-02-09,2|1|1|0|0|XXXXXXXXX|
PE,202302,49389205,553,200106357,528,10,582,1,INDIVIDUAL,INDIVIDUAL,1,365179,FIJO,365179,41,42.9,0,1,1,1,1,300,1,503,200106357,2023-01-20,1|1|1|0|1|200106357|
PE,202301,10961556,35352,200107825,527,9,618,2,SET FIJO,SET,1,360374,FIJO,360374,23,22.5,0,0,1,1,1,319,1,505,200107825,2022-12-27,2|1|1|0|0|200107825|
PE,202311,35545956,1687,200084778,719,10,217,1,INDIVIDUAL,INDIVIDUAL,1,410138,FIJO,410138,74,15.9,0,1,1,1,1,300,1,533,200056330,2023-07-17,1|1|1|0|1|200056330|
PE,202305,45871533,121800,210100408,4567,45,1034,993,993,OTRO,2,383211,VARIABLE,383211,1,19.95,0,1,1,2,1,422,1,3680,210047499,2023-03-20,993|2|1|0|1|210047499|
PE,202312,35545956,3935,200083997,964,13,205,1,INDIVIDUAL,INDIVIDUAL,1,414632,FIJO,414632,134,43.9,0,1,1,1,1,303,1,935,200041010,2023-07-31,1|1|1|0|1|200041010|
PE,202302,50020096,16751,200108892,564,10,545,1,INDIVIDUAL,INDIVIDUAL,1,365215,FIJO,365215,61,19.9,0,1,1,1,1,300,1,539,200105033,2023-01-10,1|1|1|0|1|200105033|
PE,202301,10961556,40045,200102430,182,1,235,2,SET FIJO,SET,1,359996,FIJO,359996,300,31.9,0,1,1,1,1,32,1,168,200058349,2022-12-27,2|1|1|0|1|200058349|
PE,202306,50020096,40376,210100337,2387,35,1898,1,INDIVIDUAL,INDIVIDUAL,1,386025,FIJO,386025,142,65.9,0,1,1,1,1,45,2,1901,XXXXXXXXX,2023-04-04,1|1|1|0|1|XXXXXXXXX|
PE,202301,43985620,36027,200089168,1135,24,353,2,SET FIJO,SET,1,361039,FIJO,361039,28,26.14,0,1,1,1,1,411,1,1094,200089168,2022-12-20,2|1|1|0|1|200089168|
PE,202307,50180387,35402,210097536,859,10,1229,2,SET FIJO,SET,1,390646,FIJO,390646,58,28.43,0,0,1,1,1,319,1,821,210097536,2023-05-02,2|1|1|0|0|210097536|
PE,202307,45871533,35229,210103126,1046,13,1724,1,INDIVIDUAL,INDIVIDUAL,1,390842,FIJO,390842,103,129.9,0,1,1,1,1,301,1,1008,XXXXXXXXX,2023-05-04,1|1|1|0|1|XXXXXXXXX|
PE,202308,45871533,35008,210101994,911,10,1287,1,INDIVIDUAL,INDIVIDUAL,1,395868,FIJO,395868,72,82.9,0,1,1,1,1,300,1,856,XXXXXXXXX,2023-05-22,1|1|1|0|1|XXXXXXXXX|
PE,202303,50180387,37921,210103644,624,10,1761,1,INDIVIDUAL,INDIVIDUAL,1,369342,FIJO,369342,18,21.9,0,1,1,1,1,54,8,583,XXXXXXXXX,2023-02-10,1|1|1|0|1|XXXXXXXXX|
PE,202301,50073300,5886,200095931,761,13,429,1,INDIVIDUAL,INDIVIDUAL,1,360628,FIJO,360628,53,52.9,0,1,1,1,1,300,1,729,200095931,2022-12-28,1|1|1|0|1|200095931|
PE,202301,43985620,35091,200103716,1047,13,1358,999,VOLUMEN,VOLUMEN,2,360945,VARIABLE,360945,29,24.95,0,1,1,1,2,321,1,1012,P0292139009,2022-12-20,999|2|2|0|1|P0292139009|
PE,202302,50073300,9441,200102111,644,10,1044,1,INDIVIDUAL,INDIVIDUAL,2,365297,VARIABLE,365297,6,15.9,0,1,1,1,1,303,1,619,P0132053000,2023-01-20,1|2|1|0|1|P0132053000|
PE,202302,43985620,9441,200102111,644,10,1044,1,INDIVIDUAL,INDIVIDUAL,2,365297,VARIABLE,365297,6,15.9,0,1,1,1,1,303,1,619,P0132053000,2023-01-10,1|2|1|0|1|P0132053000|
PE,202302,49946996,104021,200105017,3114,45,343,2,SET FIJO,SET,1,367853,FIJO,367853,1,19.06,0,0,1,1,1,201,1,2662,200063985,2023-01-24,2|1|1|0|0|200063985|
PE,202303,50180387,16635,200108752,989,13,304,1,INDIVIDUAL,INDIVIDUAL,1,369736,FIJO,369736,146,22.9,0,1,1,1,1,322,1,945,200056621,2023-02-10,1|1|1|0|1|200056621|
PE,202301,50180387,35552,200106608,723,10,1393,999,VOLUMEN,VOLUMEN,2,360589,VARIABLE,360589,11,17.45,0,1,1,1,2,320,1,695,P0197143004,2023-01-06,999|2|2|0|1|P0197143004|
PE,202303,50180387,37754,200104231,1135,13,268,5,PROMOCIÓN INDIVIDUAL,PROMOCIÓN,2,369916,VARIABLE,369916,136,32.9,0,1,1,1,1,331,1,1091,200050748,2023-02-10,5|2|1|0|1|200050748|
PE,202302,50180387,35500,200107883,669,10,310,2,SET FIJO,SET,1,365323,FIJO,365323,90,9.71,0,0,1,1,1,319,1,644,200099581,2023-01-17,2|1|1|0|0|200099581|
PE,202305,50020096,102022,200103394,3831,45,1663,1,INDIVIDUAL,INDIVIDUAL,1,382320,FIJO,382320,1,25.9,0,1,1,1,1,401,1,2944,P0292060005,2023-03-17,1|1|1|0|1|P0292060005|
PE,202303,10961556,38429,210102043,1168,24,1407,1,INDIVIDUAL,INDIVIDUAL,1,369953,FIJO,369953,45,34.9,0,1,1,1,1,115,1,1121,XXXXXXXXX,2023-02-10,1|1|1|0|1|XXXXXXXXX|
PE,202308,45871533,103377,200113953,3681,45,123,2,SET FIJO,SET,1,398772,FIJO,398772,1,19.57,0,0,1,1,1,419,1,3533,200011767,2023-05-22,2|1|1|0|0|200011767|
PE,202306,45871533,42009,200086399,571,1,205,2,SET FIJO,SET,1,384055,FIJO,384055,666,13.3,0,1,1,1,1,425,1,172,200050979,2023-04-10,2|1|1|0|1|200050979|
PE,202304,49946996,8350,200072913,767,13,287,1,INDIVIDUAL,INDIVIDUAL,1,374460,FIJO,374460,127,22.9,0,1,1,1,1,300,1,712,200072913,2023-02-28,1|1|1|0|1|200072913|
PE,202303,43985620,38535,200094066,1229,24,334,2,SET FIJO,SET,1,370021,FIJO,370021,13,17.65,0,1,1,1,1,411,1,1182,200060872,2023-01-31,2|1|1|0|1|200060872|
PE,202305,45871533,35160,210102098,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,153,64.9,0,1,1,1,1,24,1,772,XXXXXXXXX,2023-03-20,999|2|1|0|1|XXXXXXXXX|
PE,202307,49946996,1027,200100408,1001,13,557,1,INDIVIDUAL,INDIVIDUAL,1,390796,FIJO,390796,90,24.9,0,1,1,1,1,300,1,963,200100408,2023-04-29,1|1|1|0|1|200100408|
PE,202305,45871533,123297,200090337,4661,45,629,999,VOLUMEN,VOLUMEN,1,383337,FIJO,383337,1,19.45,0,1,1,1,2,201,1,3757,200084783,2023-03-20,999|1|2|0|1|200084783|
PE,202306,50180387,41084,400096764,755,4,2130,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,384264,FIJO,384264,255,0,1,0,1,1,1,57,6,351,XXXXXXXXX,2023-04-11,991|1|1|1|0|XXXXXXXXX|
PE,202307,50020096,16400,200090349,1073,13,358,1,INDIVIDUAL,INDIVIDUAL,1,390869,FIJO,390869,115,23.9,0,1,1,1,1,300,1,1035,200084815,2023-04-26,1|1|1|0|1|200084815|
PE,202304,50020096,7845,200099047,1040,13,124,5,PROMOCIÓN INDIVIDUAL,PROMOCIÓN,2,374739,VARIABLE,374739,143,54.9,0,1,1,1,1,330,1,985,200012014,2023-02-21,5|2|1|0|1|200012014|
PE,202301,49389205,102158,210101975,3219,45,1325,1,INDIVIDUAL,INDIVIDUAL,1,363174,FIJO,363174,1,47.9,0,1,1,1,1,115,1,2758,XXXXXXXXX,2022-12-30,1|1|1|0|1|XXXXXXXXX|
PE,202305,45871533,35572,200089509,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,4,19.9,0,1,1,1,1,425,1,772,200038319,2023-03-20,999|2|1|0|1|200038319|
PE,202305,43985620,35572,200089509,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,4,19.9,0,1,1,1,1,425,1,772,200038319,2023-03-14,999|2|1|0|1|200038319|
PE,202303,50180387,7662,200101577,1074,13,1565,1,INDIVIDUAL,INDIVIDUAL,2,369847,VARIABLE,369847,57,17.9,0,1,1,1,1,300,1,1030,P0289069000,2023-02-10,1|2|1|0|1|P0289069000|
PE,202304,49389205,129601,200109872,3329,45,664,2,SET FIJO,SET,1,377105,FIJO,377105,1,34.9,0,1,1,1,1,201,1,2838,200109872,2023-03-06,2|1|1|0|1|200109872|
PE,202305,50020096,35741,200110157,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,6,72.9,0,1,1,1,1,424,1,772,200110157,2023-03-17,999|2|1|0|1|200110157|
PE,202304,50379884,37815,210101251,730,10,1300,5,PROMOCIÓN INDIVIDUAL,PROMOCIÓN,1,374418,FIJO,374418,57,56.9,0,1,1,1,1,9,1,679,XXXXXXXXX,2023-03-09,5|1|1|0|1|XXXXXXXXX|
PE,202301,43985620,17399,210099817,732,13,700,1,INDIVIDUAL,INDIVIDUAL,1,360598,FIJO,360598,2,14.9,0,1,1,1,1,300,1,700,210049364,2022-12-20,1|1|1|0|1|210049364|
PE,202302,43985620,6956,200097067,893,13,115,1,INDIVIDUAL,INDIVIDUAL,1,365554,FIJO,365554,129,29.9,0,1,1,1,1,303,1,866,200035113,2023-01-10,1|1|1|0|1|200035113|
PE,202302,50073300,35054,200095465,988,13,320,2,SET FIJO,SET,1,365657,FIJO,365657,137,8.45,0,0,1,1,1,319,1,961,200092176,2023-01-20,2|1|1|0|0|200092176|
PE,202304,43985620,3731,200098108,886,13,238,1,INDIVIDUAL,INDIVIDUAL,1,374579,FIJO,374579,100,35.9,0,1,1,1,1,300,1,831,200058539,2023-02-21,1|1|1|0|1|200058539|
PE,202305,50180387,7689,200100866,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,149,69.9,0,1,1,1,1,303,1,772,200088336,2023-03-21,999|2|1|0|1|200088336|
PE,202305,35545956,7689,200100866,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,149,69.9,0,1,1,1,1,303,1,772,200088336,2023-03-08,999|2|1|0|1|200088336|
PE,202301,49389205,15767,200107827,400,9,620,1,INDIVIDUAL,INDIVIDUAL,1,360247,FIJO,360247,23,39,0,1,1,1,1,300,1,378,200107827,2022-12-30,1|1|1|0|1|200107827|
PE,202302,49389205,35421,210097974,506,10,820,1,INDIVIDUAL,INDIVIDUAL,1,365157,FIJO,365157,84,49.9,0,1,1,1,1,5,1,481,XXXXXXXXX,2023-01-20,1|1|1|0|1|XXXXXXXXX|
PE,202308,50020096,75400,400095691,1637,26,1806,1,INDIVIDUAL,INDIVIDUAL,1,396724,FIJO,396724,0,0,1,1,1,1,1,57,6,1499,XXXXXXXXX,2023-05-24,1|1|1|1|1|XXXXXXXXX|
PE,202308,45871533,75400,400095691,1637,26,1806,1,INDIVIDUAL,INDIVIDUAL,1,396724,FIJO,396724,0,0,1,1,1,1,1,57,6,1499,XXXXXXXXX,2023-05-22,1|1|1|1|1|XXXXXXXXX|
PE,202308,35545956,75400,400095691,1637,26,1806,1,INDIVIDUAL,INDIVIDUAL,1,396724,FIJO,396724,0,0,1,1,1,1,1,57,6,1499,XXXXXXXXX,2023-05-08,1|1|1|1|1|XXXXXXXXX|
PE,202308,50379884,75400,400095691,1637,26,1806,1,INDIVIDUAL,INDIVIDUAL,1,396724,FIJO,396724,0,0,1,1,1,1,1,57,6,1499,XXXXXXXXX,2023-06-01,1|1|1|1|1|XXXXXXXXX|
PE,202305,49389205,5063,200095465,1208,4,404,999,VOLUMEN,VOLUMEN,2,378889,VARIABLE,378889,135,11.9,0,1,1,1,1,322,1,772,200092176,2023-03-29,999|2|1|0|1|200092176|
PE,202305,35545956,41984,200113673,2067,26,1029,1,INDIVIDUAL,INDIVIDUAL,1,380105,FIJO,380105,,0,1,1,1,1,1,77,4,1540,200113673,2023-03-08,1|1|1|1|1|200113673|
PE,202305,50020096,41984,200113673,2067,26,1029,1,INDIVIDUAL,INDIVIDUAL,1,380105,FIJO,380105,,0,1,1,1,1,1,77,4,1540,200113673,2023-03-17,1|1|1|1|1|200113673|
PE,202305,43985620,41984,200113673,2067,26,1029,1,INDIVIDUAL,INDIVIDUAL,1,380105,FIJO,380105,,0,1,1,1,1,1,77,4,1540,200113673,2023-03-14,1|1|1|1|1|200113673|
PE,202305,50020096,41316,200108408,1012,1,528,2,SET FIJO,SET,1,378654,FIJO,378654,15,12.5,0,0,1,1,1,425,1,583,200011773,2023-03-17,2|1|1|0|0|200011773|
PE,202304,49389205,128223,210099979,3844,45,757,993,993,OTRO,2,377680,VARIABLE,377680,1,26.9,0,1,1,2,1,424,1,3353,210092742,2023-03-06,993|2|1|0|1|210092742|
PE,202305,45871533,18566,200092360,2471,35,682,1,INDIVIDUAL,INDIVIDUAL,1,380517,FIJO,380517,70,11.9,0,1,1,1,1,45,2,1944,200092360,2023-03-20,1|1|1|0|1|200092360|
PE,202313,35545956,109393,200103448,3458,45,155,993,993,OTRO,2,421602,VARIABLE,421602,1,5.1,0,1,1,7,1,422,1,2919,200095625,2023-08-21,993|2|1|0|1|200095625|
PE,202313,35545956,38003,400098487,1240,26,1474,1,INDIVIDUAL,INDIVIDUAL,1,419317,FIJO,419317,0,0,1,1,1,1,1,57,6,1137,XXXXXXXXX,2023-08-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,50379884,40215,400096759,362,4,123,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,374006,FIJO,374006,250,0,1,0,1,1,1,57,6,324,XXXXXXXXX,2023-03-09,991|1|1|1|0|XXXXXXXXX|
PE,202301,50180387,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2023-01-06,1|1|1|1|1|XXXXXXXXX|
PE,202301,49946996,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2023-01-06,1|1|1|1|1|XXXXXXXXX|
PE,202301,35545956,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2022-12-06,1|1|1|1|1|XXXXXXXXX|
PE,202301,43985620,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2022-12-20,1|1|1|1|1|XXXXXXXXX|
PE,202301,50073300,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2022-12-28,1|1|1|1|1|XXXXXXXXX|
PE,202301,50020096,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2022-12-17,1|1|1|1|1|XXXXXXXXX|
PE,202301,20541199,39572,400095720,1286,26,1683,1,INDIVIDUAL,INDIVIDUAL,1,361223,FIJO,361223,0,0,1,1,1,1,1,57,6,1177,XXXXXXXXX,2022-12-26,1|1|1|1|1|XXXXXXXXX|
PE,202303,50020096,16677,200108797,1070,13,1562,1,INDIVIDUAL,INDIVIDUAL,2,369842,VARIABLE,369842,58,23.9,0,1,1,1,1,300,1,1026,P0289058009,2023-01-31,1|2|1|0|1|P0289058009|
PE,202306,50379884,1687,200084778,1044,10,236,1,INDIVIDUAL,INDIVIDUAL,1,384570,FIJO,384570,73,20.9,0,1,1,1,1,300,1,637,200056330,2023-04-20,1|1|1|0|1|200056330|
PE,202303,43985620,38199,200095570,1205,24,435,2,SET FIJO,SET,1,369993,FIJO,369993,9,5.53,0,0,1,1,1,419,1,1158,200093863,2023-01-31,2|1|1|0|0|200093863|
PE,202307,50020096,16350,200108505,986,13,328,1,INDIVIDUAL,INDIVIDUAL,1,390781,FIJO,390781,86,20.9,0,1,1,1,1,300,1,948,200080256,2023-04-26,1|1|1|0|1|200080256|
PE,202305,50020096,40902,400096764,1206,4,1851,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,378887,FIJO,378887,255,0,1,0,1,1,1,57,6,771,XXXXXXXXX,2023-03-17,991|1|1|1|0|XXXXXXXXX|
PE,202304,49946996,15151,200085860,768,13,266,1,INDIVIDUAL,INDIVIDUAL,1,374461,FIJO,374461,127,16.9,0,1,1,1,1,300,1,713,200064292,2023-02-28,1|1|1|0|1|200064292|
PE,202312,35545956,39391,200095895,1349,26,213,1,INDIVIDUAL,INDIVIDUAL,1,415077,FIJO,415077,0,0,1,1,1,1,1,89,6,1225,200042737,2023-07-31,1|1|1|1|1|200042737|
PE,202301,50180387,35551,200106606,723,10,1393,999,VOLUMEN,VOLUMEN,2,360589,VARIABLE,360589,11,17.45,0,1,1,1,2,320,1,695,P0197143004,2023-01-06,999|2|2|0|1|P0197143004|
PE,202303,20541199,199863,200102089,4035,45,1463,993,993,OTRO,2,373074,VARIABLE,373074,1,11.98,0,1,1,5,1,422,1,3543,P0132053000,2023-02-13,993|2|1|0|1|P0132053000|
PE,202302,49946996,35082,200099704,2509,41,293,2,SET FIJO,SET,1,367248,FIJO,367248,2,25.22,0,0,1,1,1,319,1,2057,200099704,2023-01-24,2|1|1|0|0|200099704|
PE,202304,50073300,38202,200110157,1100,24,675,2,SET FIJO,SET,1,374806,FIJO,374806,14,54.9,0,1,1,1,1,411,1,1040,200110157,2023-03-11,2|1|1|0|1|200110157|
PE,202304,45871533,38202,200110157,1100,24,675,2,SET FIJO,SET,1,374806,FIJO,374806,14,54.9,0,1,1,1,1,411,1,1040,200110157,2023-02-28,2|1|1|0|1|200110157|
PE,202306,35545956,38724,200092742,1754,24,173,999,VOLUMEN,VOLUMEN,1,385361,FIJO,385361,213,13.73,0,1,1,1,2,423,1,1285,200041664,2023-03-29,999|1|2|0|1|200041664|
PE,202306,50020096,16400,200090349,1334,13,349,1,INDIVIDUAL,INDIVIDUAL,1,384885,FIJO,384885,116,23.9,0,1,1,1,1,300,1,922,200084815,2023-04-04,1|1|1|0|1|200084815|
PE,202303,10961556,9707,200102318,1711,35,602,1,INDIVIDUAL,INDIVIDUAL,1,370581,FIJO,370581,100,16.9,0,1,1,1,1,102,2,1588,200102318,2023-02-10,1|1|1|0|1|200102318|
PE,202301,50180387,38773,400096759,327,4,1687,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,360170,FIJO,360170,250,0,1,0,1,1,1,57,6,308,XXXXXXXXX,2023-01-06,991|1|1|1|0|XXXXXXXXX|
PE,202303,43985620,38583,200082678,1236,24,307,2,SET FIJO,SET,1,370028,FIJO,370028,26,16,0,1,1,1,1,411,1,1189,200056740,2023-01-31,2|1|1|0|1|200056740|
PE,202304,10961556,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-03-03,1|1|1|1|1|XXXXXXXXX|
PE,202304,50379884,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-03-09,1|1|1|1|1|XXXXXXXXX|
PE,202304,50073300,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-03-11,1|1|1|1|1|XXXXXXXXX|
PE,202304,49389205,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-03-06,1|1|1|1|1|XXXXXXXXX|
PE,202304,50020096,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,43985620,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-21,1|1|1|1|1|XXXXXXXXX|
PE,202304,35545956,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-13,1|1|1|1|1|XXXXXXXXX|
PE,202304,50180387,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,49946996,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202304,45871533,40825,400095669,1235,26,1738,1,INDIVIDUAL,INDIVIDUAL,1,374993,FIJO,374993,0,0,1,1,1,1,1,57,6,1116,XXXXXXXXX,2023-02-28,1|1|1|1|1|XXXXXXXXX|
PE,202303,50020096,16691,200078944,986,13,192,1,INDIVIDUAL,INDIVIDUAL,1,369733,FIJO,369733,146,22.9,0,1,1,1,1,322,1,942,200014172,2023-01-31,1|1|1|0|1|200014172|
PE,202309,50379884,38555,400096764,331,4,1531,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,400748,FIJO,400748,255,0,1,0,1,1,1,57,6,291,XXXXXXXXX,2023-06-20,991|1|1|1|0|XXXXXXXXX|
PE,202304,50073300,38636,200110955,1128,24,1549,5,PROMOCIÓN INDIVIDUAL,PROMOCIÓN,1,374840,FIJO,374840,25,0,1,1,1,1,1,409,1,1068,P0486050000,2023-03-11,5|1|1|1|1|P0486050000|
PE,202301,35545956,35711,200098648,1250,24,342,999,VOLUMEN,VOLUMEN,1,361176,FIJO,361176,10,25.13,0,0,1,1,2,429,1,1141,200098648,2022-12-06,999|1|2|0|0|200098648|
PE,202301,20541199,39973,200106308,1393,26,587,1,INDIVIDUAL,INDIVIDUAL,1,361338,FIJO,361338,0,0,1,1,1,1,1,77,4,1284,200106308,2022-12-26,1|1|1|1|1|200106308|
PE,202301,50073300,39973,200106308,1393,26,587,1,INDIVIDUAL,INDIVIDUAL,1,361338,FIJO,361338,0,0,1,1,1,1,1,77,4,1284,200106308,2022-12-28,1|1|1|1|1|200106308|
PE,202301,10961556,39973,200106308,1393,26,587,1,INDIVIDUAL,INDIVIDUAL,1,361338,FIJO,361338,0,0,1,1,1,1,1,77,4,1284,200106308,2022-12-27,1|1|1|1|1|200106308|
PE,202302,49389205,38665,200112474,172,2,313,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364799,FIJO,364799,103,29.9,0,1,1,1,1,65,1,164,200083596,2023-01-20,991|1|1|0|1|200083596|
PE,202302,10961556,38665,200112474,172,2,313,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364799,FIJO,364799,103,29.9,0,1,1,1,1,65,1,164,200083596,2023-01-20,991|1|1|0|1|200083596|
PE,202302,49946996,38665,200112474,172,2,313,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,364799,FIJO,364799,103,29.9,0,1,1,1,1,65,1,164,200083596,2023-01-24,991|1|1|0|1|200083596|
PE,202302,10961556,37729,200101225,1207,24,305,999,VOLUMEN,VOLUMEN,1,365915,FIJO,365915,22,19.97,0,1,1,1,1,419,1,1118,200096670,2023-01-20,999|1|1|0|1|200096670|
PE,202312,35545956,164298,200095158,3660,45,217,993,993,OTRO,2,417532,VARIABLE,417532,1,5.1,0,1,1,7,1,421,1,3110,200056121,2023-07-31,993|2|1|0|1|200056121|
PE,202304,50073300,38521,200104065,1110,24,315,2,SET FIJO,SET,1,374816,FIJO,374816,26,23.87,0,0,1,1,1,419,1,1050,200104065,2023-03-11,2|1|1|0|0|200104065|
PE,202305,50379884,40276,200113738,1194,4,1839,991,INDIVIDUAL + ADICIONAL,INDIVIDUAL,1,378866,FIJO,378866,205,0,1,1,1,1,1,91,6,759,XXXXXXXXX,2023-03-27,991|1|1|1|1|XXXXXXXXX|
PE,202305,50020096,16387,200090337,206,13,135,1,INDIVIDUAL,INDIVIDUAL,1,379447,FIJO,379447,109,23.9,0,1,1,1,1,300,1,195,200084783,2023-03-17,1|1|1|0|1|200084783|
PE,202307,49946996,9681,200102292,1191,13,1823,1,INDIVIDUAL,INDIVIDUAL,2,390989,VARIABLE,390989,57,47.9,0,1,1,1,1,300,1,1153,P0210055000,2023-04-29,1|2|1|0|1|P0210055000|
PE,202305,50073300,35545,200097947,1949,24,468,3,SET VARIABLE,SET,2,379916,VARIABLE,379916,30,26,0,1,1,1,1,412,1,1491,200097947,2023-03-31,3|2|1|0|1|200097947|
PE,202304,50020096,7783,200100926,973,13,132,1,INDIVIDUAL,INDIVIDUAL,1,374668,FIJO,374668,147,44.9,0,1,1,1,1,300,1,918,200029044,2023-02-21,1|1|1|0|1|200029044|
PE,202308,50020096,103570,200110665,3712,45,223,2,SET FIJO,SET,1,398803,FIJO,398803,1,16.51,0,0,1,1,1,201,1,3564,200110665,2023-05-24,2|1|1|0|0|200110665|
