ID_OFERTA,Composite_key
11,VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132053000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|P0132060000|1|1|1.0|VOLUMEN|FIJO|200044715|1|0|1.0
12,VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200111162|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|7.0
13,VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044012|1|0|7.0|VOLUMEN|FIJO|200044715|1|0|7.0|VOLUMEN|FIJO|200039855|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0|VOLUMEN|FIJO|200089168|1|0|6.0
14,INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0|INDIVIDUAL|FIJO|200106274|1|0|1.0
15,INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0
16,INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0
17,INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0
18,INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0|INDIVIDUAL|FIJO|200109538|1|0|1.0
19,INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0|INDIVIDUAL|FIJO|200113804|1|0|1.0
20,INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0|INDIVIDUAL|FIJO|200113615|1|0|1.0
21,SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|210097810|1|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0|SET FIJO|FIJO|200063985|0|0|1.0
22,SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200056740|0|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0|SET FIJO|FIJO|200044715|1|0|1.0
