ID_OFERTA,Composite_key
16,INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0|INDIVIDUAL|FIJO|200108045|1|0|1.0
17,INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0|INDIVIDUAL|FIJO|200095931|1|0|1.0
18,INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0|INDIVIDUAL|FIJO|200059514|1|0|1.0
19,INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0|INDIVIDUAL|FIJO|200088259|1|0|1.0
20,INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0|INDIVIDUAL|FIJO|200114940|1|0|1.0
21,INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0|INDIVIDUAL|FIJO|200115976|1|0|1.0
22,INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0|INDIVIDUAL|FIJO|200056246|1|0|1.0
23,INDIVIDUAL|FIJO|200040636|1|0|1.0|INDIVIDUAL|FIJO|200040636|1|0|1.0
24,INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0|INDIVIDUAL|FIJO|200010080|1|0|1.0
25,INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0
26,INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0|INDIVIDUAL|FIJO|200069875|1|0|1.0
27,INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0|INDIVIDUAL|FIJO|200113547|1|0|1.0
28,INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0|INDIVIDUAL|FIJO|210092742|1|0|1.0
29,INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0|INDIVIDUAL|FIJO|200061196|1|0|1.0
30,INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0|INDIVIDUAL|FIJO|P0210065001|1|0|1.0
31,INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0|INDIVIDUAL|FIJO|P0067077006|1|0|1.0
32,INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0|INDIVIDUAL|FIJO|200103327|1|0|1.0
33,INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0|INDIVIDUAL|FIJO|P0067077007|1|0|1.0
34,INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0|INDIVIDUAL|FIJO|P0292060005|1|0|1.0
35,INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0|INDIVIDUAL|FIJO|P0292090005|1|0|1.0
36,INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0|INDIVIDUAL|FIJO|200091875|1|0|1.0
37,INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0|INDIVIDUAL|FIJO|200064580|1|0|1.0
38,INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0|INDIVIDUAL|FIJO|200115934|1|0|1.0
39,INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0|INDIVIDUAL|FIJO|200076945|1|0|1.0
40,INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0|INDIVIDUAL|FIJO|200101061|1|0|1.0
41,INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0|INDIVIDUAL|FIJO|200115589|1|0|1.0
42,INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0|INDIVIDUAL|FIJO|200115300|1|0|1.0
43,INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0|INDIVIDUAL|FIJO|200111234|1|0|1.0
44,INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0|INDIVIDUAL|FIJO|200116339|1|0|1.0
45,INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0|INDIVIDUAL|FIJO|200064825|1|0|1.0
46,INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0|INDIVIDUAL|FIJO|200082462|1|0|1.0
47,INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0|INDIVIDUAL|FIJO|200064823|1|0|1.0
48,INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0|INDIVIDUAL|FIJO|200064826|1|0|1.0
49,INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0|INDIVIDUAL|FIJO|200064824|1|0|1.0
50,INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0|INDIVIDUAL|FIJO|200082461|1|0|1.0
51,INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0|INDIVIDUAL|FIJO|200116108|1|0|1.0
52,INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0|INDIVIDUAL|FIJO|200118523|1|0|1.0
53,INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0|INDIVIDUAL|FIJO|200089499|1|0|1.0
102,INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0|INDIVIDUAL|FIJO|200084785|1|0|1.0
