ID_OFERTA,Composite_key
11,PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0
12,PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200037781|1|0|1.0
13,PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200117191|1|0|1.0
14,PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200111318|1|0|1.0
15,PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0|PROMOCIÓN INDIVIDUAL|FIJO|200040880|1|0|1.0
17,INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0|INDIVIDUAL|FIJO|200083596|1|0|1.0
18,SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|200042737|1|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0|SET FIJO|FIJO|P0132053000|0|0|1.0
20,VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|200114935|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0|VOLUMEN|FIJO|P0132053000|1|0|2.0
21,VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132051003|0|0|1.0|VOLUMEN|FIJO|P0132053000|1|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0|VOLUMEN|FIJO|P0132060000|0|0|1.0
55,INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0|INDIVIDUAL|FIJO|200051249|1|0|1.0
56,INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0
57,INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0|INDIVIDUAL|FIJO|200011773|1|0|1.0
58,INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0|INDIVIDUAL|FIJO|200012014|1|0|1.0
59,INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0|INDIVIDUAL|FIJO|200111319|1|0|1.0
60,INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0|INDIVIDUAL|FIJO|200095864|1|0|1.0
61,INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0|INDIVIDUAL|FIJO|200105335|1|0|1.0
62,INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0|INDIVIDUAL|FIJO|200109875|1|0|1.0
