CODEBELISTA,FECHAPROCESO,total_price
46016947,7/6/2023,29.9
46016947,8/9/2023,50.14
46016947,9/1/2023,7.38
46016947,9/15/2023,49.9
46016947,9/2/2023,54.9
46114531,1/31/2023,24.9
46114531,1/9/2023,39.9
46114531,10/31/2023,79.68
46114531,10/9/2023,26.59
46114531,11/17/2023,45.0
46114531,12/12/2023,59.9
46114531,12/16/2022,25.9
46114531,2/21/2023,59.9
46114531,3/13/2023,34.9
46114531,4/3/2023,54.95
46114531,5/24/2023,74.9
46114531,6/2/2023,22.9
46114531,6/28/2023,16.9
46114531,7/17/2023,25.9
46114531,8/28/2023,30.0
46114531,8/8/2023,69.9
46114531,9/18/2023,32.9
46219902,1/27/2023,29.9
46219902,1/3/2023,94.9
46219902,2/13/2023,44.9
46219902,3/6/2023,44.9
46289234,5/17/2023,21.9
46289234,6/30/2023,39.9
46289234,6/8/2023,22.9
46289234,7/25/2023,5.3
46289234,8/14/2023,34.9
46289234,8/31/2023,14.9
46289234,9/15/2023,119.9
46359186,6/22/2023,30.17
46359186,7/26/2023,32.9
46359186,7/6/2023,30.9
46359186,8/11/2023,24.9
46359186,9/14/2023,44.29
46359186,9/25/2023,25.9
46359186,9/7/2023,28.44
46518039,1/24/2023,9.66
46518039,12/28/2022,61.9
46518039,2/28/2024,44.9
46518039,3/22/2024,44.9
46518039,4/11/2024,11.65
46518039,4/26/2024,10.0
46518039,5/22/2024,49.9
46518039,6/10/2024,7.38
46587790,1/13/2023,13.9
46587790,12/26/2022,16.54
46587790,2/24/2023,25.9
46587790,2/3/2023,16.89
46587790,3/20/2023,20.0
46587790,4/29/2023,42.9
46587790,4/7/2023,34.9
46587790,5/19/2023,11.82
46587790,6/8/2023,35.2
46587790,7/11/2023,25.9
46587790,7/24/2023,50.9
46587790,7/3/2023,32.45
46587790,8/5/2023,27.9
46611063,1/31/2023,6.9
46611063,2/22/2023,32.9
46611063,3/14/2023,18.9
46611063,4/25/2023,39.95
46611063,4/8/2023,16.9
46611063,5/16/2023,20.0
46611063,6/26/2023,43.9
46611063,6/5/2023,7.38
46611063,7/17/2023,39.9
46611063,8/29/2023,14.9
46611063,8/7/2023,44.9
46627121,1/17/2023,31.0
46627121,12/28/2022,7.38
46627121,2/7/2023,23.9
46669258,1/18/2023,9.9
46669258,12/26/2022,29.9
46669258,2/10/2023,13.18
46669258,2/27/2023,42.9
46779789,2/8/2023,0.85
46779789,3/2/2023,39.9
46779789,3/27/2023,20.9
46779789,4/12/2023,48.9
46779789,4/28/2023,17.9
46779789,5/23/2023,19.9
46779789,6/9/2023,28.46
46779789,7/21/2023,21.45
46779789,7/4/2023,49.9
46779789,8/15/2023,24.9
46941012,2/24/2023,13.9
46941012,2/6/2023,24.0
46941012,3/22/2023,15.9
46941012,4/17/2023,82.9
46941012,5/26/2023,29.9
46941012,5/8/2023,12.9
47097371,1/18/2023,25.9
47097371,12/23/2022,13.99
47097371,2/8/2023,24.9
47257492,1/30/2023,37.9
47257492,1/9/2023,7.9
47257492,12/19/2022,13.9
47257492,2/15/2023,16.9
47257492,3/15/2023,27.9
47257492,3/2/2023,13.3
47257492,4/5/2023,34.9
47257492,5/4/2023,12.9
47257492,9/20/2023,19.9
47266211,10/17/2024,20.0
47266211,11/4/2024,12.98
47266211,6/12/2024,13.9
47266211,6/28/2024,7.38
47266211,7/26/2024,13.9
47266211,8/16/2024,4.9
47266211,9/23/2024,13.84
47266211,9/4/2024,17.9
47383358,2/20/2023,46.9
47383358,3/13/2023,21.9
47383358,4/24/2023,41.0
47383358,4/3/2023,76.9
47383358,5/15/2023,25.9
47383358,6/12/2023,17.45
47412552,1/16/2023,17.9
47412552,10/26/2023,25.0
47412552,10/6/2023,29.9
47412552,11/20/2023,24.9
47412552,12/7/2023,16.9
47412552,2/24/2023,11.0
47412552,2/3/2023,16.9
47412552,3/20/2023,11.7
47412552,4/10/2023,22.9
47412552,5/2/2023,23.9
47412552,5/22/2023,7.38
47412552,6/30/2023,6.96
47412552,6/9/2023,12.31
47412552,7/19/2023,11.5
47412552,8/10/2023,44.9
47412552,8/31/2023,22.9
47412552,9/1/2023,19.9
47412552,9/15/2023,11.65
47430550,1/12/2023,15.9
47430550,1/18/2024,46.3
47430550,1/25/2023,203.0
47430550,10/12/2023,49.9
47430550,10/28/2023,34.9
47430550,11/23/2023,32.9
47430550,12/14/2023,1.17
47430550,12/28/2022,23.72
47430550,12/28/2023,13.99
47430550,2/29/2024,23.9
47430550,2/3/2023,203.0
47430550,2/8/2024,64.9
47430550,2/9/2023,29.9
47430550,3/2/2023,14.5
47430550,3/20/2024,25.9
47430550,3/23/2023,19.9
47430550,4/12/2024,26.9
47430550,4/13/2023,34.9
47430550,5/2/2024,51.9
47430550,5/23/2024,19.9
47430550,5/25/2023,23.9
47430550,5/4/2023,27.9
47430550,6/13/2024,16.9
47430550,6/14/2023,5.1
47430550,7/23/2024,16.9
47430550,7/26/2023,20.9
47430550,7/4/2024,14.9
47430550,7/6/2023,34.9
47430550,8/11/2023,24.9
47430550,9/22/2023,28.9
47430550,9/6/2023,44.02
47499070,1/20/2023,9.5
47499070,12/30/2022,79.9
47499070,2/10/2023,24.88
47499070,3/21/2024,21.9
47499070,3/27/2023,5.1
47499070,3/4/2024,20.0
47499070,3/8/2023,25.9
47499070,4/16/2024,69.9
47499070,4/17/2023,13.3
47499070,5/24/2024,12.56
47499070,5/29/2023,46.35
47499070,5/6/2024,10.0
47499070,5/8/2023,23.9
47499070,6/13/2023,5.1
47499070,6/13/2024,29.15
47499070,7/10/2023,9.2
47499070,7/30/2024,14.36
47499070,7/5/2024,15.0
47499070,8/19/2024,17.9
47499070,8/26/2023,5.1
47499070,9/25/2023,21.98
47499070,9/8/2023,16.6
47687314,10/10/2024,34.9
47687314,11/4/2024,30.0
47687314,5/27/2024,20.9
47687314,5/3/2024,14.9
47687314,6/14/2024,64.9
47687314,7/23/2024,14.36
47687314,7/5/2024,23.0
47687314,8/19/2024,34.95
47687314,9/20/2024,44.95
47687314,9/5/2024,26.9
47780152,10/14/2024,44.9
47780152,11/4/2024,33.0
47780152,5/23/2024,24.9
47780152,6/12/2024,33.9
47780152,7/2/2024,23.9
47780152,7/23/2024,11.8
47780152,8/14/2024,21.93
47780152,9/18/2024,69.0
47780152,9/4/2024,41.9
47880688,1/16/2024,47.95
47880688,1/26/2023,17.3
47880688,1/3/2024,74.75
47880688,10/30/2023,69.9
47880688,11/21/2023,15.0
47880688,12/15/2023,19.53
47880688,2/27/2024,29.9
47880688,2/6/2024,27.5
47880688,3/19/2024,44.32
47880688,4/30/2024,14.99
47880688,4/9/2024,17.37
47948835,1/10/2023,39.9
47948835,1/15/2024,7.38
47948835,1/17/2023,15.9
47948835,10/26/2023,30.0
47948835,10/9/2023,9.95
47948835,11/16/2023,5.84
47948835,12/20/2022,23.5
47948835,12/21/2023,79.9
47948835,12/5/2023,14.9
47948835,2/1/2023,29.96
47948835,2/21/2023,7.38
47948835,2/6/2024,7.38
47948835,3/14/2023,18.3
47948835,4/25/2023,7.38
47948835,4/5/2023,26.9
47948835,5/17/2023,13.9
47948835,5/20/2023,24.9
47948835,6/30/2023,19.9
47948835,6/5/2023,29.9
47948835,6/7/2023,23.9
47948835,7/17/2023,36.9
47948835,8/11/2023,8.95
47948835,9/1/2023,27.61
47948835,9/18/2023,19.0
48047378,1/23/2023,12.9
48047378,1/4/2023,17.9
48047378,2/13/2023,74.0
48047378,3/28/2023,18.9
48047378,3/6/2023,29.9
48047378,4/17/2023,22.9
48047378,5/11/2023,49.9
48047378,6/1/2023,7.38
48177719,1/17/2024,36.9
48177719,10/27/2023,11.5
48177719,11/20/2023,33.9
48177719,12/12/2023,13.9
48177719,12/28/2023,4.79
48177719,12/30/2022,43.9
48177719,2/28/2023,16.0
48177719,2/6/2023,16.44
48177719,2/6/2024,34.9
48177719,3/23/2023,11.6
48177719,4/28/2023,12.06
48177719,5/23/2023,4.9
48177719,6/12/2023,29.9
48177719,7/25/2023,26.9
48177719,9/4/2023,25.9
48212689,1/10/2023,16.64
48212689,1/30/2023,8.9
48212689,10/20/2023,4.68
48212689,10/3/2023,22.9
48212689,12/21/2022,13.99
48212689,2/27/2023,29.9
48212689,3/20/2023,21.9
48212689,4/25/2023,18.0
48212689,4/7/2023,7.38
48212689,5/16/2023,39.9
48212689,6/26/2023,12.9
48212689,7/18/2023,7.38
48212689,8/29/2023,17.47
48212689,8/7/2023,18.9
48212689,9/13/2023,7.9
48297765,1/13/2023,79.9
48297765,1/16/2024,14.9
48297765,10/30/2023,24.9
48297765,10/4/2023,24.95
48297765,11/20/2023,4.99
48297765,12/12/2023,90.0
48297765,12/26/2023,25.9
48297765,12/28/2022,21.9
48297765,12/7/2023,24.9
48297765,2/27/2023,19.9
48297765,2/3/2023,24.9
48297765,3/15/2024,21.9
48297765,3/20/2023,18.9
48297765,4/12/2023,12.62
48297765,4/8/2024,17.9
48297765,5/2/2023,37.0
48297765,6/1/2023,7.38
48297765,6/26/2024,39.9
48297765,6/3/2024,46.63
48297765,6/30/2023,17.47
48297765,7/15/2024,18.26
48297765,8/22/2024,20.11
48297765,8/24/2023,29.9
48297765,8/6/2024,20.9
48297765,9/11/2023,14.9
48297765,9/12/2024,21.98
48297765,9/30/2024,7.38
48341519,1/13/2023,13.9
48341519,1/22/2024,27.48
48341519,10/17/2023,10.81
48341519,11/24/2023,16.9
48341519,11/3/2023,34.9
48341519,12/15/2023,18.9
48341519,12/28/2022,18.45
48341519,2/6/2023,29.45
48341519,3/17/2023,14.98
48341519,3/3/2023,29.9
48341519,4/10/2023,15.9
48341519,5/26/2023,12.9
48341519,5/27/2024,43.9
48341519,5/5/2023,48.3
48341519,6/14/2024,24.9
48341519,6/9/2023,14.1
48341519,7/10/2023,16.9
48341519,7/30/2024,7.38
48341519,7/8/2024,13.9
48341519,8/18/2023,44.9
48341519,8/2/2023,20.1
48341519,8/23/2024,22.9
48341519,8/29/2024,9.59
48341519,9/11/2023,21.9
48341519,9/25/2023,7.9
48346014,1/19/2023,40.9
48346014,1/22/2024,23.9
48346014,1/26/2023,24.5
48346014,1/4/2024,9.9
48346014,10/16/2023,12.3
48346014,10/31/2023,62.9
48346014,11/2/2023,43.0
48346014,11/27/2023,11.0
48346014,11/29/2023,26.9
48346014,12/19/2023,17.9
48346014,12/26/2023,21.9
48346014,12/28/2022,39.9
48346014,12/30/2022,17.9
48346014,12/4/2023,49.0
48346014,2/11/2023,1.16
48346014,2/14/2023,66.9
48346014,2/17/2023,11.39
48346014,2/9/2023,11.39
48346014,2/9/2024,32.53
48346014,3/2/2023,13.9
48346014,3/24/2023,43.9
48346014,3/31/2023,24.9
48346014,4/13/2023,49.9
48346014,5/19/2023,52.9
48346014,5/27/2023,1.16
48346014,5/29/2023,32.59
48346014,5/4/2023,15.9
48346014,5/6/2023,35.1
48346014,6/16/2023,11.98
48346014,7/10/2023,14.9
48346014,7/12/2023,47.98
48346014,7/27/2023,15.9
48346014,7/31/2023,21.9
48346014,8/11/2023,24.98
48346014,8/14/2023,13.9
48346014,9/11/2023,74.95
48346014,9/26/2023,32.9
48372104,12/19/2022,22.18
48433154,1/22/2024,22.9
48433154,1/23/2023,18.9
48433154,1/3/2024,13.9
48433154,10/11/2024,14.9
48433154,10/20/2023,25.9
48433154,10/31/2024,21.41
48433154,11/27/2023,39.9
48433154,11/7/2023,19.9
48433154,12/15/2023,1.0
48433154,12/30/2022,61.9
48433154,2/10/2023,27.5
48433154,2/9/2024,23.9
48433154,3/21/2024,15.6
48433154,3/24/2023,65.25
48433154,3/4/2024,170.0
48433154,3/6/2023,7.6
48433154,4/12/2024,21.31
48433154,4/14/2023,39.9
48433154,5/26/2023,14.97
48433154,5/27/2024,5.4
48433154,5/5/2023,11.9
48433154,5/6/2024,39.9
48433154,6/12/2024,36.9
48433154,6/19/2023,15.9
48433154,7/21/2023,30.9
48433154,7/30/2024,74.9
48433154,7/5/2024,11.45
48433154,7/7/2023,26.53
48433154,8/20/2024,15.3
48433154,8/24/2023,69.9
48433154,9/10/2024,17.96
48433154,9/11/2023,16.2
48433154,9/27/2024,32.0
48605184,1/18/2024,13.95
48605184,10/13/2023,15.9
48605184,10/14/2024,21.9
48605184,11/2/2023,24.9
48605184,11/23/2023,29.49
48605184,12/28/2023,54.27
48605184,12/6/2023,16.63
48605184,2/8/2024,42.23
48605184,3/1/2024,16.9
48605184,3/22/2024,7.6
48605184,4/11/2024,7.6
48605184,5/24/2024,24.9
48605184,5/3/2024,14.9
48605184,6/17/2024,10.9
48605184,7/11/2024,30.9
48605184,7/31/2024,35.0
48605184,8/22/2024,17.9
48605184,9/26/2024,17.95
48605184,9/9/2024,31.9
48655904,1/12/2023,29.9
48655904,12/22/2022,39.9
48658954,1/26/2023,28.8
48658954,1/4/2023,7.38
48658954,2/13/2023,16.34
48674135,1/17/2023,18.9
48674135,12/27/2022,31.9
48674135,2/28/2023,31.9
48674135,2/7/2023,46.9
48765629,1/11/2023,13.3
48765629,1/30/2023,27.47
48765629,10/10/2023,37.9
48765629,10/11/2023,37.9
48765629,10/13/2023,13.9
48765629,12/15/2022,17.99
48765629,2/22/2023,59.9
48765629,5/17/2023,9.95
48765629,5/4/2023,43.9
48765629,6/6/2023,11.65
48765629,7/1/2023,7.38
48765629,7/18/2023,20.9
48765629,8/28/2023,12.3
48765629,8/7/2023,9.99
48765629,9/12/2023,36.9
48823106,1/23/2023,31.9
48823106,12/27/2022,44.96
48823106,2/27/2023,11.65
48823106,2/7/2023,31.24
48823106,3/16/2023,4.5
48855490,1/11/2023,13.9
48855490,1/30/2023,13.54
48855490,1/9/2023,5.1
48855490,12/15/2022,20.68
48893864,1/19/2023,15.9
48893864,1/5/2023,64.95
48893864,2/9/2023,16.0
48893864,3/2/2023,7.38
48904033,10/25/2024,34.5
48904033,10/4/2024,10.07
48904033,11/12/2024,38.9
48904033,11/21/2024,22.45
48904033,7/24/2024,59.9
48904033,8/2/2024,16.9
48904033,8/23/2024,9.9
48904033,9/17/2024,19.99
48950426,1/27/2023,29.9
48950426,1/3/2023,16.1
48950426,3/9/2023,11.0
49075782,1/23/2023,13.5
49075782,12/26/2022,82.59
49086741,1/18/2023,29.9
49086741,12/23/2022,5.36
49086741,2/8/2023,66.9
49086741,3/1/2023,13.9
49086741,3/30/2023,44.97
49086741,4/12/2023,11.98
49086741,5/24/2023,69.9
49086741,5/3/2023,7.38
49103301,10/16/2023,64.9
49103301,10/27/2023,15.9
49103301,11/23/2023,30.9
49103301,7/20/2023,14.95
49103301,8/11/2023,8.71
49103301,9/1/2023,75.6
49103301,9/22/2023,19.9
49206860,1/9/2023,64.9
49206860,12/22/2022,18.42
49206860,2/1/2023,44.66
49206860,2/21/2023,11.98
49222114,12/14/2022,8.9
49330626,1/23/2023,18.52
49330626,1/4/2023,24.9
49330626,2/13/2023,14.8
49330626,3/27/2023,18.9
49330626,3/7/2023,29.9
49330626,4/17/2023,4.83
49330626,5/5/2023,18.3
49377649,1/17/2023,23.9
49377649,12/30/2022,13.0
49389949,1/12/2023,66.9
49389949,12/22/2022,7.38
49389949,2/2/2023,7.38
49389949,2/23/2023,100.0
49389949,3/16/2023,49.9
49389949,4/26/2023,34.9
49389949,4/5/2023,23.9
49389949,5/17/2023,7.38
49389949,5/4/2023,17.9
49389949,6/7/2023,7.63
49397003,1/18/2023,27.5
49397003,1/2/2023,20.9
49397003,2/8/2023,66.9
49397003,3/1/2023,19.9
49397003,3/2/2023,21.98
49397003,3/22/2023,51.9
49401760,10/11/2023,39.9
49401760,10/28/2023,13.82
49401760,11/23/2023,25.0
49401760,12/12/2023,36.9
49401760,12/27/2022,17.4
49401760,2/28/2023,13.3
49401760,2/7/2023,12.3
49401760,3/22/2023,21.9
49401760,4/12/2023,12.9
49401760,4/29/2023,1.9
49401760,5/25/2023,10.75
49401760,9/25/2023,4.99
49401760,9/7/2023,14.9
49434669,1/23/2023,25.9
49434669,1/28/2023,42.0
49434669,1/3/2023,17.9
49434669,12/12/2022,12.9
49434669,2/13/2023,44.96
49434669,3/27/2023,14.98
49434669,3/8/2023,18.9
49470762,1/30/2023,15.9
49470762,1/9/2023,39.9
49470762,10/2/2023,25.0
49470762,10/23/2023,42.9
49470762,11/16/2023,17.9
49470762,12/19/2022,39.9
49470762,12/21/2023,7.63
49470762,12/4/2023,10.0
49470762,2/21/2023,49.9
49470762,3/13/2023,17.9
49470762,4/24/2023,17.9
49470762,4/3/2023,34.9
49470762,5/15/2023,12.9
49470762,6/26/2023,79.9
49470762,6/5/2023,27.9
49470762,8/28/2023,27.53
49470762,8/3/2023,29.9
49470762,9/11/2023,59.9
49506570,1/26/2023,8.9
49506570,2/18/2023,13.9
49506570,3/2/2023,30.0
49506570,3/23/2023,30.9
49506570,3/8/2023,114.0
49506570,4/13/2023,58.0
49506570,5/31/2023,30.9
49506570,6/15/2023,19.5
49506570,7/26/2023,20.9
49506570,7/6/2023,6.9
49506570,8/17/2023,17.9
49506570,9/22/2023,14.9
49506570,9/6/2023,17.9
49517033,12/26/2022,25.9
49521464,1/6/2023,29.9
49521464,2/8/2023,29.9
49521464,3/28/2023,27.0
49521464,5/22/2024,59.9
49521464,6/6/2024,11.65
49521464,7/1/2024,16.45
49521464,7/24/2024,14.97
49521464,8/14/2024,13.98
49521464,8/21/2024,26.21
49561199,1/16/2023,39.9
49561199,12/22/2022,4.95
49566263,1/16/2023,39.9
49566263,2/1/2023,31.24
49566263,2/23/2023,23.87
49566263,3/17/2023,24.9
49566263,4/28/2023,15.9
49566263,4/4/2023,25.81
49566263,5/24/2023,25.9
49566263,6/14/2023,8.9
49566263,7/4/2023,22.9
49583834,1/23/2023,69.9
49583834,12/28/2022,31.9
49588232,1/17/2023,34.0
49588232,1/31/2024,59.58
49588232,10/11/2023,9.95
49588232,10/28/2023,45.0
49588232,11/24/2023,17.9
49588232,11/27/2023,52.9
49588232,12/12/2023,25.99
49588232,12/15/2023,25.99
49588232,12/28/2022,13.9
49588232,2/28/2023,13.7
49588232,2/6/2023,18.9
49588232,3/22/2023,18.9
49588232,4/18/2023,31.9
49588232,5/24/2023,32.0
49588232,5/4/2023,14.98
49588232,6/12/2023,18.45
49588232,7/26/2023,27.9
49588232,7/4/2023,14.9
49588232,8/14/2023,39.9
49588232,9/2/2023,14.97
49588232,9/20/2023,11.65
49599102,1/13/2023,29.9
49599102,12/22/2022,24.9
49599102,2/24/2023,64.0
49599102,2/3/2023,66.9
49599102,3/17/2023,18.9
49599102,4/10/2023,39.9
49599102,5/19/2023,13.3
49599102,5/5/2023,29.9
49621434,1/16/2023,34.9
49621434,12/26/2022,79.9
49621434,2/9/2023,17.36
49642350,1/19/2023,18.9
49642350,12/29/2022,21.9
49642350,2/13/2023,16.9
49642350,3/2/2023,17.45
49642350,3/23/2023,16.5
49642350,4/14/2023,22.9
49642350,5/5/2023,17.2
49642350,6/2/2023,43.9
49657315,1/12/2023,29.9
49657315,12/21/2022,24.01
49657315,2/1/2023,44.9
49657315,2/21/2023,13.3
49657315,2/23/2023,25.9
49657315,3/15/2023,28.9
49657315,4/28/2023,13.9
49657315,4/4/2023,26.9
49657315,5/6/2023,13.9
49691823,3/19/2024,10.0
49691823,4/25/2024,44.9
49691823,4/5/2024,0.1
49691823,5/17/2024,16.9
49691823,6/28/2024,24.9
49691823,6/6/2024,20.95
49691823,7/18/2024,16.9
49703155,1/17/2024,43.9
49703155,12/21/2023,43.9
49703155,3/22/2023,54.9
49703155,4/12/2023,24.9
49703155,5/25/2023,23.9
49703155,5/3/2023,24.9
49703155,6/15/2023,41.9
49703155,7/26/2023,21.0
49703155,7/7/2023,22.9
49703155,8/16/2023,9.9
49703155,9/11/2023,27.9
49703155,9/26/2023,43.9
49705387,1/17/2023,19.54
49705387,12/26/2022,39.9
49705387,2/7/2023,4.0
49705387,3/27/2023,13.65
49705387,3/6/2023,23.73
49705387,4/14/2023,49.9
49705387,5/8/2023,14.9
49711530,1/25/2024,31.9
49711530,11/23/2023,0.94
49711530,12/12/2023,7.11
49711530,12/27/2023,22.9
49711530,2/14/2024,27.5
49711530,3/5/2024,35.75
49728603,1/11/2024,19.9
49728603,1/12/2023,14.95
49728603,10/25/2023,54.9
49728603,10/4/2023,24.9
49728603,11/16/2023,1.27
49728603,12/21/2023,22.9
49728603,12/22/2022,56.0
49728603,12/5/2023,49.9
49728603,2/1/2024,17.9
49728603,2/2/2023,66.9
49728603,2/22/2024,19.38
49728603,2/23/2023,9.9
49728603,3/16/2023,8.5
49728603,4/26/2023,29.9
49728603,4/5/2023,0.42
49728603,5/17/2023,29.9
49728603,6/28/2023,14.9
49728603,6/7/2023,1.4
49728603,7/19/2023,14.56
49728603,8/29/2023,31.9
49728603,8/9/2023,13.9
49728603,9/14/2023,21.9
49740433,1/11/2023,15.9
49740433,1/31/2023,25.42
49740433,12/19/2022,19.9
49740433,2/24/2023,19.9
49740433,3/14/2023,49.9
49740433,4/5/2023,13.9
49740433,5/2/2023,35.9
49740433,5/24/2023,12.9
49740433,6/27/2023,62.9
49740433,6/9/2023,52.37
49746229,12/19/2022,19.95
49754906,1/17/2023,7.38
49754906,1/2/2023,16.54
49754906,1/3/2024,13.9
49754906,10/16/2023,44.96
49754906,10/7/2024,21.9
49754906,11/27/2023,18.14
49754906,11/4/2024,50.0
49754906,11/6/2023,17.9
49754906,12/11/2023,14.9
49754906,12/13/2023,26.9
49754906,2/13/2023,5.29
49754906,3/3/2023,44.9
49754906,4/2/2024,17.9
49754906,4/22/2024,15.63
49754906,5/24/2024,18.9
49754906,6/10/2024,18.45
49754906,6/13/2023,8.27
49754906,7/24/2024,62.9
49754906,7/25/2023,16.63
49754906,7/3/2023,29.9
49754906,7/3/2024,9.9
49754906,8/15/2024,41.9
49754906,8/8/2023,16.9
49754906,9/13/2023,17.95
49754906,9/17/2024,61.9
49754906,9/20/2023,48.0
49754906,9/23/2023,9.98
49754906,9/3/2024,54.0
49765991,12/26/2022,22.18
49769725,1/5/2023,37.9
49794401,1/16/2023,17.9
49794401,12/21/2022,39.9
49794401,2/6/2023,15.9
49794401,3/1/2023,16.9
49794657,1/20/2023,14.0
49794657,12/22/2022,39.9
49814240,1/16/2023,12.9
49814240,12/26/2022,23.9
49814240,2/6/2023,22.9
49814240,4/19/2023,21.45
49819226,3/17/2023,19.9
49819226,4/26/2023,7.38
49819226,4/5/2023,11.98
49819226,5/18/2023,14.95
49819226,6/28/2023,29.9
49819226,6/8/2023,17.45
49857217,1/19/2023,19.9
49857217,1/3/2023,18.9
49864310,1/20/2023,16.9
49864310,12/30/2022,24.9
49864310,2/13/2023,39.9
49864310,3/3/2023,36.9
49864310,4/1/2023,3.9
49864310,4/22/2023,25.9
49864469,1/17/2023,12.9
49864469,12/26/2022,14.95
49864469,2/2/2023,52.9
49864469,2/23/2023,49.9
49864469,3/16/2023,51.9
49864469,4/5/2023,34.9
49877986,1/11/2023,49.9
49877986,1/23/2023,114.9
49877986,10/16/2023,16.6
49877986,11/6/2023,27.9
49877986,12/12/2022,1.9
49877986,2/13/2023,47.9
49877986,3/27/2023,26.9
49877986,3/6/2023,24.9
49877986,5/29/2023,17.45
49877986,5/8/2023,16.5
49877986,6/19/2023,22.45
49877986,7/10/2023,11.65
49877986,8/1/2023,13.9
49877986,8/21/2023,12.3
49877986,9/25/2023,27.9
49877986,9/4/2023,85.0
49885083,1/18/2023,24.5
49885083,12/23/2022,18.42
49885083,2/7/2023,25.9
49931050,1/23/2023,29.9
49931050,12/29/2022,21.9
49931050,2/9/2023,31.23
49931050,3/2/2023,39.9
49931050,3/27/2023,22.9
49931050,4/17/2023,54.9
49931050,5/12/2023,54.9
49931492,1/10/2023,32.8
49931492,1/31/2023,5.29
49931492,12/20/2022,52.9
49961014,1/13/2023,30.9
49961014,1/19/2024,10.48
49961014,10/27/2023,31.51
49961014,10/5/2023,11.5
49961014,11/20/2023,18.3
49961014,12/15/2023,13.9
49961014,12/22/2022,34.9
49961014,12/27/2022,50.9
49961014,12/29/2023,33.17
49961014,2/24/2023,9.9
49961014,2/3/2023,39.9
49961014,3/17/2023,20.9
49961014,4/27/2023,24.9
49961014,4/8/2023,7.38
49961014,5/19/2023,44.96
49961014,5/3/2023,37.9
49961014,6/9/2023,7.38
49961014,7/1/2023,22.45
49961014,7/18/2023,10.81
49961014,7/19/2023,14.97
49961014,8/11/2023,32.0
49961014,8/31/2023,54.9
49961014,9/15/2023,28.9
49968221,1/20/2023,11.9
49968221,12/27/2022,14.9
49968221,2/10/2023,36.9
49968221,3/24/2023,3.3
49968221,3/3/2023,3.3
49968221,4/14/2023,39.9
49968221,5/26/2023,18.9
49968221,5/5/2023,16.9
49975686,1/12/2023,42.9
49975686,1/25/2023,25.9
49975686,1/3/2023,18.45
49975686,12/29/2022,44.9
49975686,2/13/2023,32.9
49975686,2/2/2023,43.9
49975686,2/21/2023,12.72
49975686,3/9/2023,29.9
50014223,1/17/2023,10.5
50014223,1/3/2023,12.5
50014223,2/9/2023,7.5
50014223,3/9/2023,14.9
50015882,1/13/2023,39.9
50015882,12/20/2022,109.9
50015882,5/15/2023,19.95
50015882,6/26/2023,30.94
50015882,6/8/2023,44.44
50015882,7/19/2023,49.9
50015882,8/31/2023,83.84
50015882,8/8/2023,15.9
50015882,9/12/2023,24.9
50034054,1/13/2023,20.02
50034054,12/27/2022,28.73
50034054,2/24/2023,16.98
50034054,2/3/2023,27.3
50034054,3/20/2023,46.53
50034054,4/11/2023,25.0
50034054,5/3/2023,57.0
50051617,1/20/2023,49.9
50051617,1/4/2023,30.9
50051617,2/10/2023,7.38
50051617,3/2/2023,22.9
50051617,3/24/2023,84.9
50052273,1/12/2023,16.9
50052273,1/19/2023,21.9
50052273,1/7/2023,27.96
50052273,2/9/2023,15.0
50052273,3/2/2023,47.9
50086135,1/10/2023,39.9
50086135,12/17/2022,7.38
50086135,2/1/2023,16.0
50086135,2/23/2023,22.9
50086135,3/24/2023,32.9
50147800,1/18/2023,38.35
50147800,1/2/2023,19.9
50147800,2/8/2023,62.0
50147800,3/1/2023,90.0
50147800,3/22/2023,22.9
50147800,4/19/2023,24.9
50156648,1/23/2023,74.5
50156648,12/28/2022,5.23
50156648,2/13/2023,14.9
50156648,3/1/2023,39.9
50156648,3/28/2023,15.9
50156648,4/12/2023,26.9
50172864,1/10/2023,23.8
50172864,1/31/2023,16.0
50172864,2/21/2023,10.52
50172864,3/14/2023,27.9
50172864,4/4/2023,39.9
50172864,5/25/2023,24.9
50172864,5/3/2023,26.0
50224287,1/18/2023,54.9
50224287,2/27/2023,28.72
50224287,2/7/2023,14.8
50224287,3/21/2023,7.38
50224287,4/14/2023,33.74
50224287,5/5/2023,36.19
50291766,2/10/2023,21.9
50291766,2/27/2023,7.63
50291766,5/26/2023,19.95
50291766,6/16/2023,20.0
50291766,7/7/2023,19.9
50291766,8/26/2023,69.72
50291766,8/5/2023,29.9
50291766,9/5/2023,40.58
50302369,2/23/2023,10.73
50302369,2/9/2023,0.77
50302369,3/20/2023,13.06
50302369,4/10/2023,12.9
50302369,5/18/2023,12.9
50302369,5/3/2023,2.98
50302369,6/13/2023,24.9
50302369,6/14/2023,24.9
50310043,2/8/2023,11.9
50310043,3/20/2023,19.95
50310043,3/6/2023,23.9
50310043,4/10/2023,31.0
50310043,5/3/2023,35.9
50310043,5/31/2023,23.9
50349691,2/28/2023,35.9
50349691,3/21/2023,18.9
50349691,4/13/2023,14.9
50349691,5/23/2023,32.0
50349691,5/4/2023,17.45
50349691,6/13/2023,19.9
50349691,7/22/2023,7.63
50349691,7/4/2023,23.9
50349691,8/16/2023,24.9
50349691,9/19/2023,28.01
50349691,9/5/2023,26.9
50366901,10/16/2023,6.03
