CODEBELISTA,FECHAPROCESO,total_price
50366901,2/27/2023,4.83
50366901,3/31/2023,15.95
50366901,4/14/2023,25.5
50366901,5/18/2023,33.9
50366901,6/28/2023,22.9
50366901,7/26/2023,99.9
50366901,8/17/2023,24.95
50366901,8/31/2023,29.9
50366901,9/1/2023,1.9
50366901,9/25/2023,9.9
50368645,1/31/2024,16.98
50368645,10/11/2023,1.9
50368645,10/14/2024,20.97
50368645,10/31/2023,15.9
50368645,10/31/2024,21.95
50368645,11/22/2023,10.8
50368645,12/13/2023,16.9
50368645,12/18/2024,38.61
50368645,12/29/2023,15.9
50368645,3/1/2023,74.9
50368645,3/19/2024,16.9
50368645,3/22/2023,12.9
50368645,4/12/2023,19.95
50368645,4/15/2024,11.82
50368645,4/30/2024,23.9
50368645,5/22/2024,4.98
50368645,5/24/2023,25.9
50368645,5/3/2023,16.9
50368645,6/11/2024,16.98
50368645,6/14/2023,49.9
50368645,7/23/2024,17.47
50368645,7/25/2023,49.9
50368645,7/3/2024,20.0
50368645,7/6/2023,5.1
50368645,8/14/2024,15.3
50368645,8/16/2023,37.9
50368645,9/18/2024,23.9
50368645,9/20/2023,14.9
50368645,9/4/2024,32.45
50368645,9/6/2023,19.9
50387488,3/27/2023,17.9
50387488,3/3/2023,23.58
50387488,4/17/2023,14.9
50387488,5/10/2023,32.9
50387488,5/29/2023,59.9
50387488,6/21/2023,18.9
50387488,7/10/2023,49.9
50391108,2/28/2023,49.9
50391108,3/21/2023,13.3
50391108,4/13/2023,39.9
50391108,5/29/2023,44.9
50391108,5/4/2023,17.9
50391108,6/19/2023,10.9
50391108,7/10/2023,14.9
50391108,8/1/2023,22.9
50391108,8/21/2023,69.9
50405737,3/14/2023,32.9
50405737,3/28/2023,7.38
50405737,3/7/2023,30.54
50405737,3/9/2023,48.9
50405737,4/17/2023,16.0
50405737,5/31/2023,21.9
50405737,5/8/2023,44.9
50405737,6/19/2023,13.3
50405737,7/6/2023,19.5
50409260,3/15/2023,37.52
50409260,4/7/2023,14.9
50409260,5/18/2023,49.9
50409260,5/8/2023,29.81
50409260,6/12/2023,27.48
50409260,6/30/2023,14.9
50432777,10/2/2023,34.9
50432777,10/23/2023,29.9
50432777,11/16/2023,39.9
50432777,12/11/2023,34.9
50432777,3/13/2023,54.9
50432777,4/4/2023,14.97
50432777,5/18/2023,48.9
50432777,5/3/2023,7.38
50432777,6/27/2023,7.38
50432777,6/9/2023,26.9
50432777,7/18/2023,10.0
50432777,9/13/2023,7.38
50432777,9/6/2023,26.63
50437760,3/21/2023,29.19
50437760,4/17/2023,11.9
50437760,5/25/2023,25.9
50437760,5/5/2023,16.9
50437760,6/15/2023,64.6
50437760,7/27/2023,39.9
50437760,7/7/2023,39.9
50438384,3/21/2023,34.9
50438384,4/11/2023,17.18
50438384,4/28/2023,14.5
50438384,5/25/2023,11.9
50438384,6/12/2023,99.9
50438384,7/11/2023,11.5
50438384,7/21/2023,12.9
50438384,7/4/2023,22.9
50438384,8/17/2023,39.9
50445577,3/27/2023,20.5
50445577,4/19/2023,2.0
50445577,4/20/2023,2.0
50445577,4/29/2023,26.9
50445577,4/4/2023,37.9
50445577,5/31/2023,78.9
50445577,6/20/2023,33.9
50445577,7/10/2023,24.9
50445577,8/23/2023,15.9
50462889,10/11/2023,37.9
50462889,11/24/2023,84.9
50462889,11/6/2023,21.9
50462889,12/18/2023,24.9
50462889,3/22/2023,7.38
50462889,4/8/2023,24.9
50462889,5/29/2023,14.9
50462889,5/3/2023,12.0
50462889,6/13/2023,1.0
50462889,7/25/2023,42.9
50462889,7/3/2023,19.9
50462889,8/15/2023,29.9
50462889,9/25/2023,16.9
50462889,9/8/2023,14.9
50476650,3/24/2023,54.9
50476650,4/14/2023,1.5
50476650,5/19/2023,39.89
50476650,5/5/2023,1.9
50476650,6/7/2023,11.17
50476650,7/4/2023,24.3
50491358,10/18/2023,14.9
50491358,11/7/2023,49.9
50491358,4/11/2023,19.9
50491358,5/26/2023,5.1
50491358,5/9/2023,54.9
50491358,6/15/2023,12.9
50491358,7/27/2023,19.9
50491358,7/7/2023,49.9
50491358,8/22/2023,29.9
50491358,9/13/2023,13.73
50496473,4/14/2023,16.9
50496473,5/18/2023,1.9
50496473,5/4/2023,35.9
50496473,6/13/2023,15.9
50496473,7/26/2023,19.78
50496473,7/7/2023,1.5
50507157,10/5/2023,14.9
50507157,4/26/2023,17.9
50507157,4/29/2023,16.9
50507157,4/8/2023,51.9
50507157,5/22/2023,38.9
50507157,6/8/2023,15.9
50507157,7/22/2023,14.9
50507157,7/3/2023,21.9
50507157,8/14/2023,21.9
50507157,9/18/2023,33.9
50507157,9/2/2023,14.9
50513580,4/17/2023,59.9
50513580,5/26/2023,12.9
50513580,5/8/2023,79.9
50513580,6/16/2023,35.2
50513580,7/13/2023,5.1
50513580,7/31/2023,5.1
50529959,4/12/2023,59.29
50529959,5/24/2023,32.9
50529959,5/4/2023,12.9
50529959,6/14/2023,21.9
50529959,7/26/2023,20.29
50529959,7/6/2023,116.0
50530272,4/10/2023,26.9
50530272,4/29/2023,32.9
50530272,5/19/2023,30.0
50530272,6/19/2023,9.9
50530272,6/30/2023,34.9
50530272,7/19/2023,2.98
50545385,4/13/2023,14.97
50545385,5/10/2023,45.26
50545385,5/30/2023,17.88
50545385,6/19/2023,26.49
50545385,7/10/2023,13.28
50545385,7/26/2023,10.5
50545385,8/17/2023,68.0
50545385,9/15/2023,86.9
50545385,9/8/2023,30.9
50574822,4/18/2023,59.9
50574822,5/29/2023,19.9
50574822,5/8/2023,27.59
50574822,6/10/2023,13.3
50574822,7/10/2023,89.4
50574822,8/1/2023,17.9
50639266,5/25/2023,18.95
50639266,5/5/2023,26.9
50639266,6/16/2023,19.9
50639266,7/11/2023,25.9
50639266,7/27/2023,20.0
50639266,7/6/2023,49.9
50639266,8/17/2023,17.9
50639266,9/11/2023,11.21
50639266,9/25/2023,34.9
50680312,5/17/2023,23.9
50680312,6/28/2023,7.38
50680312,6/9/2023,16.9
50680312,7/24/2023,12.47
50680312,8/16/2023,24.9
50680312,9/21/2023,28.9
50680312,9/6/2023,23.9
50692213,1/22/2024,38.3
50692213,10/11/2023,44.9
50692213,11/22/2023,13.3
50692213,11/3/2023,16.9
50692213,12/15/2023,16.9
50692213,12/27/2023,22.9
50692213,5/24/2023,39.9
50692213,6/10/2023,37.9
50692213,7/11/2023,18.9
50692213,7/26/2023,12.9
50692213,7/5/2023,22.9
50692213,8/16/2023,22.9
50692213,8/31/2023,24.95
50692213,9/20/2023,43.9
50697932,10/2/2023,79.9
50697932,5/23/2023,5.67
50697932,6/26/2023,14.9
50697932,6/5/2023,44.9
50697932,7/17/2023,12.9
50697932,8/29/2023,19.9
50697932,8/4/2023,23.0
50697932,8/7/2023,23.9
50697932,9/13/2023,34.9
50773094,6/26/2023,34.9
50773094,6/7/2023,6.0
50773094,7/18/2023,24.0
50773094,8/9/2023,7.9
50773094,9/1/2023,25.9
50773094,9/19/2023,9.9
50773493,6/21/2023,12.9
50773493,6/7/2023,59.9
50773493,7/12/2023,27.45
50773493,8/25/2023,19.9
50773493,8/4/2023,34.9
50773493,9/11/2023,29.9
50795365,6/12/2023,17.59
50795365,6/27/2023,98.0
50795365,7/14/2023,24.98
50795365,8/28/2023,39.9
50795365,8/4/2023,17.9
50795365,9/9/2023,23.9
50837122,10/17/2023,37.9
50837122,2/13/2024,17.59
50837122,7/11/2023,16.45
50837122,7/22/2023,39.9
50837122,7/4/2023,19.9
50837122,8/15/2023,20.88
50837122,8/31/2023,10.7
50837122,9/28/2023,16.9
50843157,10/17/2023,18.3
50843157,10/31/2023,30.9
50843157,7/24/2023,11.9
50843157,7/4/2023,14.41
50843157,8/29/2023,31.9
50843157,8/8/2023,16.9
50843157,9/25/2023,38.23
50852121,1/15/2024,21.9
50852121,10/26/2023,12.9
50852121,10/28/2024,22.0
50852121,10/4/2024,169.9
50852121,10/6/2023,29.9
50852121,11/21/2023,29.9
50852121,11/27/2023,39.97
50852121,12/15/2023,34.9
50852121,12/29/2023,39.9
50852121,2/26/2024,37.98
50852121,2/5/2024,7.38
50852121,3/20/2024,16.3
50852121,4/25/2024,16.5
50852121,4/5/2024,25.81
50852121,5/20/2024,4.98
50852121,6/10/2024,15.31
50852121,6/30/2023,11.5
50852121,7/1/2023,11.5
50852121,7/17/2023,52.9
50852121,7/19/2024,21.1
50852121,7/2/2024,37.9
50852121,7/22/2023,14.9
50852121,8/14/2023,20.7
50852121,8/2/2024,17.9
50852121,8/29/2024,30.0
50852121,8/30/2023,13.73
50852121,9/15/2023,22.9
50852121,9/19/2024,59.9
50852121,9/4/2023,20.0
50860264,10/5/2023,38.74
50860264,6/30/2023,14.9
50860264,7/20/2023,62.9
50860264,8/11/2023,42.9
50860264,8/30/2023,17.44
50860264,9/15/2023,34.9
50935558,10/25/2023,18.53
50935558,10/27/2023,23.9
50935558,10/3/2023,20.9
50935558,11/15/2023,17.71
50935558,12/6/2023,19.9
50935558,8/28/2023,14.9
50935558,8/31/2023,62.9
50935558,8/8/2023,37.9
50935558,9/13/2023,7.38
50941108,10/30/2023,41.98
50941108,10/6/2023,33.03
50941108,11/21/2023,24.21
50941108,11/8/2023,41.98
50941108,7/21/2023,5.1
50941108,8/15/2023,5.1
50941108,9/26/2023,4.99
50941108,9/5/2023,10.0
50955184,10/12/2023,1.37
50955184,11/24/2023,29.9
50955184,11/3/2023,29.9
50955184,7/22/2023,17.9
50955184,8/16/2023,12.45
50955184,9/22/2023,17.45
50955184,9/6/2023,39.9
50967689,10/26/2023,19.9
50967689,10/5/2023,54.9
50967689,11/17/2023,64.9
50967689,7/25/2023,11.9
50967689,8/14/2023,44.9
50967689,8/30/2023,13.17
50967689,9/15/2023,20.9
50973573,1/18/2024,6.81
50973573,10/17/2023,52.15
50973573,11/23/2023,10.58
50973573,11/3/2023,34.95
50973573,12/26/2023,29.9
50973573,12/6/2023,15.8
50973573,2/12/2024,18.0
50973573,2/29/2024,49.0
50973573,2/8/2024,50.0
50973573,3/21/2024,29.9
50973573,7/31/2023,19.9
50973573,8/21/2023,22.9
50973573,8/22/2023,5.1
50973573,9/1/2023,55.9
50973573,9/14/2023,65.0
50973573,9/26/2023,27.14
50974227,10/18/2023,29.9
50974227,10/31/2023,31.94
50974227,11/21/2023,27.46
50974227,8/18/2023,34.95
50974227,8/31/2023,22.9
50974227,9/11/2023,41.9
50974227,9/25/2023,14.2
51056906,1/11/2024,16.98
51056906,10/15/2024,30.9
51056906,10/23/2023,10.41
51056906,10/23/2024,39.9
51056906,10/3/2023,17.9
51056906,10/7/2024,13.62
51056906,11/15/2023,18.9
51056906,12/26/2023,26.5
51056906,12/7/2023,32.9
51056906,2/27/2024,24.9
51056906,2/5/2024,10.9
51056906,4/2/2024,16.63
51056906,4/26/2024,8.5
51056906,4/4/2024,35.3
51056906,5/7/2024,27.85
51056906,6/28/2024,32.75
51056906,6/4/2024,34.9
51056906,7/19/2024,18.9
51056906,7/30/2024,18.9
51056906,7/9/2024,8.91
51056906,8/12/2024,32.9
51056906,8/29/2024,44.9
51056906,8/30/2023,22.9
51056906,9/10/2024,39.9
51056906,9/18/2023,14.9
51056906,9/30/2024,39.9
51096878,10/27/2023,24.9
51096878,10/5/2023,13.9
51096878,11/17/2023,17.9
51096878,12/8/2023,29.9
51096878,8/31/2023,67.57
51096878,9/18/2023,13.9
51129296,1/22/2024,29.9
51129296,10/16/2023,24.9
51129296,10/7/2024,34.9
51129296,11/4/2024,32.9
51129296,11/6/2023,25.9
51129296,12/18/2023,24.9
51129296,4/26/2024,15.68
51129296,5/20/2024,39.9
51129296,6/10/2024,25.9
51129296,7/1/2024,20.9
51129296,7/19/2024,69.9
51129296,8/12/2024,24.9
51129296,9/19/2024,29.9
51129296,9/2/2024,39.21
51129296,9/22/2023,24.9
51129296,9/7/2023,5.62
51181794,1/18/2024,15.9
51181794,1/2/2024,11.9
51181794,10/16/2023,18.9
51181794,11/2/2023,38.9
51181794,11/24/2023,83.0
51181794,12/14/2023,22.9
51181794,2/7/2024,10.9
51181794,9/21/2023,22.9
51241487,1/29/2024,26.9
51241487,1/8/2024,44.96
51241487,10/2/2023,26.9
51241487,10/20/2023,15.9
51241487,11/13/2023,24.95
51241487,12/26/2023,56.9
51241487,12/6/2023,139.9
51254023,1/19/2024,3.5
51254023,10/27/2023,19.9
51254023,10/6/2023,9.95
51254023,11/17/2023,14.9
51254023,12/27/2023,12.9
51254023,12/7/2023,34.9
51254023,2/2/2024,33.9
51254023,3/1/2024,20.9
51254023,3/15/2024,22.9
51254023,4/26/2024,24.5
51254023,4/5/2024,13.9
51254023,5/17/2024,7.7
51254023,6/28/2024,24.9
51254023,6/6/2024,46.9
51254023,7/19/2024,12.9
51254023,8/29/2024,11.9
51254023,8/9/2024,24.9
51254023,9/23/2024,59.9
51347056,1/17/2024,21.9
51347056,1/2/2024,23.9
51347056,10/31/2024,99.9
51347056,10/8/2024,12.45
51347056,11/2/2023,15.9
51347056,11/22/2023,44.9
51347056,12/15/2023,21.9
51347056,12/18/2023,16.9
51347056,2/28/2024,16.9
51347056,2/8/2024,49.9
51347056,3/19/2024,20.9
51347056,4/11/2024,12.9
51347056,5/2/2024,39.9
51347056,5/22/2024,66.9
51347056,6/13/2024,12.9
51347056,7/24/2024,31.9
51347056,7/3/2024,23.9
51347056,8/14/2024,44.9
51347056,8/19/2024,44.9
51347056,9/23/2024,13.3
51347056,9/4/2024,24.95
51356535,1/15/2024,79.0
51356535,1/2/2024,12.9
51356535,10/7/2024,30.0
51356535,11/2/2023,82.9
51356535,11/20/2023,16.0
51356535,12/12/2023,1.0
51356535,2/13/2024,19.9
51356535,3/21/2024,24.9
51356535,3/4/2024,16.51
51356535,4/22/2024,1.5
51356535,4/8/2024,12.5
51356535,5/13/2024,14.9
51356535,5/20/2024,89.1
51356535,6/10/2024,50.0
51356535,7/19/2024,8.9
51356535,7/2/2024,24.3
51356535,8/13/2024,0.9
51356535,8/27/2024,39.31
51356535,8/29/2024,9.0
51356535,9/18/2024,13.84
51448413,1/17/2024,30.45
51448413,1/3/2024,39.9
51448413,11/21/2023,5.1
51448413,12/8/2023,12.6
51448413,2/27/2024,24.95
51448413,2/6/2024,24.9
51477898,1/2/2024,47.9
51477898,1/23/2024,7.6
51477898,11/27/2023,1.12
51477898,12/19/2023,32.9
51477898,2/14/2024,49.9
51477898,3/8/2024,42.9
51520653,1/11/2024,30.9
51520653,12/21/2023,15.0
51520653,12/5/2023,22.95
51520653,2/26/2024,5.1
51520653,2/5/2024,17.9
51520653,3/19/2024,15.9
51520653,4/11/2024,39.21
51520653,4/26/2024,7.38
51614402,1/22/2024,1.9
51614402,12/29/2023,45.9
51614402,2/10/2024,37.9
51614402,2/27/2024,24.9
51614402,2/7/2024,33.3
51614402,3/20/2024,24.9
51614402,4/12/2024,24.5
51614402,5/8/2024,64.9
51766490,2/27/2024,19.9
51766490,2/6/2024,59.9
51766490,3/19/2024,22.9
51766490,4/30/2024,54.9
51766490,4/9/2024,28.0
51766490,5/22/2024,17.9
51766490,6/11/2024,18.9
51766490,7/19/2024,18.9
51766490,7/2/2024,13.9
51766490,8/13/2024,22.9
51843126,2/27/2024,59.9
51843126,3/19/2024,29.9
51843126,4/5/2024,19.9
51843126,5/2/2024,32.9
51843126,5/24/2024,9.9
51843126,6/11/2024,16.9
51844726,10/3/2024,10.9
51844726,2/29/2024,59.9
51844726,3/20/2024,29.9
51844726,4/11/2024,59.0
51844726,4/25/2024,15.63
51844726,5/24/2024,49.9
51844726,6/13/2024,59.9
51844726,7/26/2024,29.9
51844726,7/5/2024,27.9
51844726,8/16/2024,54.9
51844726,9/19/2024,23.9
51844726,9/5/2024,7.38
51890019,10/28/2024,54.9
51890019,10/9/2024,19.9
51890019,11/15/2024,69.9
51890019,11/25/2024,44.7
51890019,3/21/2024,29.9
51890019,3/4/2024,17.5
51890019,4/9/2024,44.9
51890019,5/23/2024,49.9
51890019,5/3/2024,5.4
51890019,6/12/2024,49.9
51890019,7/23/2024,14.9
51890019,7/3/2024,4.98
51890019,8/14/2024,52.9
51890019,9/20/2024,22.9
51890019,9/3/2024,19.52
51893042,3/20/2024,16.9
51893042,3/4/2024,29.0
51893042,4/4/2024,13.98
51893042,5/16/2024,29.9
51893042,5/3/2024,21.9
51893042,5/6/2024,25.38
51893042,6/13/2024,11.98
51893042,7/18/2024,72.0
51893042,7/4/2024,30.9
51893042,8/15/2024,32.9
51893042,8/29/2024,15.98
51917480,10/23/2024,25.63
51917480,11/18/2024,13.18
51917480,3/12/2024,39.9
51917480,4/25/2024,54.9
51917480,6/26/2024,25.9
51917480,7/16/2024,65.9
51917480,8/19/2024,69.9
51917480,8/9/2024,18.3
51917480,9/10/2024,19.9
51917480,9/30/2024,14.45
51940229,10/28/2024,19.45
51940229,10/9/2024,54.9
51940229,3/19/2024,8.79
51940229,4/10/2024,17.5
51940229,4/29/2024,11.98
51940229,5/13/2024,99.0
51940229,6/10/2024,29.96
51940229,7/24/2024,26.0
51940229,7/5/2024,29.95
51940229,8/19/2024,46.9
51940229,9/18/2024,50.0
51940229,9/5/2024,69.9
51973836,10/11/2024,19.9
51973836,10/31/2024,19.9
51973836,3/21/2024,38.9
51973836,3/25/2024,16.9
51973836,4/12/2024,15.76
51973836,4/26/2024,15.9
51973836,5/24/2024,30.9
51973836,6/13/2024,29.0
51973836,7/24/2024,19.9
51973836,7/5/2024,26.45
51973836,8/16/2024,24.9
51973836,9/20/2024,23.9
51973836,9/4/2024,24.9
52027209,4/26/2024,19.9
52027209,4/9/2024,24.0
52027209,5/10/2024,29.9
52027209,6/6/2024,44.9
52027209,7/1/2024,56.9
52027209,7/22/2024,29.9
52046947,10/14/2024,79.9
52046947,4/10/2024,59.9
52046947,4/29/2024,15.4
52046947,5/15/2024,15.31
52046947,6/11/2024,13.3
52046947,6/5/2024,32.9
52046947,7/26/2024,14.9
52046947,7/3/2024,25.9
52046947,8/20/2024,24.9
52046947,9/20/2024,79.5
52046947,9/5/2024,24.9
52047269,4/25/2024,8.5
52047269,5/22/2024,32.9
52047269,6/26/2024,74.9
52047269,6/7/2024,52.9
52047269,7/16/2024,17.9
52047269,8/7/2024,49.9
52063728,10/11/2024,41.2
52063728,11/5/2024,0.85
52063728,5/2/2024,34.9
52063728,5/23/2024,22.9
52063728,6/12/2024,16.14
52063728,7/23/2024,27.9
52063728,7/4/2024,29.9
52063728,8/15/2024,14.9
52063728,8/28/2024,22.9
52063728,9/19/2024,14.97
52071712,4/16/2024,30.9
52071712,5/13/2024,15.9
52071712,6/24/2024,7.38
52071712,6/3/2024,69.5
52071712,7/15/2024,10.9
52071712,7/31/2024,10.0
52073731,4/26/2024,15.9
52073731,5/20/2024,25.89
52073731,6/10/2024,64.9
52073731,7/2/2024,49.9
52073731,7/26/2024,43.3
52073731,8/19/2024,27.0
52073731,9/3/2024,36.9
52082706,11/6/2024,49.0
52082706,4/16/2024,22.97
52082706,4/25/2024,29.9
52082706,5/16/2024,18.57
52082706,6/6/2024,27.24
52082706,7/30/2024,6.95
52082706,7/4/2024,34.9
52082706,8/19/2024,37.41
52082706,9/11/2024,29.9
52082706,9/4/2024,30.0
52093236,10/25/2024,27.95
52093236,4/24/2024,16.9
52093236,5/30/2024,19.06
52093236,5/7/2024,0.9
52093236,6/27/2024,32.9
52093236,7/17/2024,7.63
52093236,8/28/2024,32.9
52093236,8/9/2024,27.41
52093236,9/12/2024,50.84
52093236,9/26/2024,49.9
52105560,10/11/2024,43.9
52105560,11/27/2024,58.9
52105560,11/6/2024,29.33
52105560,4/20/2024,91.31
52105560,5/27/2024,39.9
52105560,5/3/2024,43.3
52105560,6/13/2024,17.9
52105560,7/19/2024,39.9
52105560,7/9/2024,44.9
52105560,8/16/2024,9.9
52105560,9/24/2024,32.25
52105560,9/5/2024,17.9
52105560,9/6/2024,18.17
52108101,4/24/2024,33.5
52108101,5/15/2024,17.45
52108101,6/11/2024,41.9
52108101,7/24/2024,17.9
52108101,7/3/2024,45.9
52108101,8/16/2024,17.9
52121175,4/23/2024,50.0
52121175,5/15/2024,15.9
52121175,6/26/2024,12.95
52121175,6/4/2024,100.0
52121175,7/18/2024,75.0
52121175,8/27/2024,22.98
52121175,8/9/2024,13.9
52121175,9/11/2024,21.98
52128625,5/16/2024,15.9
52128625,5/2/2024,10.52
52128625,6/12/2024,31.9
52128625,6/6/2024,10.9
52128625,7/23/2024,8.9
52128625,7/4/2024,32.9
52128625,8/16/2024,34.95
52128625,8/20/2024,1.25
52135567,5/2/2024,12.45
52135567,5/21/2024,43.9
52135567,6/11/2024,26.9
52135567,7/16/2024,7.38
52135567,7/3/2024,26.67
52135567,8/13/2024,14.9
52142881,10/4/2024,43.9
52142881,5/17/2024,39.9
52142881,6/28/2024,17.9
52142881,6/6/2024,35.9
52142881,7/18/2024,32.9
52142881,8/29/2024,66.9
52142881,8/9/2024,13.56
52142881,9/13/2024,34.9
52178282,10/2/2024,24.9
52178282,10/30/2024,21.9
52178282,5/15/2024,46.9
52178282,6/12/2024,22.9
52178282,7/24/2024,19.9
52178282,7/3/2024,21.9
52178282,8/14/2024,49.9
52178282,9/25/2024,64.9
52178282,9/4/2024,49.9
52181135,10/22/2024,63.95
52181135,10/3/2024,49.9
52181135,5/16/2024,34.9
52181135,6/28/2024,12.98
52181135,6/5/2024,11.9
52181135,7/19/2024,16.9
52181135,8/28/2024,17.9
52181135,8/8/2024,39.9
52181135,9/16/2024,21.9
52208297,10/14/2024,49.9
52208297,11/4/2024,24.6
52208297,5/21/2024,20.9
52208297,6/13/2024,49.95
52208297,7/2/2024,7.63
52208297,7/22/2024,19.95
52208297,8/16/2024,17.9
52208297,9/19/2024,23.9
52208297,9/2/2024,49.9
52208777,5/21/2024,59.9
52208777,6/10/2024,27.9
52208777,6/28/2024,12.21
52208777,7/18/2024,41.9
52208777,8/9/2024,11.3
52208777,9/6/2024,42.9
52216281,10/28/2024,0.72
52216281,10/9/2024,29.97
52216281,5/15/2024,42.47
52216281,6/24/2024,13.9
52216281,6/5/2024,5.4
52216281,7/18/2024,39.9
52216281,8/30/2024,14.9
52216281,8/9/2024,4.98
52216281,9/17/2024,14.75
52218209,5/15/2024,59.9
52218209,6/24/2024,7.38
52218209,6/3/2024,24.9
52218209,7/9/2024,25.96
52218209,8/23/2024,13.3
52218209,8/5/2024,49.9
52222087,10/29/2024,12.9
52222087,10/9/2024,19.9
52222087,12/16/2024,45.0
52222087,5/20/2024,16.9
52222087,5/29/2024,22.9
52222087,7/1/2024,23.9
52222087,7/23/2024,44.9
52222087,8/12/2024,13.9
52222087,9/18/2024,55.75
52222087,9/2/2024,13.9
52235367,10/9/2024,59.9
52235367,5/24/2024,59.9
52235367,6/11/2024,34.9
52235367,7/2/2024,30.9
52235367,7/23/2024,9.23
52235367,8/13/2024,35.9
52235367,9/17/2024,34.94
52235367,9/2/2024,54.9
52235367,9/4/2024,79.9
52249244,10/14/2024,12.9
52249244,6/5/2024,69.5
52249244,7/30/2024,15.9
52249244,7/5/2024,23.6
52249244,8/15/2024,59.9
52249244,9/23/2024,27.9
52249244,9/4/2024,33.3
52252415,10/11/2024,35.9
52252415,10/31/2024,43.99
52252415,11/26/2024,45.57
52252415,5/24/2024,69.9
52252415,6/13/2024,29.73
52252415,7/25/2024,21.9
52252415,7/5/2024,28.9
52252415,8/16/2024,13.56
52252415,9/20/2024,35.9
52252415,9/4/2024,24.9
52263344,10/16/2024,6.45
52263344,11/5/2024,20.9
52263344,5/30/2024,15.9
52263344,6/17/2024,59.9
52263344,7/26/2024,16.9
52263344,7/5/2024,18.9
52263344,8/16/2024,24.9
52263344,9/19/2024,89.9
52263344,9/4/2024,16.9
52280400,10/22/2024,14.9
52280400,10/7/2024,12.45
52280400,6/25/2024,49.9
52280400,6/4/2024,30.0
52280400,7/1/2024,40.58
52280400,7/15/2024,13.9
52280400,8/12/2024,32.9
52280400,9/18/2024,27.9
52280400,9/3/2024,14.95
52282004,10/4/2024,37.9
52282004,6/25/2024,7.38
52282004,6/4/2024,19.95
52282004,7/24/2024,11.2
52282004,8/12/2024,44.9
52282004,8/27/2024,23.9
52282004,9/23/2024,13.9
52307686,10/9/2024,83.1
52307686,6/10/2024,7.38
52307686,6/27/2024,30.9
52307686,7/23/2024,30.14
52307686,8/1/2024,21.9
52307686,9/18/2024,19.5
52307686,9/3/2024,59.9
52317975,10/14/2024,14.9
52317975,10/16/2024,47.9
52317975,11/4/2024,23.39
52317975,11/6/2024,18.9
52317975,6/12/2024,57.9
52317975,7/18/2024,12.45
52317975,7/4/2024,7.9
52317975,8/8/2024,23.34
52317975,9/23/2024,25.9
52317975,9/6/2024,31.0
52321174,12/13/2024,10.8
52321174,6/10/2024,17.5
52321174,6/28/2024,35.9
52321174,7/19/2024,9.9
52321174,8/9/2024,1.9
52321174,9/20/2024,15.9
52321174,9/6/2024,22.9
52324548,6/10/2024,13.3
52324548,6/28/2024,44.95
52324548,7/22/2024,9.9
52324548,8/12/2024,29.9
52324548,8/30/2024,17.9
52324548,9/17/2024,12.45
52324610,6/12/2024,79.9
52324610,7/24/2024,19.57
52324610,7/4/2024,19.9
52324610,8/15/2024,26.9
52324610,9/10/2024,13.3
52324610,9/19/2024,9.9
52328195,6/10/2024,19.9
52328195,7/2/2024,24.9
52328195,7/23/2024,16.9
52328195,8/12/2024,43.65
52328195,8/6/2024,24.9
52328195,9/23/2024,9.38
52328195,9/3/2024,44.9
52332435,10/30/2024,14.9
52332435,10/7/2024,21.9
52332435,6/11/2024,32.9
52332435,6/25/2024,34.9
52332435,7/19/2024,26.05
52332435,8/6/2024,39.9
52332435,9/17/2024,49.3
52332435,9/2/2024,22.46
52335949,6/11/2024,18.0
52335949,6/28/2024,24.5
52335949,7/22/2024,21.9
52335949,8/12/2024,14.9
52335949,8/30/2024,14.95
52335949,9/16/2024,34.9
52341973,6/17/2024,6.58
52341973,7/9/2024,8.5
52341973,8/19/2024,7.6
52341973,8/5/2024,44.9
52341973,9/26/2024,14.95
52341973,9/9/2024,21.9
52360757,6/18/2024,18.9
52360757,7/31/2024,25.0
52360757,7/5/2024,23.9
52360757,8/15/2024,79.9
52360757,9/24/2024,25.9
52360757,9/25/2024,41.9
52360757,9/4/2024,49.9
52364329,10/28/2024,14.9
52364329,10/3/2024,16.9
52364329,6/25/2024,25.0
52364329,7/19/2024,27.47
52364329,8/27/2024,17.81
52364329,8/6/2024,29.9
52364329,9/10/2024,30.0
52373875,10/11/2024,29.9
52373875,11/5/2024,29.33
52373875,7/11/2024,21.9
52373875,7/31/2024,34.9
52373875,8/16/2024,26.9
52373875,9/25/2024,14.9
52373875,9/5/2024,40.55
52380553,10/31/2024,39.9
52380553,10/7/2024,40.9
52380553,11/21/2024,21.9
52380553,7/1/2024,31.9
52380553,7/18/2024,29.9
52380553,8/30/2024,44.9
52380553,8/9/2024,47.9
52380553,9/16/2024,54.9
52384451,10/15/2024,23.32
52384451,10/2/2024,7.38
52384451,11/15/2024,19.9
52384451,8/26/2024,21.9
52384451,8/6/2024,7.38
52384451,9/13/2024,25.9
52385458,10/15/2024,15.98
52385458,7/18/2024,17.9
52385458,7/4/2024,41.9
52385458,8/19/2024,27.9
52385458,9/19/2024,30.9
52385458,9/6/2024,20.9
52404940,10/3/2024,1.3
52404940,7/30/2024,52.9
52404940,7/4/2024,21.9
52404940,8/28/2024,23.9
52404940,8/8/2024,29.9
52404940,9/19/2024,26.0
52415934,10/11/2024,17.9
52415934,7/1/2024,26.9
52415934,7/18/2024,15.9
52415934,8/9/2024,16.9
52415934,9/18/2024,34.4
52415934,9/2/2024,29.9
52474183,10/1/2024,14.95
52474183,10/15/2024,19.9
