CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
47266211,200100926,FRAGANCIAS,ESIKA,69.9,6/12/2024
44109905,200109710,MAQUILLAJE,ESIKA,38.9,6/12/2024
47780152,210103985,COMPLEMENTOS,CYZONE,89.9,6/12/2024
45325695,210095993,MAQUILLAJE,ESIKA,17.9,6/12/2024
48433154,200106556,MAQUILLAJE,CYZONE,10.9,6/12/2024
52317975,210106097,BIJOUTERIE,ESIKA,39.9,6/12/2024
52128625,200087949,MUESTRAS COSMETICOS,ESIKA,3.5,6/12/2024
52063728,200112361,CUIDADO PERSONAL,ESIKA,19.9,6/12/2024
52178282,210104907,COMPLEMENTOS,CYZONE,22.45,6/12/2024
48433154,210099762,BIJOUTERIE,ESIKA,39.9,6/12/2024
48433154,200113781,FRAGANCIAS,CYZONE,10.79,6/12/2024
52178282,210104251,COMPLEMENTOS,CYZONE,22.45,6/12/2024
52324610,200115942,VARIOS,GENERICA,59.9,6/12/2024
52324610,200105079,FRAGANCIAS,CYZONE,29.9,6/12/2024
52046947,200115278,TRATAMIENTO FACIAL,ESIKA,29.9,6/5/2024
52181135,210103966,COMPLEMENTOS,CYZONE,42.9,6/5/2024
52249244,200115942,VARIOS,GENERICA,59.9,6/5/2024
52181135,200095170,CUIDADO PERSONAL,ESIKA,11.89,6/5/2024
52046947,200106558,MAQUILLAJE,CYZONE,16.9,6/5/2024
52216281,200108807,CUIDADO PERSONAL,ESIKA,5.4,6/5/2024
52142881,200105218,TRATAMIENTO FACIAL,ESIKA,36.9,6/28/2024
51056906,200105218,TRATAMIENTO FACIAL,ESIKA,36.9,6/28/2024
52208777,200039855,FRAGANCIAS,CYZONE,16,6/28/2024
38304471,200117505,TRATAMIENTO FACIAL,ESIKA,30.9,6/28/2024
52335949,200105017,FRAGANCIAS,CYZONE,23.9,6/28/2024
51254023,200115689,TRATAMIENTO FACIAL,LBEL,32,6/28/2024
49691823,200114195,MAQUILLAJE,CYZONE,23.9,6/28/2024
42829803,200093884,FRAGANCIAS,ESIKA,26.36,6/28/2024
52321174,200102045,FRAGANCIAS,ESIKA,44.9,6/28/2024
52335949,200089508,TRATAMIENTO CORPORAL,ESIKA,26.9,6/28/2024
38304471,200113323,MAQUILLAJE,ESIKA,13.9,6/28/2024
49691823,200108176,TRATAMIENTO FACIAL,LBEL,49.9,6/28/2024
47266211,200103025,CUIDADO PERSONAL,ESIKA,29.9,6/28/2024
52321174,200106556,MAQUILLAJE,CYZONE,18.9,6/28/2024
52208777,200111145,FRAGANCIAS,ESIKA,69.9,6/28/2024
51254023,200115279,CUIDADO PERSONAL,LBEL,22.44,6/28/2024
52208777,200114181,MAQUILLAJE,CYZONE,16.9,6/28/2024
52142881,200117468,MAQUILLAJE,ESIKA,14.9,6/28/2024
42829803,200110331,MAQUILLAJE,ESIKA,21.9,6/28/2024
38304471,210104879,BIJOUTERIE,ESIKA,74.9,6/28/2024
52181135,200105017,FRAGANCIAS,CYZONE,20,6/28/2024
42829803,200095374,CUIDADO PERSONAL,ESIKA,8.79,6/28/2024
52280400,200086399,FRAGANCIAS,LBEL,40.58,7/1/2024
33529260,200106575,MAQUILLAJE,CYZONE,13.9,7/1/2024
33529260,200091727,FRAGANCIAS,ESIKA,29.9,7/1/2024
52380553,200114037,TRATAMIENTO FACIAL,LBEL,31.9,7/1/2024
45869830,200111391,CUIDADO PERSONAL,CYZONE,21.9,7/1/2024
52380553,200115914,MAQUILLAJE,CYZONE,11.5,7/1/2024
33529260,210104992,BIJOUTERIE,CYZONE,32.9,7/1/2024
43364677,200036215,ACCESORIOS COSMETICOS,ESIKA,21.9,7/1/2024
33740395,200117171,MAQUILLAJE,CYZONE,16.9,7/1/2024
45869830,200082688,CUIDADO PERSONAL,ESIKA,23.9,7/1/2024
33529260,200114201,MAQUILLAJE,CYZONE,23.9,7/1/2024
45869830,200108506,CUIDADO PERSONAL,ESIKA,16.9,7/1/2024
52222087,200095430,CUIDADO PERSONAL,CYZONE,12.9,7/1/2024
33740395,200116194,MAQUILLAJE,ESIKA,15,7/1/2024
52280400,200103026,CUIDADO PERSONAL,ESIKA,19.9,7/1/2024
33740395,200115469,MAQUILLAJE,LBEL,52,7/1/2024
52415934,200072913,FRAGANCIAS,ESIKA,26.9,7/1/2024
52280400,200095931,FRAGANCIAS,ESIKA,45.9,7/1/2024
49521464,200109873,FRAGANCIAS,CYZONE,16.45,7/1/2024
52216281,200108807,CUIDADO PERSONAL,ESIKA,5.4,6/24/2024
52071712,200095430,CUIDADO PERSONAL,CYZONE,7.38,6/24/2024
52216281,210095421,BIJOUTERIE,ESIKA,54.9,6/24/2024
52216281,200106572,MAQUILLAJE,CYZONE,10.9,6/24/2024
52216281,200103449,CUIDADO PERSONAL,CYZONE,5.4,6/24/2024
52218209,210105356,COMPLEMENTOS,CYZONE,66.9,6/24/2024
52071712,200112355,CUIDADO PERSONAL,ESIKA,30.9,6/24/2024
47430550,200117468,MAQUILLAJE,ESIKA,14.9,7/4/2024
52317975,200108807,CUIDADO PERSONAL,ESIKA,7.9,7/4/2024
45325695,200095430,CUIDADO PERSONAL,CYZONE,7.38,7/4/2024
10018668,200116798,FRAGANCIAS,CYZONE,36.5,7/4/2024
51893042,210106030,COMPLEMENTOS,CYZONE,30.9,7/4/2024
47430550,210105389,COMPLEMENTOS,CYZONE,24.9,7/4/2024
52082706,210105855,BIJOUTERIE,ESIKA,34.9,7/4/2024
52317975,200112748,MAQUILLAJE,ESIKA,13.9,7/4/2024
52324610,200106667,MAQUILLAJE,ESIKA,19.9,7/4/2024
45325695,200106557,MAQUILLAJE,CYZONE,13.9,7/4/2024
45325695,200095426,CUIDADO PERSONAL,CYZONE,7.38,7/4/2024
51893042,200090452,FRAGANCIAS,ESIKA,26.1,7/4/2024
52324610,200112748,MAQUILLAJE,ESIKA,13.9,7/4/2024
10018668,200115278,TRATAMIENTO FACIAL,ESIKA,36.9,7/4/2024
52324610,200102351,MAQUILLAJE,ESIKA,20.9,7/4/2024
47430550,200116779,MAQUILLAJE,CYZONE,8.9,7/4/2024
51893042,200086432,FRAGANCIAS,ESIKA,27.7,7/4/2024
52317975,200112748,MAQUILLAJE,ESIKA,34.9,7/4/2024
47430550,200109890,MAQUILLAJE,CYZONE,22.23,7/4/2024
45325695,200109537,CUIDADO PERSONAL,ESIKA,7.38,7/4/2024
52218209,200116899,MAQUILLAJE,CYZONE,11.5,6/24/2024
52216281,200099047,FRAGANCIAS,ESIKA,29.9,6/24/2024
52216281,200106563,MAQUILLAJE,CYZONE,10.9,6/24/2024
52216281,210105394,COMPLEMENTOS,CYZONE,35.9,6/24/2024
52216281,200111352,FRAGANCIAS,ESIKA,39.9,6/24/2024
52216281,200108408,FRAGANCIAS,ESIKA,16,6/24/2024
52216281,200090352,TRATAMIENTO CORPORAL,ESIKA,30.9,6/24/2024
42829803,200103028,CUIDADO PERSONAL,ESIKA,14.9,6/28/2024
52142881,210086712,CUIDADO PERSONAL,ESIKA,21.9,6/28/2024
52142881,200095850,TRATAMIENTO FACIAL,ESIKA,18.9,6/28/2024
49691823,200116284,MAQUILLAJE,LBEL,29,6/28/2024
42829803,200103448,CUIDADO PERSONAL,ESIKA,12.9,6/28/2024
51254023,210104991,BIJOUTERIE,CYZONE,49.9,6/28/2024
52142881,200106852,FRAGANCIAS,LBEL,29.9,6/28/2024
42829803,200111183,TRATAMIENTO CORPORAL,ESIKA,33.9,6/28/2024
42829803,200105041,FRAGANCIAS,ESIKA,45.65,6/28/2024
52324548,200105017,FRAGANCIAS,CYZONE,20,6/28/2024
52324548,200116082,MAQUILLAJE,ESIKA,32.9,6/28/2024
38304471,200098698,TRATAMIENTO FACIAL,ESIKA,26.45,6/28/2024
51254023,200114037,TRATAMIENTO FACIAL,LBEL,17.46,6/28/2024
52208777,200114179,MAQUILLAJE,CYZONE,16.9,6/28/2024
51056906,200095374,CUIDADO PERSONAL,ESIKA,8.79,6/28/2024
52335949,200112748,MAQUILLAJE,ESIKA,20.9,6/28/2024
52142881,200102430,FRAGANCIAS,ESIKA,84.9,6/28/2024
52121175,200095426,CUIDADO PERSONAL,CYZONE,7.38,6/26/2024
52047269,210106001,BIJOUTERIE,ESIKA,44.9,6/26/2024
52121175,210099665,COMPLEMENTOS,CYZONE,34.9,6/26/2024
42845353,200103020,CUIDADO PERSONAL,ESIKA,24.9,6/26/2024
42845353,200064310,FRAGANCIAS,ESIKA,13.3,6/26/2024
52121175,200110703,TRATAMIENTO CORPORAL,CYZONE,11.5,6/26/2024
51844726,200109890,MAQUILLAJE,CYZONE,22.23,7/5/2024
52252415,200100855,TRATAMIENTO FACIAL,CYZONE,28.9,7/5/2024
52249244,210105848,BIJOUTERIE,ESIKA,23.6,7/5/2024
51844726,210104356,MAQUILLAJE,CYZONE,26.67,7/5/2024
36888067,200095170,CUIDADO PERSONAL,ESIKA,5.4,7/5/2024
51940229,200105207,FRAGANCIAS,LBEL,42.9,7/5/2024
51973836,200115405,MAQUILLAJE,CYZONE,21.9,7/5/2024
47499070,200108807,CUIDADO PERSONAL,ESIKA,7.9,7/5/2024
47687314,200109610,MAQUILLAJE,CYZONE,20.9,7/5/2024
52252415,200111319,FRAGANCIAS,LBEL,39.9,7/5/2024
36888067,200105017,FRAGANCIAS,CYZONE,13.51,7/5/2024
51940229,200113615,FRAGANCIAS,LBEL,44.9,7/5/2024
48433154,210105840,BIJOUTERIE,ESIKA,84.9,7/5/2024
52249244,200099686,FRAGANCIAS,CYZONE,15,7/5/2024
52252415,200114813,TRATAMIENTO FACIAL,LBEL,32.9,7/5/2024
47687314,200105011,FRAGANCIAS,CYZONE,37.9,7/5/2024
44371774,200118629,VARIOS,GENERICA,59.9,7/5/2024
47499070,200115500,TRATAMIENTO CORPORAL,CYZONE,13,7/5/2024
48433154,200111352,FRAGANCIAS,ESIKA,39.9,7/5/2024
44371774,200108047,FRAGANCIAS,CYZONE,22.9,7/5/2024
43364677,210102157,BIJOUTERIE,CYZONE,32.9,7/1/2024
52027209,200099047,FRAGANCIAS,ESIKA,56.9,7/1/2024
43364677,200103027,CUIDADO PERSONAL,ESIKA,17.9,7/1/2024
52380553,200118628,VARIOS,GENERICA,59.9,7/1/2024
52280400,200093884,FRAGANCIAS,ESIKA,26.36,7/1/2024
43364677,200114147,TRATAMIENTO CORPORAL,CYZONE,27.9,7/1/2024
51129296,200109612,MAQUILLAJE,CYZONE,20.9,7/1/2024
52415934,200105017,FRAGANCIAS,CYZONE,23.9,7/1/2024
49521464,200107824,CUIDADO PERSONAL,LBEL,24.5,7/1/2024
52027209,200113290,MAQUILLAJE,ESIKA,28.9,7/1/2024
33740395,210104319,MAQUILLAJE,CYZONE,13.9,7/1/2024
48341519,200092910,MAQUILLAJE,LBEL,29.5,7/8/2024
50852121,200111162,FRAGANCIAS,CYZONE,22.77,7/19/2024
44109905,200109166,MAQUILLAJE,CYZONE,8.5,7/8/2024
44109905,200101061,TRATAMIENTO FACIAL,ESIKA,35.9,7/8/2024
10316898,200106657,MAQUILLAJE,ESIKA,17.9,7/25/2024
36888067,200112290,MAQUILLAJE,CYZONE,9.9,7/25/2024
10018668,200108507,CUIDADO PERSONAL,ESIKA,16.9,7/25/2024
10316898,200102071,MAQUILLAJE,ESIKA,23.9,7/25/2024
10316898,210096211,MAQUILLAJE,ESIKA,17.9,7/25/2024
21793760,200101421,FRAGANCIAS,ESIKA,115.9,7/25/2024
36888067,200103028,CUIDADO PERSONAL,ESIKA,13.9,7/25/2024
35775838,200105041,FRAGANCIAS,ESIKA,28.82,7/17/2024
52485088,200103963,TRATAMIENTO CORPORAL,LBEL,9,7/17/2024
33740395,200106346,FRAGANCIAS,ESIKA,30.95,7/17/2024
31344638,200103441,CUIDADO PERSONAL,ESIKA,7.63,7/17/2024
52478715,200105147,MAQUILLAJE,LBEL,19.9,7/17/2024
52478715,200110333,MAQUILLAJE,ESIKA,31.9,7/17/2024
52093236,200084882,FRAGANCIAS,LBEL,39.9,7/17/2024
52485088,200103025,CUIDADO PERSONAL,ESIKA,25,7/17/2024
52093236,200106445,MAQUILLAJE,ESIKA,19.9,7/17/2024
42829803,200095964,FRAGANCIAS,CYZONE,26.9,7/17/2024
35775838,200095570,CUIDADO PERSONAL,ESIKA,6.41,7/17/2024
52093236,200095382,CUIDADO PERSONAL,ESIKA,7.63,7/17/2024
52474183,200114209,MAQUILLAJE,CYZONE,16.9,7/17/2024
35775838,200095374,CUIDADO PERSONAL,ESIKA,7.73,7/17/2024
31344638,200106346,FRAGANCIAS,ESIKA,31.9,7/17/2024
52474183,200105125,CUIDADO PERSONAL,ESIKA,7.38,7/17/2024
52478715,200112748,MAQUILLAJE,ESIKA,22.9,7/17/2024
51766490,200107183,MAQUILLAJE,CYZONE,16.9,7/19/2024
51766490,200109610,MAQUILLAJE,CYZONE,14.9,7/19/2024
52332435,210105999,BIJOUTERIE,CYZONE,21.45,7/19/2024
52321174,200112296,MAQUILLAJE,CYZONE,9.9,7/19/2024
43364677,210105374,COMPLEMENTOS,CYZONE,44.9,7/19/2024
50852121,200113548,FRAGANCIAS,ESIKA,18.65,7/19/2024
52332435,200105041,FRAGANCIAS,ESIKA,34.9,7/19/2024
51766490,200060760,FRAGANCIAS,CYZONE,36.9,7/19/2024
50852121,200111180,FRAGANCIAS,CYZONE,21.51,7/19/2024
52321174,210103644,VARIOS,CYZONE,11.9,7/19/2024
51356535,200105985,MAQUILLAJE,LBEL,17,7/19/2024
51129296,200094217,FRAGANCIAS,ESIKA,69.9,7/19/2024
51254023,210106053,COMPLEMENTOS,CYZONE,15.9,7/19/2024
52321174,200108097,TRATAMIENTO CORPORAL,ESIKA,12.9,7/19/2024
51356535,200095931,FRAGANCIAS,ESIKA,34.9,7/19/2024
51129296,200102045,FRAGANCIAS,ESIKA,84.9,7/19/2024
51766490,210104905,COMPLEMENTOS,CYZONE,29.9,7/19/2024
45579557,210098463,MAQUILLAJE,CYZONE,11.3,7/19/2024
52321174,200115167,MAQUILLAJE,ESIKA,13,7/19/2024
33529260,200113323,MAQUILLAJE,ESIKA,13.9,7/19/2024
51766490,200103923,MAQUILLAJE,CYZONE,16.9,7/19/2024
52332435,200112361,CUIDADO PERSONAL,ESIKA,18.88,7/19/2024
51356535,200099339,MUESTRAS COSMETICOS,LBEL,1.45,7/19/2024
52181135,200106161,TRATAMIENTO CORPORAL,CYZONE,25.9,7/19/2024
52364329,200103963,TRATAMIENTO CORPORAL,LBEL,9,7/19/2024
52282004,200109566,MAQUILLAJE,CYZONE,11.2,7/24/2024
52282004,200039855,FRAGANCIAS,CYZONE,16,7/24/2024
51347056,200105188,CUIDADO PERSONAL,ESIKA,12.9,7/24/2024
49754906,210105868,BIJOUTERIE,ESIKA,79.9,7/24/2024
52282004,210100500,MAQUILLAJE,CYZONE,8.9,7/24/2024
52108101,200106604,MAQUILLAJE,CYZONE,18.9,7/24/2024
51940229,200108671,FRAGANCIAS,ESIKA,37.83,7/24/2024
48904033,200118628,VARIOS,GENERICA,59.9,7/24/2024
51940229,200100365,FRAGANCIAS,ESIKA,26.9,7/24/2024
52178282,200106449,MAQUILLAJE,ESIKA,19.9,7/24/2024
51940229,200113952,TRATAMIENTO FACIAL,CYZONE,27.9,7/24/2024
52282004,200115161,MAQUILLAJE,ESIKA,19.9,7/24/2024
51973836,200102045,FRAGANCIAS,ESIKA,84.9,7/24/2024
44109905,200039855,FRAGANCIAS,CYZONE,39.9,7/8/2024
48341519,210104363,MAQUILLAJE,CYZONE,18.9,7/8/2024
52263344,210104319,MAQUILLAJE,CYZONE,18.9,7/5/2024
47499070,200110703,TRATAMIENTO CORPORAL,CYZONE,17.9,7/5/2024
44371774,210105865,BIJOUTERIE,ESIKA,34.9,7/5/2024
47687314,200105180,CUIDADO PERSONAL,CYZONE,13.9,7/5/2024
21793760,210098530,MAQUILLAJE,CYZONE,19.8,7/5/2024
47687314,200112355,CUIDADO PERSONAL,ESIKA,30.9,7/5/2024
21793760,200095465,CUIDADO PERSONAL,ESIKA,7.38,7/5/2024
44371774,200117468,MAQUILLAJE,ESIKA,23.9,7/5/2024
52252415,200088593,TRATAMIENTO CORPORAL,ESIKA,23.9,7/5/2024
52249244,200098673,FRAGANCIAS,ESIKA,39.9,7/5/2024
47499070,200113781,FRAGANCIAS,CYZONE,18.31,7/5/2024
47499070,200095931,FRAGANCIAS,ESIKA,45.9,7/5/2024
51940229,200098519,FRAGANCIAS,ESIKA,44.9,7/5/2024
51973836,210095421,BIJOUTERIE,ESIKA,54.9,7/5/2024
21793760,200115453,CUIDADO PERSONAL,ESIKA,25.9,7/5/2024
52360757,200105017,FRAGANCIAS,CYZONE,23.9,7/5/2024
52360757,200117468,MAQUILLAJE,ESIKA,14.9,7/5/2024
52249244,200112361,CUIDADO PERSONAL,ESIKA,38.9,7/5/2024
47499070,200095159,CUIDADO PERSONAL,ESIKA,5.4,7/5/2024
52360757,200111183,TRATAMIENTO CORPORAL,ESIKA,33.9,7/5/2024
51973836,200114209,MAQUILLAJE,CYZONE,16.9,7/5/2024
51940229,200111352,FRAGANCIAS,ESIKA,20,7/5/2024
36888067,200103025,CUIDADO PERSONAL,ESIKA,15.76,7/5/2024
52360757,210106476,BIJOUTERIE,CYZONE,42.9,7/5/2024
51940229,200106349,FRAGANCIAS,LBEL,32.9,7/5/2024
36888067,200114179,MAQUILLAJE,CYZONE,11.5,7/5/2024
36888067,200105017,FRAGANCIAS,CYZONE,18.31,7/5/2024
47499070,200105188,CUIDADO PERSONAL,ESIKA,5.4,7/5/2024
47687314,200105017,FRAGANCIAS,CYZONE,20,7/5/2024
52135567,200109537,CUIDADO PERSONAL,ESIKA,7.38,7/16/2024
52135567,200082678,FRAGANCIAS,ESIKA,8,7/16/2024
52135567,200112361,CUIDADO PERSONAL,ESIKA,18.88,7/16/2024
51917480,210105357,COMPLEMENTOS,CYZONE,65.9,7/16/2024
52486300,200095162,CUIDADO PERSONAL,ESIKA,6.1,7/16/2024
52135567,200111162,FRAGANCIAS,CYZONE,25.65,7/16/2024
52135567,200105188,CUIDADO PERSONAL,ESIKA,7.38,7/16/2024
52135567,200060760,FRAGANCIAS,CYZONE,25.65,7/16/2024
52047269,200106657,MAQUILLAJE,ESIKA,17.9,7/16/2024
51917480,200115587,FRAGANCIAS,CYZONE,40.9,7/16/2024
52135567,200102089,MAQUILLAJE,CYZONE,16.9,7/16/2024
52047269,200108048,FRAGANCIAS,CYZONE,26.9,7/16/2024
52135567,200115540,FRAGANCIAS,CYZONE,27.94,7/16/2024
52047269,200114767,MAQUILLAJE,ESIKA,8.9,7/16/2024
51917480,200090349,CUIDADO PERSONAL,ESIKA,19.9,7/16/2024
39625989,200108409,FRAGANCIAS,ESIKA,30.14,7/15/2024
52071712,200095931,FRAGANCIAS,ESIKA,29.05,7/15/2024
52071712,200106454,MAQUILLAJE,ESIKA,19.9,7/15/2024
52280400,200097895,TRATAMIENTO FACIAL,CYZONE,4.9,7/15/2024
48297765,200111184,TRATAMIENTO CORPORAL,ESIKA,36.9,7/15/2024
39625989,200106279,FRAGANCIAS,ESIKA,14.15,7/15/2024
52071712,200095895,FRAGANCIAS,CYZONE,52.9,7/15/2024
52280400,200113410,TRATAMIENTO CORPORAL,LBEL,48.9,7/15/2024
48297765,200115588,FRAGANCIAS,CYZONE,34.9,7/15/2024
52280400,200113952,TRATAMIENTO FACIAL,CYZONE,27.9,7/15/2024
52181135,210105892,BIJOUTERIE,ESIKA,39.9,8/8/2024
52485088,200103448,CUIDADO PERSONAL,ESIKA,7.38,8/8/2024
42845353,210105418,BIJOUTERIE,CYZONE,24.9,8/8/2024
52317975,200115274,MAQUILLAJE,CYZONE,23.34,8/8/2024
9687599,200105017,FRAGANCIAS,CYZONE,20,8/8/2024
52474191,200111318,FRAGANCIAS,LBEL,50,8/8/2024
9687599,200039855,FRAGANCIAS,CYZONE,20,8/8/2024
42845353,200039855,FRAGANCIAS,CYZONE,36.9,8/8/2024
52404940,200114911,FRAGANCIAS,CYZONE,29.9,8/8/2024
52485088,210104319,MAQUILLAJE,CYZONE,26.9,8/8/2024
52478715,200113781,FRAGANCIAS,CYZONE,19.9,8/8/2024
52181135,200116780,MAQUILLAJE,CYZONE,18.9,8/8/2024
52181135,200108908,CUIDADO PERSONAL,CYZONE,17.9,8/8/2024
52485088,200113633,FRAGANCIAS,LBEL,42.54,8/8/2024
52474191,200103025,CUIDADO PERSONAL,ESIKA,26.63,8/8/2024
52317975,200114911,FRAGANCIAS,CYZONE,34.95,8/8/2024
52485088,200108674,CUIDADO PERSONAL,ESIKA,7.38,8/8/2024
42845353,200106455,MAQUILLAJE,ESIKA,13.9,8/8/2024
44109905,200105215,TRATAMIENTO FACIAL,ESIKA,36.9,7/8/2024
48341519,200092913,MAQUILLAJE,LBEL,29.5,7/8/2024
44109905,200112904,MAQUILLAJE,CYZONE,17.9,7/8/2024
35775838,200103022,CUIDADO PERSONAL,ESIKA,13.35,7/17/2024
52218209,200098673,FRAGANCIAS,ESIKA,25.96,7/9/2024
48341519,200102351,MAQUILLAJE,ESIKA,20.9,7/8/2024
49754906,210103972,COMPLEMENTOS,CYZONE,72.9,8/15/2024
52249244,200098698,TRATAMIENTO FACIAL,ESIKA,28.9,8/15/2024
51893042,200105011,FRAGANCIAS,CYZONE,32.9,8/15/2024
52249244,200078931,CUIDADO PERSONAL,ESIKA,10.99,8/15/2024
34978506,200099047,FRAGANCIAS,ESIKA,25.9,8/15/2024
52063728,200082674,FRAGANCIAS,ESIKA,14.9,8/15/2024
51893042,210105367,COMPLEMENTOS,CYZONE,57.9,8/15/2024
52249244,200115934,TRATAMIENTO FACIAL,ESIKA,28.9,8/15/2024
49754906,210100495,MAQUILLAJE,CYZONE,8.9,8/15/2024
49754906,210107066,BIJOUTERIE,ESIKA,29.9,8/15/2024
52324610,200113781,FRAGANCIAS,CYZONE,26.9,8/15/2024
52324610,210105816,BIJOUTERIE,ESIKA,49.9,8/15/2024
51893042,200115591,TRATAMIENTO FACIAL,LBEL,79,8/15/2024
52249244,200088133,FRAGANCIAS,ESIKA,26.64,8/15/2024
49754906,200115278,TRATAMIENTO FACIAL,ESIKA,36.9,8/15/2024
51893042,200072913,FRAGANCIAS,ESIKA,14.3,8/15/2024
52063728,210105776,COMPLEMENTOS,ESIKA,10,8/15/2024
52249244,210104358,MAQUILLAJE,CYZONE,23.9,8/15/2024
52360757,210105195,LENTES,ESIKA,79.9,8/15/2024
51893042,200114208,MAQUILLAJE,CYZONE,22.9,8/15/2024
51893042,200113316,MAQUILLAJE,ESIKA,14.9,8/15/2024
51893042,200105157,MAQUILLAJE,LBEL,15,8/15/2024
34978506,200115451,CUIDADO PERSONAL,ESIKA,12.1,8/15/2024
51893042,200115551,TRATAMIENTO CORPORAL,CYZONE,10,8/15/2024
52063728,200115278,TRATAMIENTO FACIAL,ESIKA,19.9,8/15/2024
52249244,200103022,CUIDADO PERSONAL,ESIKA,10.99,8/15/2024
51893042,200114070,MAQUILLAJE,ESIKA,51.9,8/15/2024
49754906,200109874,FRAGANCIAS,CYZONE,32.9,8/15/2024
49754906,200108160,FRAGANCIAS,LBEL,20,8/15/2024
51893042,210086462,CUIDADO PERSONAL,ESIKA,21.9,8/15/2024
52341973,210105481,PROMOCION USUARIOS,CYZONE,44.9,8/5/2024
52218209,210099660,COMPLEMENTOS,CYZONE,49.9,8/5/2024
52341973,200106457,MAQUILLAJE,ESIKA,13.9,8/5/2024
52218209,200101061,TRATAMIENTO FACIAL,ESIKA,26.9,8/5/2024
23240475,200105214,TRATAMIENTO FACIAL,ESIKA,32.45,8/14/2024
47780152,200112749,MAQUILLAJE,ESIKA,6.9,8/14/2024
47780152,200105328,FRAGANCIAS,ESIKA,20.9,8/14/2024
23240475,200116168,MAQUILLAJE,LBEL,18.3,8/14/2024
50368645,200095464,CUIDADO PERSONAL,ESIKA,7.38,8/14/2024
50368645,200097947,FRAGANCIAS,CYZONE,32.9,8/14/2024
52178282,210104367,MAQUILLAJE,CYZONE,17.9,8/14/2024
39592525,200105180,CUIDADO PERSONAL,CYZONE,7.38,8/14/2024
51347056,200106560,MAQUILLAJE,CYZONE,20.9,8/14/2024
39592525,200112361,CUIDADO PERSONAL,ESIKA,25.9,8/14/2024
50368645,200103452,CUIDADO PERSONAL,LBEL,7.38,8/14/2024
52474183,200099047,FRAGANCIAS,ESIKA,43.65,8/14/2024
51890019,200088133,FRAGANCIAS,ESIKA,25.92,8/14/2024
23240475,200114209,MAQUILLAJE,CYZONE,15.9,8/14/2024
52178282,210105135,BIJOUTERIE,ESIKA,59.9,8/14/2024
47780152,210104996,BIJOUTERIE,CYZONE,29.9,8/14/2024
47266211,200097895,TRATAMIENTO FACIAL,CYZONE,4.9,8/16/2024
52128625,200089168,FRAGANCIAS,CYZONE,34.95,8/16/2024
52208297,200105017,FRAGANCIAS,CYZONE,18.42,8/16/2024
52105560,200113372,TRATAMIENTO FACIAL,LBEL,9.9,8/16/2024
52108101,200115496,FRAGANCIAS,CYZONE,17.9,8/16/2024
51973836,200102820,TRATAMIENTO CORPORAL,ESIKA,24.9,8/16/2024
36888067,200115983,FRAGANCIAS,CYZONE,23.3,8/16/2024
52108101,200115500,TRATAMIENTO CORPORAL,CYZONE,12,8/16/2024
52108101,200114784,TRATAMIENTO FACIAL,CYZONE,17.9,8/16/2024
52373875,200072913,FRAGANCIAS,ESIKA,26.9,8/16/2024
51973836,210101429,BIJOUTERIE,ESIKA,49.9,8/16/2024
52108101,210105135,BIJOUTERIE,ESIKA,39.9,8/16/2024
47266211,200114988,TRATAMIENTO CORPORAL,ESIKA,15,8/16/2024
52046947,200091727,FRAGANCIAS,ESIKA,47.9,7/26/2024
52263344,200106445,MAQUILLAJE,ESIKA,19.9,7/26/2024
51844726,200103025,CUIDADO PERSONAL,ESIKA,29.9,7/26/2024
52073731,200113548,FRAGANCIAS,ESIKA,43.3,7/26/2024
8351554,200102090,MAQUILLAJE,CYZONE,16.9,7/26/2024
47266211,200108160,FRAGANCIAS,LBEL,39.9,7/26/2024
52046947,200095465,CUIDADO PERSONAL,ESIKA,4.98,7/26/2024
8351554,200116400,MAQUILLAJE,CYZONE,13.9,7/26/2024
52046947,200111352,FRAGANCIAS,ESIKA,29.9,7/26/2024
52263344,200116194,MAQUILLAJE,ESIKA,23.9,7/26/2024
9687599,200105195,CUIDADO PERSONAL,ESIKA,4.98,7/26/2024
8351554,200106444,MAQUILLAJE,ESIKA,19.9,7/26/2024
52373875,200115169,MAQUILLAJE,ESIKA,13.9,8/16/2024
52373875,210105854,BIJOUTERIE,ESIKA,49.9,8/16/2024
47266211,200112352,FRAGANCIAS,CYZONE,37.9,8/16/2024
52373875,200099100,MAQUILLAJE,LBEL,58,8/16/2024
52105560,200115484,TRATAMIENTO FACIAL,CYZONE,20.9,8/16/2024
52105560,200086432,FRAGANCIAS,ESIKA,31.3,8/16/2024
52208297,200103025,CUIDADO PERSONAL,ESIKA,21.48,8/16/2024
52105560,200111132,MAQUILLAJE,CYZONE,17.9,8/16/2024
52108101,200112307,FRAGANCIAS,ESIKA,29.9,8/16/2024
52105560,200106284,FRAGANCIAS,ESIKA,49.9,8/16/2024
52263344,200113639,FRAGANCIAS,CYZONE,41.9,8/16/2024
52105560,200114784,TRATAMIENTO FACIAL,CYZONE,17.9,8/16/2024
52208297,200115274,MAQUILLAJE,CYZONE,23.34,8/16/2024
52128625,200114550,TRATAMIENTO FACIAL,CYZONE,10,8/16/2024
47266211,200103020,CUIDADO PERSONAL,ESIKA,12.19,8/16/2024
51844726,210103176,BIJOUTERIE,ESIKA,54.9,8/16/2024
51254023,200117468,MAQUILLAJE,ESIKA,15.9,8/29/2024
