CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
50349691,210102626,HOGAR,CYZONE,31.9,7/4/2023
50476650,200105041,FRAGANCIAS,ESIKA,24.9,7/4/2023
48605184,200095931,FRAGANCIAS,ESIKA,44.9,10/13/2023
46587790,200095170,CUIDADO PERSONAL,ESIKA,7.38,7/24/2023
45325695,210105919,BIJOUTERIE,CYZONE,37.9,10/13/2023
49588232,210102611,COMPLEMENTOS,CYZONE,32.9,7/26/2023
49103301,200112748,MAQUILLAJE,ESIKA,20.9,7/20/2023
41317310,210095652,MAQUILLAJE,CYZONE,12.9,7/20/2023
8351554,200082678,FRAGANCIAS,ESIKA,22.9,7/6/2023
50496473,200099339,MUESTRAS COSMETICOS,LBEL,1.5,7/7/2023
42382701,200104065,TRATAMIENTO FACIAL,LBEL,45,10/13/2023
34216002,200104066,TRATAMIENTO CORPORAL,LBEL,13.88,7/20/2023
46016947,200092744,FRAGANCIAS,CYZONE,34.9,7/6/2023
33529260,200098885,MUESTRAS COSMETICOS,ESIKA,2.4,7/24/2023
50795365,200106488,TRATAMIENTO FACIAL,CYZONE,24.9,7/14/2023
50507157,200095170,CUIDADO PERSONAL,ESIKA,7.5,8/14/2023
42670251,200113781,FRAGANCIAS,CYZONE,24.44,12/7/2023
47412552,200082687,CUIDADO PERSONAL,ESIKA,14.97,12/7/2023
42670251,210095971,MAQUILLAJE,CYZONE,10.88,12/7/2023
21793760,200108473,MUESTRAS COSMETICOS,ESIKA,1.9,12/7/2023
21793760,200109874,FRAGANCIAS,CYZONE,39.9,12/7/2023
48297765,210102487,PROMOCION USUARIOS,ESIKA,90,12/7/2023
42670251,200113781,FRAGANCIAS,CYZONE,16.32,12/7/2023
48297765,200113915,MAQUILLAJE,LBEL,49,12/7/2023
42670251,210103996,COMPLEMENTOS,CYZONE,59.9,12/7/2023
44196425,200095159,CUIDADO PERSONAL,ESIKA,8.9,12/7/2023
51254023,200105982,MAQUILLAJE,LBEL,21,12/7/2023
48297765,200104924,CUIDADO PERSONAL,ESIKA,15.9,12/7/2023
42670251,210099696,PROMOCION USUARIOS,CYZONE,1.02,12/7/2023
44196425,200108908,CUIDADO PERSONAL,CYZONE,22.9,12/7/2023
21793760,200109872,FRAGANCIAS,CYZONE,52.9,12/7/2023
50368645,200108408,FRAGANCIAS,ESIKA,16,12/13/2023
39592525,200089509,FRAGANCIAS,ESIKA,39.9,12/14/2023
49711530,200112304,FRAGANCIAS,ESIKA,43.9,12/12/2023
45325695,200115166,MAQUILLAJE,ESIKA,17.45,12/14/2023
39592525,200112304,FRAGANCIAS,ESIKA,35.65,12/14/2023
49588232,200109537,CUIDADO PERSONAL,ESIKA,4.68,12/12/2023
46114531,200106440,MAQUILLAJE,ESIKA,29.9,12/12/2023
50935558,200102045,FRAGANCIAS,ESIKA,39.9,12/6/2023
51181794,200109584,FRAGANCIAS,ESIKA,56.33,12/14/2023
51056906,200090658,MUESTRAS COSMETICOS,LBEL,4.9,12/7/2023
47430550,210099696,PROMOCION USUARIOS,CYZONE,1.17,12/14/2023
50973573,210100298,PROMOCION USUARIOS,ESIKA,1,12/6/2023
50935558,200113372,TRATAMIENTO FACIAL,LBEL,19.9,12/6/2023
50368645,200084777,CUIDADO PERSONAL,CYZONE,16.9,12/13/2023
47430550,200108409,FRAGANCIAS,ESIKA,19.23,12/14/2023
45325695,200095465,CUIDADO PERSONAL,ESIKA,7.38,12/14/2023
50368645,200106452,MAQUILLAJE,ESIKA,6,12/13/2023
49711530,200093883,FRAGANCIAS,ESIKA,17.21,12/12/2023
45325695,200095159,CUIDADO PERSONAL,ESIKA,7.38,12/14/2023
50368645,200115489,FRAGANCIAS,CYZONE,21,12/13/2023
51181794,200103354,MAQUILLAJE,ESIKA,18.34,12/14/2023
45325695,200112307,FRAGANCIAS,ESIKA,27.48,12/14/2023
50368645,200099196,FRAGANCIAS,LBEL,37.9,12/13/2023
23240475,200115632,MAQUILLAJE,CYZONE,16.9,12/12/2023
11692060,200100365,FRAGANCIAS,ESIKA,27,4/10/2023
45697525,200113720,MAQUILLAJE,CYZONE,10.99,4/12/2023
50476650,200111316,MUESTRAS COSMETICOS,LBEL,1.9,4/14/2023
50147800,200106458,MAQUILLAJE,ESIKA,19.9,4/19/2023
49740433,200105041,FRAGANCIAS,ESIKA,31,4/5/2023
49330626,200078924,CUIDADO PERSONAL,ESIKA,11.65,4/17/2023
49864469,200103405,MAQUILLAJE,ESIKA,16.4,4/5/2023
50529959,200093883,FRAGANCIAS,ESIKA,22.41,4/12/2023
45697525,210097922,MAQUILLAJE,CYZONE,25.9,4/12/2023
48950426,200099310,FRAGANCIAS,ESIKA,16.1,1/3/2023
49754906,200104257,FRAGANCIAS,ESIKA,37.26,6/13/2023
34191115,210096207,MAQUILLAJE,ESIKA,9.7,2/13/2023
33777957,200089508,TRATAMIENTO CORPORAL,ESIKA,24.9,4/26/2023
47499070,200094858,MAQUILLAJE,ESIKA,15.9,3/8/2023
45680231,210086462,CUIDADO PERSONAL,ESIKA,21.9,4/10/2023
39061287,210102487,PROMOCION USUARIOS,ESIKA,59.9,5/31/2023
40764801,200095385,TRATAMIENTO CORPORAL,ESIKA,51.9,5/4/2023
49864310,210102085,PROMOCION USUARIOS,ESIKA,47.9,3/3/2023
48177719,200103027,CUIDADO PERSONAL,ESIKA,20.9,12/30/2022
50034054,200106356,FRAGANCIAS,CYZONE,39.9,5/3/2023
50291766,200090352,TRATAMIENTO CORPORAL,ESIKA,34.9,2/27/2023
49814240,210103181,BIJOUTERIE,ESIKA,39.9,1/16/2023
11692060,200101074,MAQUILLAJE,CYZONE,20.9,2/6/2023
49470762,200102092,MAQUILLAJE,CYZONE,18.95,5/15/2023
44242133,200105011,FRAGANCIAS,CYZONE,28,2/9/2023
42382701,200102092,MAQUILLAJE,CYZONE,22.9,2/9/2023
44413795,200106443,MAQUILLAJE,ESIKA,29.9,2/23/2023
12221789,200103449,CUIDADO PERSONAL,CYZONE,7.38,3/10/2023
49728603,200102104,MAQUILLAJE,CYZONE,16.9,12/22/2022
39630249,200098640,TRATAMIENTO FACIAL,ESIKA,40.56,1/13/2023
49434669,200108048,FRAGANCIAS,CYZONE,14.98,3/27/2023
47499070,200089510,CUIDADO PERSONAL,CYZONE,22.9,3/8/2023
12221789,200083913,FRAGANCIAS,LBEL,29.9,3/10/2023
49401760,200111234,TRATAMIENTO FACIAL,ESIKA,17.9,4/12/2023
49401760,200095464,CUIDADO PERSONAL,ESIKA,5.44,4/12/2023
47499070,200108047,FRAGANCIAS,CYZONE,17.07,3/8/2023
39592525,210100497,MAQUILLAJE,CYZONE,7.9,4/18/2023
49754906,200100866,FRAGANCIAS,ESIKA,78.13,6/13/2023
48212689,200107883,CUIDADO PERSONAL,CYZONE,5.79,1/30/2023
49470762,200112606,MAQUILLAJE,ESIKA,24.9,5/15/2023
4623541,210101561,BIJOUTERIE,ESIKA,39.9,2/6/2023
50015882,200090349,CUIDADO PERSONAL,ESIKA,23.9,5/15/2023
50462889,210095993,MAQUILLAJE,ESIKA,18.9,6/13/2023
49975686,200083997,FRAGANCIAS,ESIKA,62.9,12/29/2022
49975686,200108671,FRAGANCIAS,ESIKA,79.9,3/9/2023
49857217,200085181,MAQUILLAJE,CYZONE,2.18,1/19/2023
49931050,200086399,FRAGANCIAS,LBEL,13.3,4/17/2023
49968221,200106312,FRAGANCIAS,ESIKA,24.9,5/5/2023
50014223,200108507,CUIDADO PERSONAL,ESIKA,14.9,3/9/2023
40307516,200105188,CUIDADO PERSONAL,ESIKA,5.74,4/18/2023
4623541,210101264,COMPLEMENTOS,CYZONE,46.9,3/17/2023
49877986,210097364,COMPLEMENTOS,CYZONE,31.5,1/23/2023
50462889,200105222,TRATAMIENTO FACIAL,ESIKA,25.9,6/13/2023
33529260,200106606,MAQUILLAJE,CYZONE,16.9,2/7/2023
50496473,210097030,CUIDADO PERSONAL,LBEL,12.5,6/13/2023
42567566,210103639,BIJOUTERIE,ESIKA,24.9,4/7/2023
34216002,210103622,BIJOUTERIE,ESIKA,39.9,5/4/2023
49389949,200106556,MAQUILLAJE,CYZONE,17.9,4/5/2023
47499070,210098884,MAQUILLAJE,CYZONE,26.9,3/8/2023
49975686,210098883,MAQUILLAJE,CYZONE,26.9,3/9/2023
48212689,200105165,MAQUILLAJE,LBEL,21.45,4/7/2023
50545385,200091269,CUIDADO PERSONAL,LBEL,32.9,4/13/2023
49705387,200105005,FRAGANCIAS,CYZONE,23.73,3/6/2023
49968221,200105017,FRAGANCIAS,CYZONE,21.9,5/26/2023
48674135,200101571,MAQUILLAJE,ESIKA,17.9,12/27/2022
44661489,200078930,CUIDADO PERSONAL,ESIKA,15.9,1/18/2023
50496473,200106565,MAQUILLAJE,CYZONE,20.9,6/13/2023
49961014,200105188,CUIDADO PERSONAL,ESIKA,4.95,12/22/2022
34216002,200106346,FRAGANCIAS,ESIKA,35,5/4/2023
50391108,210100629,COMPLEMENTOS,CYZONE,49.9,5/4/2023
49754906,200106459,MAQUILLAJE,ESIKA,21.9,6/13/2023
45680231,200092281,CUIDADO PERSONAL,ESIKA,16.9,2/8/2023
49588232,200109263,TRATAMIENTO FACIAL,CYZONE,18.9,5/4/2023
39523851,210101983,COMPLEMENTOS,CYZONE,54.9,6/13/2023
47499070,200072913,FRAGANCIAS,ESIKA,13.3,3/8/2023
39523851,210103750,HOGAR,CYZONE,86.9,6/13/2023
47499070,210098882,MAQUILLAJE,CYZONE,26.9,3/8/2023
48297765,200088133,FRAGANCIAS,ESIKA,69.9,2/3/2023
48346014,200108473,MUESTRAS COSMETICOS,ESIKA,1.2,5/29/2023
49470762,200112287,MAQUILLAJE,CYZONE,10.5,5/15/2023
49975686,200113179,FRAGANCIAS,ESIKA,26.64,3/9/2023
48341519,200102108,MAQUILLAJE,CYZONE,14.95,4/10/2023
48297765,200095420,CUIDADO PERSONAL,ESIKA,7.38,6/1/2023
49434669,210100496,MAQUILLAJE,CYZONE,7.9,3/27/2023
33740395,200111155,FRAGANCIAS,CYZONE,23.32,10/31/2023
46016947,210103945,COMPLEMENTOS,CYZONE,32.9,10/31/2023
3441296,200103719,MAQUILLAJE,ESIKA,23.9,10/31/2023
50974227,200101584,MAQUILLAJE,ESIKA,18.9,10/31/2023
23240475,200095570,CUIDADO PERSONAL,ESIKA,11.9,10/31/2023
50843157,200103354,MAQUILLAJE,ESIKA,14.9,10/31/2023
46114531,200103355,MAQUILLAJE,ESIKA,14.9,10/31/2023
3441296,200095931,FRAGANCIAS,ESIKA,53.33,10/31/2023
50368645,210105919,BIJOUTERIE,CYZONE,1.37,10/31/2023
50391108,200110649,MAQUILLAJE,ESIKA,15.8,8/21/2023
50391108,200102430,FRAGANCIAS,ESIKA,69.9,8/21/2023
50391108,210098480,MAQUILLAJE,ESIKA,36.9,8/21/2023
50973573,200089509,FRAGANCIAS,ESIKA,54.9,8/21/2023
49877986,200105125,CUIDADO PERSONAL,ESIKA,7.38,8/21/2023
49877986,200095374,CUIDADO PERSONAL,ESIKA,7.38,8/21/2023
48297765,200078931,CUIDADO PERSONAL,ESIKA,11.65,8/24/2023
48433154,200112962,MAQUILLAJE,ESIKA,22.9,9/11/2023
50349691,210099852,MAQUILLAJE,CYZONE,54.9,9/5/2023
48346014,210103572,BIJOUTERIE,ESIKA,69.9,7/10/2023
50437760,200105188,CUIDADO PERSONAL,ESIKA,7.63,7/7/2023
50941108,200086172,FRAGANCIAS,CYZONE,24.97,10/6/2023
50697932,210095249,CUIDADO PERSONAL,CYZONE,22.9,10/2/2023
42382701,210100496,MAQUILLAJE,CYZONE,8.95,8/18/2023
47948835,200082674,FRAGANCIAS,ESIKA,9.95,10/9/2023
11976964,210103771,BIJOUTERIE,ESIKA,39.9,8/29/2023
50697932,210092742,MAQUILLAJE,ESIKA,18.44,8/29/2023
50692213,210102116,MAQUILLAJE,CYZONE,32.9,8/31/2023
50692213,210105257,BIJOUTERIE,ESIKA,29.9,8/31/2023
33090625,200106443,MAQUILLAJE,ESIKA,19.9,8/14/2023
50366901,200102761,MAQUILLAJE,ESIKA,25.9,8/31/2023
11976964,200090452,FRAGANCIAS,ESIKA,39.9,8/29/2023
47412552,200113200,MAQUILLAJE,LBEL,14.97,8/31/2023
49961014,200105188,CUIDADO PERSONAL,ESIKA,5.1,8/31/2023
49703155,200085524,TRATAMIENTO FACIAL,LBEL,52,7/26/2023
45325695,200098800,MAQUILLAJE,CYZONE,17.9,7/26/2023
50680312,210102564,COMPLEMENTOS,CYZONE,44.9,8/16/2023
49588232,210102022,COMPLEMENTOS,CYZONE,34.9,7/26/2023
36649356,200102430,FRAGANCIAS,ESIKA,16.63,8/16/2023
36649356,200111352,FRAGANCIAS,ESIKA,74.9,7/5/2023
50692213,200106594,MAQUILLAJE,CYZONE,14.9,8/16/2023
50843157,200102109,MAQUILLAJE,CYZONE,14.9,8/29/2023
49401760,200095663,CUIDADO PERSONAL,CYZONE,4.99,9/25/2023
37789771,200114037,TRATAMIENTO FACIAL,LBEL,17.9,8/14/2023
50349691,200110338,MAQUILLAJE,ESIKA,19.9,9/19/2023
45325695,200103448,CUIDADO PERSONAL,ESIKA,5.1,7/26/2023
8351554,210100495,MAQUILLAJE,CYZONE,12.9,7/26/2023
50545385,200110342,MAQUILLAJE,ESIKA,12,7/26/2023
51096878,200094217,FRAGANCIAS,ESIKA,67.57,8/31/2023
49588232,200090352,TRATAMIENTO CORPORAL,ESIKA,32.45,7/26/2023
48212689,200113464,FRAGANCIAS,CYZONE,17.47,8/29/2023
50507157,200108908,CUIDADO PERSONAL,CYZONE,16.9,8/14/2023
50773094,200106562,MAQUILLAJE,CYZONE,16.9,9/19/2023
45494314,210103998,COMPLEMENTOS,CYZONE,62.9,8/31/2023
50773094,200108408,FRAGANCIAS,ESIKA,22.35,9/19/2023
50967689,200103025,CUIDADO PERSONAL,ESIKA,21.98,8/14/2023
50692213,210099852,MAQUILLAJE,CYZONE,54.9,8/31/2023
46289234,200089507,FRAGANCIAS,ESIKA,54.9,8/14/2023
50967689,200083902,FRAGANCIAS,ESIKA,43.9,8/14/2023
47412552,210100655,COMPLEMENTOS,CYZONE,86.9,8/31/2023
46611063,200107434,MAQUILLAJE,CYZONE,33.9,8/29/2023
33999992,200091727,FRAGANCIAS,ESIKA,44.9,8/31/2023
49588232,200106852,FRAGANCIAS,LBEL,24.95,8/14/2023
49588232,200106852,FRAGANCIAS,LBEL,24.95,8/14/2023
49728603,210102549,BIJOUTERIE,CYZONE,59.9,8/29/2023
50773094,200094936,FRAGANCIAS,CYZONE,22.9,9/19/2023
46289234,210103465,BIJOUTERIE,ESIKA,69.9,8/31/2023
36649356,200111130,FRAGANCIAS,ESIKA,39.9,8/31/2023
50507157,200110090,CUIDADO PERSONAL,LBEL,23,8/14/2023
42670251,210100074,BIJOUTERIE,ESIKA,39.9,8/14/2023
47430550,200112749,MAQUILLAJE,ESIKA,12.9,7/26/2023
49588232,200110337,MAQUILLAJE,ESIKA,25.9,8/14/2023
50366901,210102039,COMPLEMENTOS,CYZONE,46.9,8/31/2023
36649356,200091727,FRAGANCIAS,ESIKA,44.9,8/31/2023
49877986,200108157,FRAGANCIAS,LBEL,44,9/4/2023
42670251,200097067,CUIDADO PERSONAL,ESIKA,27.47,8/14/2023
49961014,200111234,TRATAMIENTO FACIAL,ESIKA,24.9,8/31/2023
50967689,200108908,CUIDADO PERSONAL,CYZONE,16.9,8/14/2023
35591273,210102132,RELOJES,ESIKA,90,9/19/2023
36649356,200112303,FRAGANCIAS,ESIKA,69.9,8/31/2023
49588232,200106161,TRATAMIENTO CORPORAL,CYZONE,25,8/14/2023
47412552,200105655,CUIDADO PERSONAL,ESIKA,24.9,8/31/2023
47412552,200036215,ACCESORIOS COSMETICOS,ESIKA,14.9,8/31/2023
42670251,200095162,CUIDADO PERSONAL,ESIKA,7.38,9/4/2023
49588232,210102546,BIJOUTERIE,CYZONE,49.9,8/14/2023
50366901,200111130,FRAGANCIAS,ESIKA,39.9,8/31/2023
49703155,200090455,FRAGANCIAS,ESIKA,30.64,8/16/2023
50349691,200103027,CUIDADO PERSONAL,ESIKA,23.9,8/16/2023
50935558,210093776,BIJOUTERIE,ESIKA,62.9,8/31/2023
49506570,200103441,CUIDADO PERSONAL,ESIKA,14.9,7/26/2023
48177719,200094066,FRAGANCIAS,CYZONE,22.9,9/4/2023
50692213,200090452,FRAGANCIAS,ESIKA,47.9,7/26/2023
37789771,200090350,TRATAMIENTO CORPORAL,ESIKA,35.9,8/14/2023
46016947,210098471,MAQUILLAJE,CYZONE,12.9,9/1/2023
39625989,210102038,COMPLEMENTOS,CYZONE,46.9,9/4/2023
46016947,200095159,CUIDADO PERSONAL,ESIKA,7.38,9/1/2023
50697932,210100407,CUIDADO PERSONAL,CYZONE,22.9,7/17/2023
47948835,200095153,CUIDADO PERSONAL,ESIKA,4.99,9/1/2023
11976964,200102519,MAQUILLAJE,ESIKA,41.9,1/9/2023
10576075,210098308,MAQUILLAJE,ESIKA,16.9,2/20/2023
49206860,210102151,BIJOUTERIE,CYZONE,31.9,12/22/2022
45869830,200106663,MAQUILLAJE,ESIKA,16.9,2/7/2023
48346014,200095666,CUIDADO PERSONAL,CYZONE,41.42,6/16/2023
44109905,200099047,FRAGANCIAS,ESIKA,19.95,2/9/2023
48655904,200086399,FRAGANCIAS,LBEL,46.13,12/22/2022
49754906,200095153,CUIDADO PERSONAL,ESIKA,7.38,2/13/2023
30803868,200108674,CUIDADO PERSONAL,ESIKA,7.38,2/28/2023
49657315,210103745,BIJOUTERIE,ESIKA,59.9,2/21/2023
48855490,210101976,COMPLEMENTOS,CYZONE,48.45,1/9/2023
44109905,210097923,MAQUILLAJE,CYZONE,25.9,5/29/2023
50462889,210101990,COMPLEMENTOS,CYZONE,69.9,5/29/2023
50302369,200106346,FRAGANCIAS,ESIKA,24.49,2/9/2023
36949902,210102151,BIJOUTERIE,CYZONE,31.9,12/19/2022
49434669,200095170,CUIDADO PERSONAL,ESIKA,7.63,2/13/2023
49705387,200103025,CUIDADO PERSONAL,ESIKA,29.9,5/8/2023
10459362,200103716,MAQUILLAJE,ESIKA,24.95,12/16/2022
31826446,200095162,CUIDADO PERSONAL,ESIKA,8.9,12/21/2022
48823106,200082688,CUIDADO PERSONAL,ESIKA,13.9,2/7/2023
50224287,200103025,CUIDADO PERSONAL,ESIKA,26.63,2/7/2023
34191115,200106378,FRAGANCIAS,CYZONE,34.9,1/17/2023
31826446,200095895,FRAGANCIAS,CYZONE,23.72,2/27/2023
40307516,200089498,TRATAMIENTO CORPORAL,ESIKA,36.9,2/13/2023
47948835,200097066,CUIDADO PERSONAL,ESIKA,30.9,2/21/2023
40307516,200109164,MAQUILLAJE,CYZONE,17.9,5/8/2023
41317310,200095162,CUIDADO PERSONAL,ESIKA,7.38,1/31/2023
50405737,210103771,BIJOUTERIE,ESIKA,44.9,5/8/2023
33529260,200084555,TRATAMIENTO FACIAL,LBEL,72.86,4/11/2023
48346014,200099612,MAQUILLAJE,ESIKA,3.9,3/24/2023
50530272,200111234,TRATAMIENTO FACIAL,ESIKA,28.9,6/19/2023
49470762,200084778,CUIDADO PERSONAL,CYZONE,20.9,2/21/2023
50391108,200105180,CUIDADO PERSONAL,CYZONE,10.9,6/19/2023
49657315,200107360,MAQUILLAJE,CYZONE,13.9,5/6/2023
48346014,210098492,MAQUILLAJE,ESIKA,25.9,2/9/2023
42382701,210095212,TRATAMIENTO FACIAL,LBEL,2.38,2/9/2023
49728603,200102045,FRAGANCIAS,ESIKA,8.5,3/16/2023
47499070,200110328,MAQUILLAJE,ESIKA,22.9,5/8/2023
49588232,210098520,MAQUILLAJE,CYZONE,12.9,3/22/2023
11692060,200095666,CUIDADO PERSONAL,CYZONE,7.38,4/10/2023
50574822,200106346,FRAGANCIAS,ESIKA,31.81,5/8/2023
49086741,210102012,COMPLEMENTOS,CYZONE,66.9,2/8/2023
50574822,200104714,TRATAMIENTO CORPORAL,LBEL,18,5/8/2023
48433154,200093883,FRAGANCIAS,ESIKA,17.45,6/19/2023
8351554,210102134,RELOJES,ESIKA,129.9,6/19/2023
48212689,200097066,CUIDADO PERSONAL,ESIKA,32.9,4/25/2023
48341519,200109874,FRAGANCIAS,CYZONE,24.9,2/6/2023
50639266,210102131,RELOJES,ESIKA,119.9,6/16/2023
49657315,200102110,MAQUILLAJE,CYZONE,17.9,5/6/2023
11976964,200107365,MAQUILLAJE,CYZONE,13.9,2/20/2023
42382701,200094830,MAQUILLAJE,ESIKA,20.9,5/6/2023
47430550,200103963,TRATAMIENTO CORPORAL,LBEL,11.87,5/4/2023
48297765,200103452,CUIDADO PERSONAL,LBEL,7.38,2/27/2023
50513580,200106354,FRAGANCIAS,LBEL,54.95,5/8/2023
49389949,200098795,MAQUILLAJE,CYZONE,17.9,4/26/2023
50051617,210102330,BIJOUTERIE,ESIKA,38.9,1/4/2023
39061287,200105195,CUIDADO PERSONAL,ESIKA,7.38,6/20/2023
33529260,200102762,MAQUILLAJE,ESIKA,30.9,2/7/2023
33905173,210100260,PROMOCION USUARIOS,LBEL,58.41,1/10/2023
50445577,200110691,FRAGANCIAS,ESIKA,19.9,6/20/2023
46941012,200077266,MAQUILLAJE,LBEL,24,2/6/2023
36949902,200036215,ACCESORIOS COSMETICOS,ESIKA,19.9,3/14/2023
50387488,200082687,CUIDADO PERSONAL,ESIKA,17.9,3/27/2023
48346014,200113245,MUESTRAS COSMETICOS,LBEL,1.2,4/13/2023
46941012,210100495,MAQUILLAJE,CYZONE,12.9,5/8/2023
41317310,200105188,CUIDADO PERSONAL,ESIKA,8.79,6/7/2023
49705387,210098521,MAQUILLAJE,CYZONE,14.9,5/8/2023
39625989,200103961,TRATAMIENTO CORPORAL,LBEL,5.89,12/21/2022
50051617,200106505,MAQUILLAJE,ESIKA,28.9,1/20/2023
45697525,200107185,MAQUILLAJE,CYZONE,10.99,4/12/2023
50052273,200092025,FRAGANCIAS,CYZONE,32.9,1/19/2023
49968221,200106045,MAQUILLAJE,LBEL,40,3/24/2023
47499070,210101256,COMPLEMENTOS,CYZONE,66.9,5/8/2023
50302369,210099429,MAQUILLAJE,CYZONE,31.9,2/23/2023
48823106,200105008,FRAGANCIAS,CYZONE,22.16,3/16/2023
50147800,200108892,TRATAMIENTO FACIAL,CYZONE,25.9,1/2/2023
49877986,200109134,FRAGANCIAS,ESIKA,24.95,5/8/2023
49877986,200109134,FRAGANCIAS,ESIKA,24.95,5/8/2023
49877986,200103027,CUIDADO PERSONAL,ESIKA,22.9,5/8/2023
50530272,210101255,COMPLEMENTOS,CYZONE,86.9,4/29/2023
49877986,200111234,TRATAMIENTO FACIAL,ESIKA,32.9,5/8/2023
49728603,210096118,COMPLEMENTOS,CYZONE,64.9,6/7/2023
50529959,200095430,CUIDADO PERSONAL,CYZONE,8.41,6/14/2023
49470762,200095170,CUIDADO PERSONAL,ESIKA,7.38,2/21/2023
46611063,200102370,FRAGANCIAS,ESIKA,16.44,1/31/2023
50015882,200090346,CUIDADO PERSONAL,ESIKA,23.9,12/20/2022
49470762,210098785,BIJOUTERIE,CYZONE,29.9,1/9/2023
48047378,200105017,FRAGANCIAS,CYZONE,15.9,3/28/2023
36649356,210098522,MAQUILLAJE,CYZONE,12.9,3/22/2023
31826446,200039855,FRAGANCIAS,CYZONE,34.9,3/22/2023
11692060,200097066,CUIDADO PERSONAL,ESIKA,25,3/20/2023
48047378,200090346,CUIDADO PERSONAL,ESIKA,18.3,3/28/2023
49705387,200103354,MAQUILLAJE,ESIKA,20.5,3/27/2023
50391108,200103354,MAQUILLAJE,ESIKA,9,3/21/2023
33777957,200108507,CUIDADO PERSONAL,ESIKA,19.9,3/16/2023
49389949,200103025,CUIDADO PERSONAL,ESIKA,29.9,3/16/2023
44109905,200106447,MAQUILLAJE,ESIKA,21.9,3/23/2023
50034054,200089509,FRAGANCIAS,ESIKA,19.9,3/20/2023
42567566,200091709,FRAGANCIAS,CYZONE,36.9,3/20/2023
49728603,210100526,MAQUILLAJE,CYZONE,23.9,3/16/2023
42759880,210101989,COMPLEMENTOS,CYZONE,72.9,3/14/2023
44047470,200106592,MAQUILLAJE,CYZONE,17.9,3/13/2023
39592525,200108674,CUIDADO PERSONAL,ESIKA,8.9,3/23/2023
50432777,200105655,CUIDADO PERSONAL,ESIKA,24.9,3/13/2023
46114531,200087691,TRATAMIENTO CORPORAL,ESIKA,41.9,3/13/2023
49657315,200098794,MAQUILLAJE,CYZONE,22.9,3/15/2023
42759880,210100657,COMPLEMENTOS,CYZONE,79.9,3/14/2023
49968221,200106453,MAQUILLAJE,ESIKA,19.9,3/24/2023
12221789,200107184,MAQUILLAJE,CYZONE,18.9,3/24/2023
50156648,200094867,MAQUILLAJE,ESIKA,15.9,3/28/2023
42909386,200108674,CUIDADO PERSONAL,ESIKA,5.1,3/24/2023
49968221,400095670,N/A,CYZONE,3.3,3/24/2023
48346014,200099616,MAQUILLAJE,ESIKA,3.9,3/24/2023
49434669,210098462,MAQUILLAJE,CYZONE,15.9,3/8/2023
48823106,200106356,FRAGANCIAS,CYZONE,23.3,3/16/2023
50368645,200106450,MAQUILLAJE,ESIKA,19.9,3/22/2023
50302369,200103025,CUIDADO PERSONAL,ESIKA,24,3/20/2023
46779789,210100529,MAQUILLAJE,CYZONE,23.9,3/27/2023
49931050,200108752,CUIDADO PERSONAL,ESIKA,11.65,3/27/2023
49968221,200105079,FRAGANCIAS,CYZONE,29.9,3/24/2023
46779789,210102035,COMPLEMENTOS,CYZONE,39.9,3/27/2023
48341519,200102430,FRAGANCIAS,ESIKA,75.15,3/17/2023
45680231,200103356,MAQUILLAJE,ESIKA,35.9,3/20/2023
46611063,210096207,MAQUILLAJE,ESIKA,14.21,3/14/2023
42759880,200110966,MAQUILLAJE,LBEL,26,3/14/2023
11692060,200103354,MAQUILLAJE,ESIKA,14.9,3/20/2023
49397003,200098117,MAQUILLAJE,CYZONE,6.9,3/22/2023
50366901,200086566,CUIDADO PERSONAL,ESIKA,25.9,3/31/2023
47499070,200109872,FRAGANCIAS,CYZONE,34.9,3/27/2023
48047378,200097067,CUIDADO PERSONAL,ESIKA,27.47,3/28/2023
50445577,200108768,CUIDADO PERSONAL,ESIKA,26.9,3/27/2023
44479885,200095162,CUIDADO PERSONAL,ESIKA,7.38,3/30/2023
10576075,200090452,FRAGANCIAS,ESIKA,22.3,3/14/2023
45494314,200083913,FRAGANCIAS,LBEL,75.9,3/20/2023
4623541,210100628,COMPLEMENTOS,CYZONE,49.9,3/17/2023
50432777,200105188,CUIDADO PERSONAL,ESIKA,7.38,3/13/2023
47948835,200103449,CUIDADO PERSONAL,CYZONE,8.9,3/14/2023
11692060,200083615,FRAGANCIAS,CYZONE,23.6,3/20/2023
50432777,200097067,CUIDADO PERSONAL,ESIKA,27.47,3/13/2023
45680231,210100409,CUIDADO PERSONAL,LBEL,15.9,3/20/2023
36649356,200108768,CUIDADO PERSONAL,ESIKA,26.9,3/22/2023
50224287,200108408,FRAGANCIAS,ESIKA,27.36,3/21/2023
49931050,200078924,CUIDADO PERSONAL,ESIKA,11.65,3/27/2023
49588232,200105167,MAQUILLAJE,LBEL,26,3/22/2023
34191115,200112474,TRATAMIENTO CORPORAL,LBEL,36.9,3/24/2023
50368645,200105041,FRAGANCIAS,ESIKA,24.9,3/22/2023
50310043,210098522,MAQUILLAJE,CYZONE,12.9,3/20/2023
48297765,200094936,FRAGANCIAS,CYZONE,19.95,3/20/2023
49086741,200098555,FRAGANCIAS,ESIKA,44.97,3/30/2023
33090625,200092744,FRAGANCIAS,CYZONE,34.9,3/21/2023
49864310,200112527,MAQUILLAJE,ESIKA,27.9,4/1/2023
