CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIONORMALMN
47856221,200103721,MAQUILLAJE,ESIKA,54
50419819,200099093,MAQUILLAJE,LBEL,117
41010398,200103020,CUIDADO PERSONAL,ESIKA,36
49719973,200111234,TRATAMIENTO FACIAL,ESIKA,66
50402916,210100629,COMPLEMENTOS,CYZONE,82
50402916,200090351,TRATAMIENTO CORPORAL,ESIKA,70
50140784,210101545,PROMOCION USUARIOS,ESIKA,2.5
47819504,200103022,CUIDADO PERSONAL,ESIKA,36
33278349,200111234,TRATAMIENTO FACIAL,ESIKA,43
8937435,200105188,CUIDADO PERSONAL,ESIKA,18
49924402,200105005,FRAGANCIAS,CYZONE,85
49021348,400097658,N/A,GENERICA,0.11
49661266,200078930,CUIDADO PERSONAL,ESIKA,36
50061957,400095688,N/A,ESIKA,0.8
42958190,200103020,CUIDADO PERSONAL,ESIKA,36
45080900,200103449,CUIDADO PERSONAL,CYZONE,18
42958190,210102085,PROMOCION USUARIOS,ESIKA,130
48065252,400095723,N/A,GENERICA,0.8
31963354,400097955,N/A,GENERICA,0.1
9527508,400095727,N/A,GENERICA,0.8
48755488,200111234,TRATAMIENTO FACIAL,ESIKA,66
49719973,200099099,FRAGANCIAS,CYZONE,80
47856221,400097717,N/A,GENERICA,0.11
50419819,200102045,FRAGANCIAS,ESIKA,160
50166147,200107824,CUIDADO PERSONAL,LBEL,46
50167666,400097955,N/A,GENERICA,0.1
31963354,210097536,TRATAMIENTO CORPORAL,CYZONE,56
49864086,210098491,MAQUILLAJE,ESIKA,62
20556323,210099290,PROMOCION USUARIOS,CYZONE,115
50283925,210101546,PROMOCION USUARIOS,CYZONE,1.9
49949855,200099673,FRAGANCIAS,CYZONE,70
50381781,400097717,N/A,GENERICA,0.11
43853007,200064310,FRAGANCIAS,ESIKA,46
48549632,200094826,MAQUILLAJE,ESIKA,32
49719973,200105074,MUESTRAS COSMETICOS,LBEL,1.9
49360827,200086399,FRAGANCIAS,LBEL,165
47660009,200097066,CUIDADO PERSONAL,ESIKA,72
50494330,200109537,CUIDADO PERSONAL,ESIKA,18
50167666,200107627,MAQUILLAJE,LBEL,50
49695853,400097715,N/A,GENERICA,0.23
42059889,400095686,N/A,ESIKA,0.8
36784105,400097717,N/A,GENERICA,0.11
46296109,200108671,FRAGANCIAS,ESIKA,130
45969711,400097955,N/A,GENERICA,0.1
49695853,200108912,MAQUILLAJE,ESIKA,55
48065252,400095669,N/A,CYZONE,0.8
49347065,200109790,MUESTRAS COSMETICOS,CYZONE,1.2
50229459,200089508,TRATAMIENTO CORPORAL,ESIKA,52
20616164,200113245,MUESTRAS COSMETICOS,LBEL,1
50136752,200113792,MAQUILLAJE,CYZONE,38
49187912,210095975,MAQUILLAJE,CYZONE,38
31963354,400095723,N/A,GENERICA,0.8
49360827,200090349,CUIDADO PERSONAL,ESIKA,49
49950144,200105215,TRATAMIENTO FACIAL,ESIKA,70
49995598,210102029,COMPLEMENTOS,CYZONE,143
49925905,200090346,CUIDADO PERSONAL,ESIKA,49
20810254,400083364,N/A,GENERICA,0.8
31617065,200082674,FRAGANCIAS,ESIKA,46
50126323,200102089,MAQUILLAJE,CYZONE,38
49021348,400095726,N/A,GENERICA,0.8
49950144,400097984,N/A,GENERICA,0.11
31617065,200077266,MAQUILLAJE,LBEL,50
20556323,400095669,N/A,CYZONE,0.8
50167666,200109875,FRAGANCIAS,LBEL,190
49187912,400097961,N/A,GENERICA,0.31
50009130,200086432,FRAGANCIAS,ESIKA,99
45080900,400095668,N/A,CYZONE,0.8
47660009,400095726,N/A,GENERICA,0.8
49347065,400097600,N/A,ESIKA,0.8
30993470,200095162,CUIDADO PERSONAL,ESIKA,25
48065252,400096759,N/A,GENERICA,0.04
45080900,200097947,FRAGANCIAS,CYZONE,80
31963354,200095382,CUIDADO PERSONAL,ESIKA,18
50412725,210089311,MAQUILLAJE,ESIKA,46
43853007,200102111,MAQUILLAJE,CYZONE,38
49347065,210095652,MAQUILLAJE,CYZONE,40
45969711,200083976,FRAGANCIAS,ESIKA,100
49950144,200102762,MAQUILLAJE,ESIKA,52
50140784,200106359,MUESTRAS COSMETICOS,CYZONE,1
50545121,400096762,N/A,GENERICA,0.04
31963354,200105073,MUESTRAS COSMETICOS,CYZONE,1.9
31963354,200089168,FRAGANCIAS,CYZONE,80
31963354,200104065,TRATAMIENTO FACIAL,LBEL,78
50009130,400096764,N/A,GENERICA,0.04
50315282,400095673,N/A,CYZONE,0.8
42059889,200109790,MUESTRAS COSMETICOS,CYZONE,1.9
47841925,200102045,FRAGANCIAS,ESIKA,160
31963354,200101245,TRATAMIENTO FACIAL,LBEL,95
31963354,200109790,MUESTRAS COSMETICOS,CYZONE,1.2
49347065,400097572,N/A,GENERICA,0.4
49026714,400095721,N/A,GENERICA,0.8
39154064,200087691,TRATAMIENTO CORPORAL,ESIKA,84
48549632,210099696,PROMOCION USUARIOS,CYZONE,6
49996853,210105070,VARIOS,GENERICA,0.27
50529169,200089507,FRAGANCIAS,ESIKA,98
46189302,400095687,N/A,ESIKA,0.8
50253449,400097556,N/A,GENERICA,0.08
45717070,200086399,FRAGANCIAS,LBEL,165
31617065,200095153,CUIDADO PERSONAL,ESIKA,18
48849202,200101559,FRAGANCIAS,CYZONE,80
50061957,400097910,N/A,GENERICA,0
31963354,200101110,TRATAMIENTO FACIAL,LBEL,135
50166147,400097984,N/A,GENERICA,0.11
49347065,210102162,BIJOUTERIE,CYZONE,103
42487821,400095725,N/A,GENERICA,0.8
45590461,200105079,FRAGANCIAS,CYZONE,60
49950144,200089510,CUIDADO PERSONAL,CYZONE,46
50529169,200113734,VARIOS,GENERICA,87.9
50396169,400095725,N/A,GENERICA,0.8
48548873,400095725,N/A,GENERICA,0.8
50382702,200102109,MAQUILLAJE,CYZONE,38
50167666,200103027,CUIDADO PERSONAL,ESIKA,46
50382702,200083913,FRAGANCIAS,LBEL,194
8601089,200106365,MUESTRAS COSMETICOS,CYZONE,1.1
49865600,200064341,CUIDADO PERSONAL,ESIKA,44
42958190,200095382,CUIDADO PERSONAL,ESIKA,18
45080900,400095669,N/A,CYZONE,0.8
50126323,200101424,FRAGANCIAS,ESIKA,165
49021348,200102708,MAQUILLAJE,ESIKA,50
31963354,200105188,CUIDADO PERSONAL,ESIKA,18
48849202,210096264,MAQUILLAJE,ESIKA,44
49925905,200106365,MUESTRAS COSMETICOS,CYZONE,1.2
20810254,210106715,BIJOUTERIE,ESIKA,100
50529169,200109537,CUIDADO PERSONAL,ESIKA,22
51677595,400098445,N/A,GENERICA,4
20810254,200112357,CUIDADO PERSONAL,ESIKA,74
20810254,400100338,N/A,GENERICA,0.23
51677595,400100359,N/A,GENERICA,0.01
20810254,400098426,N/A,LBEL,4
50529169,200095426,CUIDADO PERSONAL,CYZONE,22
20810254,400100164,N/A,GENERICA,0.05
20810254,200113722,MAQUILLAJE,CYZONE,40
51677595,400098391,N/A,CYZONE,4
20810254,200113556,MUESTRAS COSMETICOS,ESIKA,0.9
44825260,210098527,MAQUILLAJE,CYZONE,34
1156543,200115093,MAQUILLAJE,ESIKA,54
50396169,200089488,TRATAMIENTO CORPORAL,ESIKA,84
1156543,200105015,MUESTRAS COSMETICOS,CYZONE,1.8
1156543,400100338,N/A,GENERICA,0.23
50966763,400100164,N/A,GENERICA,0.05
51163109,400098390,N/A,CYZONE,1.9
1156543,400100359,N/A,GENERICA,0.01
50396169,400100164,N/A,GENERICA,0.05
52095964,200113410,TRATAMIENTO CORPORAL,LBEL,65
50966763,200112307,FRAGANCIAS,ESIKA,104
50966763,400100363,N/A,GENERICA,0.11
1156543,200112293,MAQUILLAJE,CYZONE,24
50396169,200105015,MUESTRAS COSMETICOS,CYZONE,1.8
50396169,200114940,FRAGANCIAS,ESIKA,104
44825260,200095158,CUIDADO PERSONAL,ESIKA,22
51163109,400100282,N/A,GENERICA,70
1156543,200108044,TRATAMIENTO CORPORAL,ESIKA,43
44825260,210105409,BIJOUTERIE,CYZONE,46
38300563,200099102,MAQUILLAJE,LBEL,124
49864086,210104965,COMPLEMENTOS,CYZONE,100
42348971,400098441,N/A,GENERICA,4
51656474,400098405,N/A,ESIKA,4
50064719,400100081,N/A,GENERICA,0.23
50229459,200095170,CUIDADO PERSONAL,ESIKA,22
51656474,200107183,MAQUILLAJE,CYZONE,38
4482387,400098387,N/A,CYZONE,4
51767586,400098405,N/A,ESIKA,4
50064719,400098387,N/A,CYZONE,4
51439449,200115254,CUIDADO PERSONAL,CYZONE,45
38300563,400098405,N/A,ESIKA,4
42348971,200099047,FRAGANCIAS,ESIKA,132
51767586,400098440,N/A,GENERICA,4
51656474,400098423,N/A,LBEL,4
49864086,200115546,MUESTRAS COSMETICOS,LBEL,1.8
38300563,200095931,FRAGANCIAS,ESIKA,115
49864086,200110328,MAQUILLAJE,ESIKA,54
50229459,200095374,CUIDADO PERSONAL,ESIKA,22
51767586,400100081,N/A,GENERICA,0.23
51767586,400098386,N/A,CYZONE,4
51767586,200115489,FRAGANCIAS,CYZONE,88
52055229,200105008,FRAGANCIAS,CYZONE,86
52026369,200109790,MUESTRAS COSMETICOS,CYZONE,0.1
50064719,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
52026369,200112307,FRAGANCIAS,ESIKA,104
52055229,210105378,COMPLEMENTOS,CYZONE,120
52039290,400100164,N/A,GENERICA,0.05
45969711,200108807,CUIDADO PERSONAL,ESIKA,22
49360827,210105362,COMPLEMENTOS,CYZONE,139
51115953,400100338,N/A,GENERICA,0.23
30993470,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
50064719,210103977,COMPLEMENTOS,CYZONE,93
52055229,200105985,MAQUILLAJE,LBEL,42
51021231,400098427,N/A,LBEL,4
30704614,200109790,MUESTRAS COSMETICOS,CYZONE,0.1
50064719,200114177,MAQUILLAJE,CYZONE,38
51646487,210099199,RELOJES,ESIKA,220
11772773,200108671,FRAGANCIAS,ESIKA,134
45969711,200088034,MAQUILLAJE,LBEL,94
11772773,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
49360827,200109163,MAQUILLAJE,CYZONE,40
27241174,200093883,FRAGANCIAS,ESIKA,66
50064719,200115398,MAQUILLAJE,CYZONE,36
45969711,200095170,CUIDADO PERSONAL,ESIKA,22
50064719,200115401,MAQUILLAJE,CYZONE,36
45969711,200108160,FRAGANCIAS,LBEL,200
45983404,400100338,N/A,GENERICA,0.23
52055229,200115484,TRATAMIENTO FACIAL,CYZONE,42
50064719,200114184,MAQUILLAJE,CYZONE,38
45983404,200086399,FRAGANCIAS,LBEL,168
11772773,200095931,FRAGANCIAS,ESIKA,115
30704614,200117191,FRAGANCIAS,LBEL,168
4482387,200103027,CUIDADO PERSONAL,ESIKA,48
51115953,400100164,N/A,GENERICA,0.05
11772773,200114104,MAQUILLAJE,CYZONE,36
44545187,200106653,MAQUILLAJE,ESIKA,40
51115953,200090452,FRAGANCIAS,ESIKA,98
51115953,200109873,FRAGANCIAS,CYZONE,84
45590461,200114066,MAQUILLAJE,LBEL,112
50064719,200114194,MAQUILLAJE,CYZONE,38
52026369,400100095,N/A,GENERICA,0.02
30993470,200108807,CUIDADO PERSONAL,ESIKA,22
50064719,200115400,MAQUILLAJE,CYZONE,36
45969711,400098445,N/A,GENERICA,4
27241174,200111100,MAQUILLAJE,LBEL,108
45969711,200111145,FRAGANCIAS,ESIKA,115
30704614,400098409,N/A,ESIKA,4
4482387,400098408,N/A,ESIKA,4
44545187,200103442,CUIDADO PERSONAL,ESIKA,22
44545187,200114201,MAQUILLAJE,CYZONE,38
45590461,400098391,N/A,CYZONE,4
52026369,200115946,VARIOS,GENERICA,96.8
45983404,200113556,MUESTRAS COSMETICOS,ESIKA,1.8
51646487,200084293,TRATAMIENTO CORPORAL,LBEL,145
50064719,200114206,MAQUILLAJE,CYZONE,38
4482387,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
30993470,400098391,N/A,CYZONE,4
4482387,400098390,N/A,CYZONE,4
44069326,200111147,MUESTRAS COSMETICOS,ESIKA,1.8
41315989,400100162,N/A,GENERICA,0.06
31617065,200103026,CUIDADO PERSONAL,ESIKA,46
42348971,200111147,MUESTRAS COSMETICOS,ESIKA,1.8
51357116,400098443,N/A,GENERICA,4
42348971,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
41315989,200113639,FRAGANCIAS,CYZONE,84
44069326,400100219,N/A,GENERICA,0.25
51033736,400098443,N/A,GENERICA,4
51033736,200113691,MUESTRAS COSMETICOS,LBEL,0.1
51583019,200114924,FRAGANCIAS,ESIKA,174
31617065,200103025,CUIDADO PERSONAL,ESIKA,70
31617065,400100219,N/A,GENERICA,0.25
51033736,400098425,N/A,LBEL,4
51583019,200115279,CUIDADO PERSONAL,LBEL,86
51583019,400098425,N/A,LBEL,4
51583019,200111318,FRAGANCIAS,LBEL,166
49021348,200100838,FRAGANCIAS,ESIKA,180
51583019,200105079,FRAGANCIAS,CYZONE,79.8
41315989,400100258,N/A,CYZONE,0.55
31617065,200111147,MUESTRAS COSMETICOS,ESIKA,1
40065555,400100011,N/A,GENERICA,0.54
51182162,400083364,N/A,GENERICA,0.08
51021231,400098385,N/A,CYZONE,4
40065555,400098385,N/A,CYZONE,4
48849202,200095158,CUIDADO PERSONAL,ESIKA,18
51021231,200095162,CUIDADO PERSONAL,ESIKA,18
51017692,210104917,COMPLEMENTOS,CYZONE,128
51158776,400098421,N/A,LBEL,4
31963354,210095249,CUIDADO PERSONAL,CYZONE,52
31963354,200114037,TRATAMIENTO FACIAL,LBEL,70
48549632,200106440,MAQUILLAJE,ESIKA,46
48849202,200103441,CUIDADO PERSONAL,ESIKA,18
48849202,200105190,CUIDADO PERSONAL,ESIKA,18
40065555,200108047,FRAGANCIAS,CYZONE,52
45590461,400099997,N/A,GENERICA,1.56
51182162,200095374,CUIDADO PERSONAL,ESIKA,18
9527508,200099047,FRAGANCIAS,ESIKA,132
36784105,400083364,N/A,GENERICA,0.08
51182162,400098403,N/A,ESIKA,4
9527508,400068882,N/A,GENERICA,0.08
51017692,400100011,N/A,GENERICA,0.54
51182162,200105188,CUIDADO PERSONAL,ESIKA,18
51017692,200088133,FRAGANCIAS,ESIKA,96
51182162,200108807,CUIDADO PERSONAL,ESIKA,18
51017692,200106279,FRAGANCIAS,ESIKA,60
9527508,200108807,CUIDADO PERSONAL,ESIKA,18
51096290,400099951,N/A,GENERICA,0.23
51096290,200107822,CUIDADO PERSONAL,LBEL,46
51502353,200112359,CUIDADO PERSONAL,ESIKA,74
51502353,400100081,N/A,GENERICA,0.23
1156543,200115982,FRAGANCIAS,CYZONE,84
1156543,200109872,FRAGANCIAS,CYZONE,84
51096290,200094901,MAQUILLAJE,LBEL,72
51017692,400098405,N/A,ESIKA,4
1156543,400100081,N/A,GENERICA,0.23
51017692,200116052,MUESTRAS COSMETICOS,CYZONE,1.8
51096290,200091875,MAQUILLAJE,ESIKA,86
51096290,200105017,FRAGANCIAS,CYZONE,60
48849202,400098423,N/A,LBEL,4
51267982,200108408,FRAGANCIAS,ESIKA,100
51677099,210104922,COMPLEMENTOS,CYZONE,139
51675231,200116052,MUESTRAS COSMETICOS,CYZONE,1.8
51171004,400098422,N/A,LBEL,4
48849202,400068882,N/A,GENERICA,0.08
40065555,210099696,PROMOCION USUARIOS,CYZONE,2.8
40065555,200113793,MAQUILLAJE,CYZONE,38
40065555,200113793,MAQUILLAJE,CYZONE,38
51267982,200064310,FRAGANCIAS,ESIKA,52
51267982,200089168,FRAGANCIAS,CYZONE,84
48849202,200106852,FRAGANCIAS,LBEL,174
51502353,210097089,CUIDADO PERSONAL,LBEL,24
36332972,200103020,CUIDADO PERSONAL,ESIKA,36
36332972,210096719,RELOJES,ESIKA,220
49021348,400068882,N/A,GENERICA,0.04
36332972,210102607,COMPLEMENTOS,CYZONE,77
36332972,200112361,CUIDADO PERSONAL,ESIKA,60
49021348,200112529,MAQUILLAJE,ESIKA,54
49021348,200102676,MUESTRAS COSMETICOS,LBEL,1.8
48849202,200095153,CUIDADO PERSONAL,ESIKA,22
51115953,400098388,N/A,CYZONE,4
49360827,200105188,CUIDADO PERSONAL,ESIKA,22
49360827,200113849,MAQUILLAJE,LBEL,36
41943173,200109890,MAQUILLAJE,CYZONE,38
51646487,210102116,MAQUILLAJE,CYZONE,44
49360827,200115102,MAQUILLAJE,ESIKA,48
41943173,200095917,TRATAMIENTO FACIAL,ESIKA,46
51646487,200106605,MAQUILLAJE,CYZONE,38
49360827,400098406,N/A,ESIKA,4
38237454,200116052,MUESTRAS COSMETICOS,CYZONE,0.1
51498852,200114926,MUESTRAS COSMETICOS,ESIKA,0.1
49360827,400098424,N/A,LBEL,4
51646487,210102159,BIJOUTERIE,CYZONE,100
51115953,400098424,N/A,LBEL,4
45590461,400098424,N/A,LBEL,4
45590461,210095972,MAQUILLAJE,CYZONE,42
49360827,200103356,MAQUILLAJE,ESIKA,57
38237454,210100497,MAQUILLAJE,CYZONE,18
41943173,200116052,MUESTRAS COSMETICOS,CYZONE,0.1
49360827,200112287,MAQUILLAJE,CYZONE,24
49360827,400068882,N/A,GENERICA,4
51498852,400100144,N/A,GENERICA,0.6
45590461,200115515,TRATAMIENTO FACIAL,CYZONE,42
51357116,200106651,MAQUILLAJE,ESIKA,39
51381351,200102045,FRAGANCIAS,ESIKA,168
51646177,400098403,N/A,ESIKA,4
51646177,210098884,MAQUILLAJE,CYZONE,54
51357116,200106565,MAQUILLAJE,CYZONE,34
51677595,200095162,CUIDADO PERSONAL,ESIKA,18
43107372,200091235,MUESTRAS COSMETICOS,LBEL,26.5
45717070,400098440,N/A,GENERICA,4
43107372,200109890,MAQUILLAJE,CYZONE,38
51030206,400098440,N/A,GENERICA,4
51030206,200095159,CUIDADO PERSONAL,ESIKA,18
31617065,210105816,BIJOUTERIE,ESIKA,110
43107372,200108507,CUIDADO PERSONAL,ESIKA,32
51677595,200115943,VARIOS,GENERICA,87.9
45717070,400100058,N/A,LBEL,2
51677595,200102430,FRAGANCIAS,ESIKA,168
51381351,200086432,FRAGANCIAS,ESIKA,100
51030206,200103355,MAQUILLAJE,ESIKA,56
37270350,400098440,N/A,GENERICA,4
31617065,200113709,FRAGANCIAS,ESIKA,109
43107372,400098422,N/A,LBEL,4
51381351,200102917,FRAGANCIAS,LBEL,170
31617065,400098422,N/A,LBEL,4
37270350,200112361,CUIDADO PERSONAL,ESIKA,59
51677595,210095652,MAQUILLAJE,CYZONE,40
51501179,200113721,MAQUILLAJE,CYZONE,38
51675231,200115451,CUIDADO PERSONAL,ESIKA,50
51030206,200090031,MUESTRAS COSMETICOS,CYZONE,1.8
51646177,200115941,VARIOS,GENERICA,106
51357116,200112292,MAQUILLAJE,CYZONE,23
49360827,400100164,N/A,GENERICA,0.05
52039290,200082678,FRAGANCIAS,ESIKA,52
51646487,400098409,N/A,ESIKA,4
30704614,200082481,FRAGANCIAS,CYZONE,78
45969711,200085506,FRAGANCIAS,LBEL,200
30704614,400098391,N/A,CYZONE,4
4482387,200103028,CUIDADO PERSONAL,ESIKA,31
45983404,200060760,FRAGANCIAS,CYZONE,88
45969711,200100926,FRAGANCIAS,ESIKA,102
45969711,200095158,CUIDADO PERSONAL,ESIKA,22
27241174,200090452,FRAGANCIAS,ESIKA,98
51115953,200064310,FRAGANCIAS,ESIKA,52
30704614,400100164,N/A,GENERICA,0.05
45983404,200089222,FRAGANCIAS,ESIKA,124
30704614,200113882,MAQUILLAJE,ESIKA,47
4482387,400098409,N/A,ESIKA,4
50064719,200115914,MAQUILLAJE,CYZONE,38
52055229,400098409,N/A,ESIKA,4
27241174,400098409,N/A,ESIKA,4
30993470,200113556,MUESTRAS COSMETICOS,ESIKA,1.8
30993470,400100338,N/A,GENERICA,0.23
50064719,400100359,N/A,GENERICA,0.01
52039290,200115946,VARIOS,GENERICA,96.8
52039290,210105031,BIJOUTERIE,ESIKA,80
52026369,200077266,MAQUILLAJE,LBEL,56
44545187,200105188,CUIDADO PERSONAL,ESIKA,22
30704614,200111352,FRAGANCIAS,ESIKA,180
4482387,200113556,MUESTRAS COSMETICOS,ESIKA,1.8
30993470,210103972,COMPLEMENTOS,CYZONE,129
49360827,400098427,N/A,LBEL,4
50064719,400098409,N/A,ESIKA,4
45590461,400098409,N/A,ESIKA,4
49360827,400100363,N/A,GENERICA,0.11
49360827,200090346,CUIDADO PERSONAL,ESIKA,50
30704614,200113556,MUESTRAS COSMETICOS,ESIKA,1.8
49360827,400098409,N/A,ESIKA,4
51115953,200115515,TRATAMIENTO FACIAL,CYZONE,42
11772773,400100164,N/A,GENERICA,0.05
44545187,210105825,BIJOUTERIE,ESIKA,110
45969711,200064310,FRAGANCIAS,ESIKA,52
49360827,200112551,MUESTRAS COSMETICOS,CYZONE,1.8
52026369,200114817,TRATAMIENTO FACIAL,CYZONE,20
49360827,400068882,N/A,GENERICA,0.08
27241174,400098445,N/A,GENERICA,4
45969711,200106346,FRAGANCIAS,ESIKA,98
50064719,200114199,MAQUILLAJE,CYZONE,38
45969711,400098391,N/A,CYZONE,4
45983404,400098390,N/A,CYZONE,4
51115953,200111155,FRAGANCIAS,CYZONE,84
50966763,200113540,TRATAMIENTO CORPORAL,LBEL,118
51381351,200107347,MAQUILLAJE,CYZONE,28
51267982,400098440,N/A,GENERICA,4
51677595,200105188,CUIDADO PERSONAL,ESIKA,18
51267982,400083364,N/A,GENERICA,0.08
51677595,400098422,N/A,LBEL,4
51646177,200115166,MAQUILLAJE,ESIKA,46
51030206,200108674,CUIDADO PERSONAL,ESIKA,18
51381351,400098440,N/A,GENERICA,4
51675231,400100029,N/A,GENERICA,0.54
51677595,200078924,CUIDADO PERSONAL,ESIKA,36
51030206,200113797,MUESTRAS COSMETICOS,LBEL,2
51677595,400098386,N/A,CYZONE,4
51675231,200110341,MAQUILLAJE,ESIKA,54
43107372,200105188,CUIDADO PERSONAL,ESIKA,18
37270350,400100029,N/A,GENERICA,0.54
31617065,210095652,MAQUILLAJE,CYZONE,40
51357116,400098440,N/A,GENERICA,4
51030206,200103918,MAQUILLAJE,CYZONE,38
51357116,200106558,MAQUILLAJE,CYZONE,34
51030206,200105270,TRATAMIENTO FACIAL,LBEL,114
37270350,200112357,CUIDADO PERSONAL,ESIKA,72
45717070,400098386,N/A,CYZONE,4
51646177,200113781,FRAGANCIAS,CYZONE,60
37270350,200115451,CUIDADO PERSONAL,ESIKA,50
42348971,400098425,N/A,LBEL,4
51033736,400100269,N/A,GENERICA,0.02
51381351,200116809,MUESTRAS COSMETICOS,CYZONE,1.8
46772733,200116347,TRATAMIENTO CORPORAL,ESIKA,43
51589467,220046638,N/A,GENERICA,100
46772733,400098426,N/A,LBEL,4
43256556,200115554,FRAGANCIAS,LBEL,205
51381351,400098408,N/A,ESIKA,4
9527508,400098444,N/A,GENERICA,4
43256556,400100273,N/A,GENERICA,0.23
35129499,200117193,MUESTRAS COSMETICOS,LBEL,1.8
35129499,400100163,N/A,GENERICA,0.08
51033736,200105041,FRAGANCIAS,ESIKA,82
42348971,200108807,CUIDADO PERSONAL,ESIKA,22
42348971,200095170,CUIDADO PERSONAL,ESIKA,22
43256556,200105190,CUIDADO PERSONAL,ESIKA,22
9527508,200106346,FRAGANCIAS,ESIKA,98
51033736,200108807,CUIDADO PERSONAL,ESIKA,22
32324010,400098425,N/A,LBEL,4
51671287,200117193,MUESTRAS COSMETICOS,LBEL,1.8
51589467,200106360,FRAGANCIAS,CYZONE,98
43256556,200112361,CUIDADO PERSONAL,ESIKA,60
42348971,200095374,CUIDADO PERSONAL,ESIKA,22
51589467,200115957,VARIOS,GENERICA,92.8
9527508,400100273,N/A,GENERICA,0.23
9527508,200105214,TRATAMIENTO FACIAL,ESIKA,62
31963354,400098408,N/A,ESIKA,4
32324010,400100163,N/A,GENERICA,0.08
51589467,200112361,CUIDADO PERSONAL,ESIKA,60
51589467,210104899,COMPLEMENTOS,CYZONE,88
35129499,200105218,TRATAMIENTO FACIAL,ESIKA,74
46772733,400100273,N/A,GENERICA,0.23
9527508,210104158,BIJOUTERIE,ESIKA,110
51381351,200098674,MUESTRAS COSMETICOS,ESIKA,1.9
42348971,400083364,N/A,GENERICA,0.08
9527508,200105188,CUIDADO PERSONAL,ESIKA,22
20810254,400100162,N/A,GENERICA,0.06
42059889,400100161,N/A,GENERICA,0.06
4482387,400100161,N/A,GENERICA,0.06
51677099,200111147,MUESTRAS COSMETICOS,ESIKA,1.8
4482387,400100162,N/A,GENERICA,0.06
51628551,400100258,N/A,CYZONE,0.55
51158776,400100258,N/A,CYZONE,0.55
51932757,200089168,FRAGANCIAS,CYZONE,60.8
51677595,200095170,CUIDADO PERSONAL,ESIKA,22
4482387,400098407,N/A,ESIKA,4
51677099,200111391,CUIDADO PERSONAL,CYZONE,34
51932757,200095162,CUIDADO PERSONAL,ESIKA,22
44825260,400100088,N/A,GENERICA,0.02
51677595,200111416,TRATAMIENTO FACIAL,CYZONE,56
42059889,200115634,MAQUILLAJE,CYZONE,38
51677595,200095426,CUIDADO PERSONAL,CYZONE,22
51932757,400098389,N/A,CYZONE,4
50762653,200091530,FRAGANCIAS,ESIKA,160
50762653,200072913,FRAGANCIAS,ESIKA,52
51932757,400098407,N/A,ESIKA,4
51677595,200103025,CUIDADO PERSONAL,ESIKA,70
51677595,210100663,COMPLEMENTOS,CYZONE,70
51017692,210105129,BIJOUTERIE,ESIKA,110
20810254,400098407,N/A,ESIKA,4
51504771,200115170,CUIDADO PERSONAL,ESIKA,52
41943173,200112552,TRATAMIENTO CORPORAL,LBEL,52
42059889,200088593,TRATAMIENTO CORPORAL,ESIKA,47
51504771,400098389,N/A,CYZONE,4
38237454,210105161,BIJOUTERIE,ESIKA,90
4482387,200106312,FRAGANCIAS,ESIKA,62
51017692,400068882,N/A,GENERICA,0.08
50762653,400100162,N/A,GENERICA,0.06
51628551,200113692,MUESTRAS COSMETICOS,LBEL,1.8
51158776,200115633,MAQUILLAJE,CYZONE,38
46309758,200109583,MAQUILLAJE,ESIKA,52
51504771,200111147,MUESTRAS COSMETICOS,ESIKA,1.8
51677595,400100219,N/A,GENERICA,0.25
44825260,200095170,CUIDADO PERSONAL,ESIKA,22
46309758,400098443,N/A,GENERICA,4
38237454,200115950,VARIOS,GENERICA,99.9
51504771,400100258,N/A,CYZONE,0.55
50762653,210098884,MAQUILLAJE,CYZONE,54
41943173,200108097,TRATAMIENTO CORPORAL,ESIKA,44
51677595,400098407,N/A,ESIKA,4
48849202,200105188,CUIDADO PERSONAL,ESIKA,18
41574070,400098385,N/A,CYZONE,4
31963354,200102110,MAQUILLAJE,CYZONE,40
40065555,200103448,CUIDADO PERSONAL,ESIKA,18
51017692,200113705,MUESTRAS COSMETICOS,ESIKA,1.8
41574070,400098421,N/A,LBEL,4
51504771,200115453,CUIDADO PERSONAL,ESIKA,50
9527508,200105188,CUIDADO PERSONAL,ESIKA,18
51381351,200108807,CUIDADO PERSONAL,ESIKA,18
51182162,210095249,CUIDADO PERSONAL,CYZONE,48
42958190,400098385,N/A,CYZONE,4
31963354,210100407,CUIDADO PERSONAL,CYZONE,52
45717070,210100298,PROMOCION USUARIOS,ESIKA,3
48549632,210103587,BIJOUTERIE,ESIKA,90
31963354,200108473,MUESTRAS COSMETICOS,ESIKA,0.1
51381351,400099750,N/A,GENERICA,0.02
48849202,200113705,MUESTRAS COSMETICOS,ESIKA,1.8
42958190,400098439,N/A,GENERICA,4
48849202,200108409,FRAGANCIAS,ESIKA,74
51182162,400098439,N/A,GENERICA,4
41574070,200113705,MUESTRAS COSMETICOS,ESIKA,1.8
45717070,400098403,N/A,ESIKA,4
48849202,200095374,CUIDADO PERSONAL,ESIKA,18
