CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
051890019,200086432,FRAGANCIAS,ESIKA,35.58000,2024-04-09
051766490,200110089,CUIDADO PERSONAL,LBEL,29.00000,2024-04-09
051766490,210105123,BIJOUTERIE,ESIKA,59.90000,2024-04-09
043364677,210096236,MAQUILLAJE,ESIKA,17.90000,2024-04-09
051766490,200078944,CUIDADO PERSONAL,ESIKA,16.72000,2024-04-09
033529260,200112312,MAQUILLAJE,CYZONE,21.90000,2024-02-05
033529260,200109610,MAQUILLAJE,CYZONE,14.90000,2024-02-05
033529260,200098963,MAQUILLAJE,LBEL,27.00000,2024-02-05
033529260,210104991,BIJOUTERIE,CYZONE,39.90000,2024-02-05
033529260,200106488,TRATAMIENTO FACIAL,CYZONE,25.90000,2024-02-05
051520653,200099047,FRAGANCIAS,ESIKA,20.00000,2024-02-05
033529260,210104990,BIJOUTERIE,CYZONE,32.90000,2024-02-05
033529260,200115254,CUIDADO PERSONAL,CYZONE,28.90000,2024-02-05
051520653,200093883,FRAGANCIAS,ESIKA,16.60000,2024-02-05
051520653,200109166,MAQUILLAJE,CYZONE,8.25000,2024-02-05
050368645,200095635,FRAGANCIAS,ESIKA,23.90000,2024-04-30
050368645,200097947,FRAGANCIAS,CYZONE,24.66000,2024-04-30
051766490,210096691,BIJOUTERIE,ESIKA,54.90000,2024-04-30
050432777,200113207,MAQUILLAJE,LBEL,24.00000,2023-10-02
050837122,200106556,MAQUILLAJE,CYZONE,16.90000,2023-09-28
050432777,200112359,CUIDADO PERSONAL,ESIKA,32.90000,2023-10-02
039523851,210096207,MAQUILLAJE,ESIKA,16.90000,2023-09-21
051241487,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2023-10-02
033905173,200090351,TRATAMIENTO CORPORAL,ESIKA,35.90000,2023-08-08
050639266,200108409,FRAGANCIAS,ESIKA,20.37000,2023-09-11
050432777,200095382,CUIDADO PERSONAL,ESIKA,7.38000,2023-10-02
042382701,200107183,MAQUILLAJE,CYZONE,24.90000,2023-08-18
042759880,200108671,FRAGANCIAS,ESIKA,24.95000,2023-10-02
050432777,200095170,CUIDADO PERSONAL,ESIKA,7.38000,2023-10-02
050697932,200108584,MAQUILLAJE,CYZONE,17.90000,2023-10-02
042759880,210102616,COMPLEMENTOS,CYZONE,39.90000,2023-10-02
050837122,200112233,MAQUILLAJE,CYZONE,20.90000,2023-09-28
042759880,200103354,MAQUILLAJE,ESIKA,24.37000,2023-10-02
050432777,200103025,CUIDADO PERSONAL,ESIKA,26.32000,2023-10-02
042759880,200102351,MAQUILLAJE,ESIKA,10.53000,2023-10-02
050432777,210103917,BIJOUTERIE,CYZONE,39.90000,2023-10-02
048433154,200099047,FRAGANCIAS,ESIKA,19.90000,2023-07-07
042759880,200090352,TRATAMIENTO CORPORAL,ESIKA,36.90000,2023-10-02
050843157,200106565,MAQUILLAJE,CYZONE,16.90000,2023-08-08
050530272,200102111,MAQUILLAJE,CYZONE,10.80000,2023-07-19
049754906,400095732,N/A,GENERICA,27.77000,2023-09-23
050837122,200107143,MAQUILLAJE,CYZONE,16.90000,2023-09-28
039625989,200095159,CUIDADO PERSONAL,ESIKA,7.38000,2023-08-08
042759880,210101259,COMPLEMENTOS,CYZONE,46.90000,2023-10-02
049470762,210100495,MAQUILLAJE,CYZONE,8.90000,2023-10-02
050491358,210101976,COMPLEMENTOS,CYZONE,49.90000,2023-07-07
050291766,210100103,BIJOUTERIE,ESIKA,29.90000,2023-08-05
049470762,200108408,FRAGANCIAS,ESIKA,64.90000,2023-10-02
049470762,200113203,MAQUILLAJE,LBEL,24.00000,2023-10-02
050015882,200110347,MAQUILLAJE,ESIKA,25.90000,2023-08-08
039061287,200106346,FRAGANCIAS,ESIKA,29.90000,2024-04-15
050368645,200082687,CUIDADO PERSONAL,ESIKA,11.82000,2024-04-15
050368645,200114986,TRATAMIENTO CORPORAL,ESIKA,19.41000,2024-04-15
039061287,200082674,FRAGANCIAS,ESIKA,13.08000,2024-04-15
049728603,200112316,MAQUILLAJE,CYZONE,21.90000,2024-02-01
049728603,200105195,CUIDADO PERSONAL,ESIKA,11.03000,2024-02-01
049728603,200102351,MAQUILLAJE,ESIKA,20.90000,2024-02-01
010316898,200103354,MAQUILLAJE,ESIKA,10.00000,2024-04-15
050368645,200095170,CUIDADO PERSONAL,ESIKA,5.40000,2024-04-15
010316898,210098530,MAQUILLAJE,CYZONE,26.90000,2024-04-15
039625989,200108176,TRATAMIENTO FACIAL,LBEL,65.00000,2024-04-02
051056906,200105017,FRAGANCIAS,CYZONE,16.63000,2024-04-02
039625989,200111217,TRATAMIENTO FACIAL,ESIKA,39.90000,2024-04-02
051056906,200105216,TRATAMIENTO FACIAL,ESIKA,30.90000,2024-04-02
039625989,200089509,FRAGANCIAS,ESIKA,37.45000,2024-04-02
049754906,200114104,MAQUILLAJE,CYZONE,17.90000,2024-04-02
050368645,200102109,MAQUILLAJE,CYZONE,16.90000,2024-01-31
050368645,200101061,TRATAMIENTO FACIAL,ESIKA,16.90000,2024-01-31
050368645,200107184,MAQUILLAJE,CYZONE,16.90000,2024-01-31
021793760,200113410,TRATAMIENTO CORPORAL,LBEL,24.90000,2024-01-02
051356535,200108161,MAQUILLAJE,CYZONE,13.90000,2024-01-02
051347056,200113464,FRAGANCIAS,CYZONE,15.98000,2024-01-02
051356535,200109169,MAQUILLAJE,CYZONE,15.90000,2024-01-02
051181794,200106451,MAQUILLAJE,ESIKA,13.90000,2024-01-02
033529260,200098788,TRATAMIENTO FACIAL,LBEL,19.90000,2024-04-08
048297765,200108409,FRAGANCIAS,ESIKA,18.76000,2024-04-08
033529260,200113952,TRATAMIENTO FACIAL,CYZONE,11.90000,2024-04-08
033529260,200114817,TRATAMIENTO FACIAL,CYZONE,10.00000,2024-04-08
033529260,200113951,TRATAMIENTO FACIAL,CYZONE,10.00000,2024-04-08
033529260,200105207,FRAGANCIAS,LBEL,45.90000,2024-04-08
033529260,200114550,TRATAMIENTO FACIAL,CYZONE,15.00000,2024-04-08
033529260,200113950,TRATAMIENTO FACIAL,CYZONE,15.00000,2024-04-08
033529260,200113410,TRATAMIENTO CORPORAL,LBEL,31.00000,2024-04-08
051356535,200072913,FRAGANCIAS,ESIKA,12.50000,2024-04-08
033529260,200100855,TRATAMIENTO FACIAL,CYZONE,28.90000,2024-04-08
033529260,200115496,FRAGANCIAS,CYZONE,13.00000,2024-04-08
048297765,200109537,CUIDADO PERSONAL,ESIKA,5.58000,2024-04-08
048297765,200115554,FRAGANCIAS,LBEL,44.90000,2024-04-08
033529260,200112361,CUIDADO PERSONAL,ESIKA,38.90000,2024-04-08
048297765,200082674,FRAGANCIAS,ESIKA,13.08000,2024-04-08
048297765,200103025,CUIDADO PERSONAL,ESIKA,24.95000,2024-04-08
048297765,200110864,MAQUILLAJE,CYZONE,24.90000,2024-04-08
051844726,210100408,CUIDADO PERSONAL,CYZONE,8.00000,2024-04-11
048605184,200103327,MAQUILLAJE,ESIKA,27.90000,2024-04-11
045325695,200103025,CUIDADO PERSONAL,ESIKA,25.00000,2024-04-11
051520653,200112748,MAQUILLAJE,ESIKA,17.33000,2024-04-11
051844726,200114208,MAQUILLAJE,CYZONE,12.47000,2024-04-11
051347056,200103354,MAQUILLAJE,ESIKA,21.90000,2024-04-11
051347056,200108409,FRAGANCIAS,ESIKA,27.41000,2024-04-11
051520653,210105041,PROMOCION USUARIOS,LBEL,39.68000,2024-04-11
039592525,200103920,MAQUILLAJE,CYZONE,16.90000,2024-02-12
048605184,210095249,CUIDADO PERSONAL,CYZONE,24.90000,2024-04-11
048605184,200105041,FRAGANCIAS,ESIKA,26.25000,2024-04-11
051347056,210100298,PROMOCION USUARIOS,ESIKA,0.10000,2024-04-11
048605184,200115554,FRAGANCIAS,LBEL,44.90000,2024-04-11
048605184,200105180,CUIDADO PERSONAL,CYZONE,7.60000,2024-04-11
046518039,200078931,CUIDADO PERSONAL,ESIKA,11.65000,2024-04-11
045325695,200091727,FRAGANCIAS,ESIKA,57.90000,2024-04-11
050852121,200108408,FRAGANCIAS,ESIKA,16.50000,2024-04-25
051917480,210101983,COMPLEMENTOS,CYZONE,54.90000,2024-04-25
052047269,200115632,MAQUILLAJE,CYZONE,8.50000,2024-04-25
051844726,200114192,MAQUILLAJE,CYZONE,15.63000,2024-04-25
051844726,200116225,MAQUILLAJE,CYZONE,16.90000,2024-04-25
049691823,210105919,BIJOUTERIE,CYZONE,44.90000,2024-04-25
043364677,210102587,COMPLEMENTOS,CYZONE,56.90000,2024-04-29
043364677,200105218,TRATAMIENTO FACIAL,ESIKA,49.90000,2024-04-29
051940229,210105803,BIJOUTERIE,ESIKA,54.90000,2024-04-29
047880688,210106098,BIJOUTERIE,ESIKA,29.90000,2024-02-27
051614402,210096995,BIJOUTERIE,ESIKA,24.90000,2024-02-27
051614402,200112904,MAQUILLAJE,CYZONE,15.90000,2024-02-27
051448413,200112475,TRATAMIENTO FACIAL,ESIKA,24.95000,2024-02-27
051843126,200115941,VARIOS,GENERICA,59.90000,2024-02-27
051614402,200116177,TRATAMIENTO FACIAL,CYZONE,17.95000,2024-02-27
051448413,210100114,BIJOUTERIE,ESIKA,26.60000,2024-02-27
048346014,200108908,CUIDADO PERSONAL,CYZONE,17.90000,2024-02-09
021793760,200112357,CUIDADO PERSONAL,ESIKA,30.90000,2024-02-09
021793760,200111352,FRAGANCIAS,ESIKA,29.90000,2024-02-09
021793760,200105017,FRAGANCIAS,CYZONE,14.90000,2024-02-09
021793760,200113804,FRAGANCIAS,LBEL,69.00000,2024-02-09
021793760,200105216,TRATAMIENTO FACIAL,ESIKA,25.90000,2024-02-09
008351554,200105222,TRATAMIENTO FACIAL,ESIKA,24.90000,2024-02-29
008351554,210104959,COMPLEMENTOS,CYZONE,79.90000,2024-02-29
008351554,200106453,MAQUILLAJE,ESIKA,9.90000,2024-02-29
047430550,200110346,MAQUILLAJE,ESIKA,23.90000,2024-02-29
050973573,200098946,MAQUILLAJE,LBEL,49.00000,2024-02-29
008351554,200114940,FRAGANCIAS,ESIKA,49.90000,2024-02-29
045325695,200095170,CUIDADO PERSONAL,ESIKA,7.38000,2024-02-29
039061287,200115054,MAQUILLAJE,ESIKA,41.90000,2024-02-28
046518039,200104412,FRAGANCIAS,LBEL,42.00000,2024-02-28
046518039,210102612,COMPLEMENTOS,CYZONE,44.90000,2024-02-28
036649356,200095864,FRAGANCIAS,LBEL,85.00000,2024-02-28
023240475,200111416,TRATAMIENTO FACIAL,CYZONE,27.94000,2024-02-28
036649356,200111162,FRAGANCIAS,CYZONE,34.90000,2024-02-28
039061287,200107373,MAQUILLAJE,CYZONE,13.90000,2024-02-28
051056906,200105041,FRAGANCIAS,ESIKA,21.60000,2024-04-02
051056906,200113781,FRAGANCIAS,CYZONE,16.64000,2024-04-02
048297765,200103923,MAQUILLAJE,CYZONE,14.90000,2024-01-16
047880688,200106852,FRAGANCIAS,LBEL,47.95000,2024-01-16
051520653,200112359,CUIDADO PERSONAL,ESIKA,30.90000,2024-01-11
048297765,200115940,MAQUILLAJE,CYZONE,13.95000,2024-01-16
048297765,200106441,MAQUILLAJE,ESIKA,13.96000,2024-01-16
048297765,200094217,FRAGANCIAS,ESIKA,44.97000,2024-01-16
021793760,200090452,FRAGANCIAS,ESIKA,38.90000,2024-03-01
021793760,200114054,MAQUILLAJE,CYZONE,18.90000,2024-03-01
047880688,200105017,FRAGANCIAS,CYZONE,14.99000,2024-04-30
051766490,200111234,TRATAMIENTO FACIAL,ESIKA,39.90000,2024-04-30
045869830,210098479,MAQUILLAJE,ESIKA,47.90000,2024-04-30
041059117,200109193,MAQUILLAJE,LBEL,24.50000,2024-04-30
051766490,210105919,BIJOUTERIE,CYZONE,59.90000,2024-04-30
045579557,200105008,FRAGANCIAS,CYZONE,34.90000,2024-04-30
045869830,200111184,TRATAMIENTO CORPORAL,ESIKA,46.90000,2024-04-30
051766490,200106604,MAQUILLAJE,CYZONE,15.90000,2024-04-30
045869830,200113964,MAQUILLAJE,ESIKA,43.90000,2024-04-30
048177719,200087691,TRATAMIENTO CORPORAL,ESIKA,36.90000,2024-01-17
023240475,200102079,MAQUILLAJE,ESIKA,25.90000,2024-01-17
023240475,200113781,FRAGANCIAS,CYZONE,25.90000,2024-01-17
051477898,200102289,MAQUILLAJE,ESIKA,47.90000,2024-01-02
021793760,200108048,FRAGANCIAS,CYZONE,20.90000,2024-01-02
008351554,200112314,FRAGANCIAS,ESIKA,43.90000,2024-01-18
052082706,200106852,FRAGANCIAS,LBEL,29.90000,2024-04-25
051844726,210100409,CUIDADO PERSONAL,LBEL,27.00000,2024-04-25
036888067,200115942,VARIOS,GENERICA,59.90000,2024-04-25
051844726,210098464,MAQUILLAJE,CYZONE,15.90000,2024-04-25
049691823,200114125,MAQUILLAJE,CYZONE,13.50000,2024-04-25
051844726,210098463,MAQUILLAJE,CYZONE,15.90000,2024-04-25
052047269,210097861,COMPLEMENTOS,CYZONE,32.90000,2024-04-25
051917480,210103944,COMPLEMENTOS,CYZONE,49.90000,2024-04-25
050852121,200095158,CUIDADO PERSONAL,ESIKA,7.38000,2024-04-25
051844726,200114195,MAQUILLAJE,CYZONE,16.90000,2024-04-25
047880688,200086432,FRAGANCIAS,ESIKA,23.49000,2024-02-27
051766490,200102351,MAQUILLAJE,ESIKA,19.90000,2024-02-27
051843126,200105180,CUIDADO PERSONAL,CYZONE,9.90000,2024-02-27
047880688,200105017,FRAGANCIAS,CYZONE,13.99000,2024-02-27
051766490,200107369,MAQUILLAJE,CYZONE,13.90000,2024-02-27
051056906,210104905,COMPLEMENTOS,CYZONE,24.90000,2024-02-27
051766490,200115454,CUIDADO PERSONAL,ESIKA,24.90000,2024-02-27
051766490,200112748,MAQUILLAJE,ESIKA,19.90000,2024-02-27
036649356,200105041,FRAGANCIAS,ESIKA,26.30000,2024-04-10
052046947,200103449,CUIDADO PERSONAL,CYZONE,7.38000,2024-04-10
026864194,200109537,CUIDADO PERSONAL,ESIKA,7.63000,2024-04-10
052046947,200095430,CUIDADO PERSONAL,CYZONE,7.38000,2024-04-10
051448413,210101779,BIJOUTERIE,ESIKA,49.90000,2024-01-17
045494314,200115939,MAQUILLAJE,CYZONE,11.74000,2024-01-11
051477898,200103449,CUIDADO PERSONAL,CYZONE,7.60000,2024-01-23
023240475,200105190,CUIDADO PERSONAL,ESIKA,8.90000,2024-01-17
003441296,210105321,MAQUILLAJE,CYZONE,29.90000,2024-02-02
042845353,200115943,VARIOS,GENERICA,59.90000,2024-02-22
042845353,200113721,MAQUILLAJE,CYZONE,16.90000,2024-02-22
049728603,200114529,TRATAMIENTO CORPORAL,CYZONE,29.90000,2024-02-22
049728603,200108807,CUIDADO PERSONAL,ESIKA,12.90000,2024-02-22
049728603,200106357,FRAGANCIAS,CYZONE,40.52000,2024-02-22
042845353,200115636,MAQUILLAJE,CYZONE,22.90000,2024-02-22
047880688,200099047,FRAGANCIAS,ESIKA,39.77000,2024-02-06
047880688,200106346,FRAGANCIAS,ESIKA,27.50000,2024-02-06
051254023,200098640,TRATAMIENTO FACIAL,ESIKA,26.90000,2024-03-15
048297765,200104924,CUIDADO PERSONAL,ESIKA,21.90000,2024-03-15
051254023,200109610,MAQUILLAJE,CYZONE,13.90000,2024-03-15
051181794,200112289,MAQUILLAJE,CYZONE,10.90000,2024-02-07
048605184,200095931,FRAGANCIAS,ESIKA,42.23000,2024-02-08
048605184,200104938,CUIDADO PERSONAL,ESIKA,21.90000,2024-02-08
045325695,210097089,CUIDADO PERSONAL,LBEL,15.90000,2024-02-08
047430550,210104923,COMPLEMENTOS,CYZONE,64.90000,2024-02-08
050973573,200102430,FRAGANCIAS,ESIKA,50.00000,2024-02-08
048605184,200099702,FRAGANCIAS,ESIKA,17.48000,2024-02-08
051347056,210105121,BIJOUTERIE,ESIKA,49.90000,2024-02-08
008351554,200116108,TRATAMIENTO FACIAL,ESIKA,30.90000,2024-02-08
008351554,210099696,PROMOCION USUARIOS,CYZONE,2.80000,2024-02-08
008351554,200115453,CUIDADO PERSONAL,ESIKA,24.90000,2024-02-29
045325695,200095158,CUIDADO PERSONAL,ESIKA,7.38000,2024-02-29
051844726,210105300,COMPLEMENTOS,CYZONE,59.90000,2024-02-29
051844726,210086712,CUIDADO PERSONAL,ESIKA,21.90000,2024-02-29
050973573,200099047,FRAGANCIAS,ESIKA,46.63000,2024-02-29
026864194,200115552,TRATAMIENTO CORPORAL,CYZONE,25.90000,2024-02-29
008351554,210105256,BIJOUTERIE,ESIKA,19.90000,2024-02-29
045325695,200111155,FRAGANCIAS,CYZONE,41.90000,2024-02-29
047430550,210104905,COMPLEMENTOS,CYZONE,24.90000,2024-02-29
008351554,200102061,FRAGANCIAS,ESIKA,19.94000,2024-02-29
045325695,210086712,CUIDADO PERSONAL,ESIKA,21.90000,2024-02-29
008351554,210098308,MAQUILLAJE,ESIKA,18.90000,2024-02-29
045325695,200106445,MAQUILLAJE,ESIKA,20.90000,2024-02-29
051520653,200095374,CUIDADO PERSONAL,ESIKA,7.38000,2024-01-11
051181794,200097947,FRAGANCIAS,CYZONE,49.90000,2024-01-02
042670251,200108409,FRAGANCIAS,ESIKA,19.23000,2024-01-17
051477898,200082674,FRAGANCIAS,ESIKA,15.08000,2024-01-23
049711530,210099428,MAQUILLAJE,CYZONE,31.90000,2024-01-25
051477898,200103449,CUIDADO PERSONAL,CYZONE,5.10000,2024-01-23
051241487,200089168,FRAGANCIAS,CYZONE,26.90000,2024-01-29
049711530,200105017,FRAGANCIAS,CYZONE,26.90000,2024-01-25
049711530,200115055,MAQUILLAJE,ESIKA,39.90000,2024-01-25
051241487,200106161,TRATAMIENTO CORPORAL,CYZONE,14.00000,2024-01-29
051241487,200112355,CUIDADO PERSONAL,ESIKA,32.90000,2024-01-29
051241487,210096239,MAQUILLAJE,ESIKA,21.90000,2024-01-29
051241487,200082687,CUIDADO PERSONAL,ESIKA,22.90000,2024-01-29
051241487,200088133,FRAGANCIAS,ESIKA,24.45000,2024-01-29
045325695,200105041,FRAGANCIAS,ESIKA,26.63000,2024-01-18
039592525,200095170,CUIDADO PERSONAL,ESIKA,7.38000,2024-01-17
051241487,210100407,CUIDADO PERSONAL,CYZONE,21.90000,2024-01-29
045325695,200114988,TRATAMIENTO CORPORAL,ESIKA,14.20000,2024-03-25
039061287,200105041,FRAGANCIAS,ESIKA,21.65000,2024-03-25
045325695,200110331,MAQUILLAJE,ESIKA,22.90000,2024-03-25
036649356,200089168,FRAGANCIAS,CYZONE,31.90000,2023-12-27
050692213,200094066,FRAGANCIAS,CYZONE,22.90000,2023-12-27
051254023,200094857,MAQUILLAJE,ESIKA,12.90000,2023-12-27
051254023,200102089,MAQUILLAJE,CYZONE,15.90000,2023-12-27
051254023,200111234,TRATAMIENTO FACIAL,ESIKA,29.90000,2023-12-27
051254023,200111391,CUIDADO PERSONAL,CYZONE,20.90000,2023-12-27
051254023,210100499,MAQUILLAJE,CYZONE,8.95000,2023-12-27
051181794,200082481,FRAGANCIAS,CYZONE,37.90000,2024-02-07
051356535,200082678,FRAGANCIAS,ESIKA,16.51000,2024-03-04
026864194,210104995,BIJOUTERIE,CYZONE,25.00000,2024-03-19
048433154,200113639,FRAGANCIAS,CYZONE,25.90000,2024-03-21
047499070,200095464,CUIDADO PERSONAL,ESIKA,5.10000,2024-03-04
051893042,200106440,MAQUILLAJE,ESIKA,20.90000,2024-03-04
047499070,200091727,FRAGANCIAS,ESIKA,30.74000,2024-03-04
047499070,200093883,FRAGANCIAS,ESIKA,19.72000,2024-03-04
039625989,200111162,FRAGANCIAS,CYZONE,24.97000,2024-03-12
003441296,200089507,FRAGANCIAS,ESIKA,44.90000,2024-03-20
047499070,200103448,CUIDADO PERSONAL,ESIKA,5.10000,2024-03-04
047499070,200102430,FRAGANCIAS,ESIKA,44.58000,2024-03-04
047499070,200106295,FRAGANCIAS,ESIKA,44.90000,2024-03-04
039625989,200039855,FRAGANCIAS,CYZONE,24.96000,2024-03-12
047499070,200111318,FRAGANCIAS,LBEL,54.90000,2024-03-04
039625989,200089509,FRAGANCIAS,ESIKA,44.90000,2024-03-12
050973573,200089507,FRAGANCIAS,ESIKA,44.90000,2024-03-21
051917480,200098673,FRAGANCIAS,ESIKA,39.90000,2024-03-12
026864194,200111352,FRAGANCIAS,ESIKA,74.90000,2024-03-19
039592525,200095158,CUIDADO PERSONAL,ESIKA,7.38000,2024-03-20
024730247,200115093,MAQUILLAJE,ESIKA,15.90000,2024-03-04
051890019,200089168,FRAGANCIAS,CYZONE,17.50000,2024-03-04
039625989,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2024-03-12
049691823,210100408,CUIDADO PERSONAL,CYZONE,19.95000,2024-03-19
047499070,200105041,FRAGANCIAS,ESIKA,30.18000,2024-03-04
051356535,210100114,BIJOUTERIE,ESIKA,25.39000,2024-03-04
024730247,210104923,COMPLEMENTOS,CYZONE,64.90000,2024-03-04
051356535,200100855,TRATAMIENTO FACIAL,CYZONE,25.90000,2024-03-04
047499070,200114986,TRATAMIENTO CORPORAL,ESIKA,15.26000,2024-03-04
047499070,200109872,FRAGANCIAS,CYZONE,27.63000,2024-03-04
024730247,200112361,CUIDADO PERSONAL,ESIKA,27.48000,2024-03-04
051893042,200098555,FRAGANCIAS,ESIKA,59.26000,2024-03-04
047499070,200105188,CUIDADO PERSONAL,ESIKA,5.10000,2024-03-04
047499070,200114988,TRATAMIENTO CORPORAL,ESIKA,25.90000,2024-03-04
051893042,200102089,MAQUILLAJE,CYZONE,16.90000,2024-03-04
048433154,200072913,FRAGANCIAS,ESIKA,12.30000,2024-03-04
043364677,210097030,CUIDADO PERSONAL,LBEL,10.90000,2024-04-29
052046947,200115170,CUIDADO PERSONAL,ESIKA,16.02000,2024-04-29
051940229,200113299,MAQUILLAJE,ESIKA,11.98000,2024-04-29
051940229,200112315,MAQUILLAJE,CYZONE,15.90000,2024-04-29
051940229,210105843,BIJOUTERIE,ESIKA,49.90000,2024-04-29
043364677,200098086,TRATAMIENTO CORPORAL,ESIKA,29.90000,2024-04-29
003441296,200090400,TRATAMIENTO FACIAL,LBEL,73.00000,2024-02-23
003441296,200103025,CUIDADO PERSONAL,ESIKA,21.98000,2024-02-23
046518039,210098307,MAQUILLAJE,ESIKA,18.90000,2024-02-28
023240475,210103989,COMPLEMENTOS,CYZONE,64.90000,2024-02-28
046518039,210101975,COMPLEMENTOS,CYZONE,59.90000,2024-02-28
033529260,200114988,TRATAMIENTO CORPORAL,ESIKA,24.90000,2024-01-15
048297765,200104937,CUIDADO PERSONAL,ESIKA,21.90000,2024-03-15
048297765,210105887,COMPLEMENTOS,CYZONE,24.90000,2024-03-15
051254023,200106356,FRAGANCIAS,CYZONE,49.90000,2024-03-15
042845353,200102097,MAQUILLAJE,CYZONE,16.90000,2024-03-15
051254023,200115254,CUIDADO PERSONAL,CYZONE,28.90000,2024-03-15
042845353,200110649,MAQUILLAJE,ESIKA,25.90000,2024-03-15
045869830,200107368,MAQUILLAJE,CYZONE,13.90000,2024-02-07
051614402,200089168,FRAGANCIAS,CYZONE,23.08000,2024-02-07
051614402,200108408,FRAGANCIAS,ESIKA,16.00000,2024-02-07
023240475,200115982,FRAGANCIAS,CYZONE,36.90000,2024-02-07
051614402,200111183,TRATAMIENTO CORPORAL,ESIKA,46.90000,2024-02-07
036649356,200099047,FRAGANCIAS,ESIKA,20.00000,2024-02-07
036649356,200112361,CUIDADO PERSONAL,ESIKA,24.90000,2024-02-07
050852121,210103679,BIJOUTERIE,CYZONE,34.90000,2024-02-05
050852121,200110337,MAQUILLAJE,ESIKA,12.98000,2024-02-05
033529260,210104990,BIJOUTERIE,CYZONE,22.00000,2024-02-05
033529260,200106606,MAQUILLAJE,CYZONE,15.90000,2024-02-05
033529260,200103920,MAQUILLAJE,CYZONE,16.90000,2024-02-05
033529260,200102102,MAQUILLAJE,CYZONE,16.90000,2024-02-05
033529260,200106657,MAQUILLAJE,ESIKA,17.90000,2024-02-05
051520653,200095426,CUIDADO PERSONAL,CYZONE,5.10000,2024-02-05
033529260,200115165,MAQUILLAJE,ESIKA,13.90000,2023-12-20
039625989,210105506,BIJOUTERIE,CYZONE,54.90000,2023-12-19
033740395,200103441,CUIDADO PERSONAL,ESIKA,8.90000,2023-12-21
039625989,200106650,MAQUILLAJE,ESIKA,18.90000,2023-12-19
049728603,200082687,CUIDADO PERSONAL,ESIKA,22.90000,2023-12-21
033529260,210098531,MAQUILLAJE,CYZONE,26.90000,2023-12-20
033740395,200089509,FRAGANCIAS,ESIKA,44.90000,2023-12-21
051520653,200113781,FRAGANCIAS,CYZONE,15.00000,2023-12-21
044196425,200098698,TRATAMIENTO FACIAL,ESIKA,27.90000,2023-12-22
039625989,200102064,MAQUILLAJE,CYZONE,41.90000,2023-12-19
039625989,200106457,MAQUILLAJE,ESIKA,13.90000,2023-12-19
051520653,200095374,CUIDADO PERSONAL,ESIKA,7.38000,2023-12-21
049470762,200095170,CUIDADO PERSONAL,ESIKA,7.63000,2023-12-21
044196425,200095159,CUIDADO PERSONAL,ESIKA,5.19000,2023-12-22
033740395,200114989,TRATAMIENTO CORPORAL,ESIKA,25.90000,2023-12-21
047948835,210104950,COMPLEMENTOS,CYZONE,79.90000,2023-12-21
039625989,200099047,FRAGANCIAS,ESIKA,34.90000,2023-12-19
049728603,200112314,FRAGANCIAS,ESIKA,43.90000,2023-12-21
051973836,200114924,FRAGANCIAS,ESIKA,84.90000,2024-04-26
033529260,210105842,BIJOUTERIE,ESIKA,69.90000,2024-04-26
051973836,200064310,FRAGANCIAS,ESIKA,25.90000,2024-04-26
051973836,200082678,FRAGANCIAS,ESIKA,25.90000,2024-04-26
052027209,200082674,FRAGANCIAS,ESIKA,12.05000,2024-04-26
051129296,200115167,MAQUILLAJE,ESIKA,19.90000,2024-04-26
052027209,200112231,MAQUILLAJE,CYZONE,22.90000,2024-04-26
051129296,200095895,FRAGANCIAS,CYZONE,36.90000,2024-04-26
042829803,200088259,FRAGANCIAS,ESIKA,33.97000,2024-04-26
033529260,210100558,MAQUILLAJE,ESIKA,43.90000,2024-04-26
051520653,200108674,CUIDADO PERSONAL,ESIKA,7.38000,2024-04-26
051129296,210105409,BIJOUTERIE,CYZONE,22.90000,2024-04-26
051254023,200116270,MAQUILLAJE,LBEL,24.50000,2024-04-26
051254023,200114178,MAQUILLAJE,CYZONE,16.90000,2024-04-26
051129296,200095430,CUIDADO PERSONAL,CYZONE,10.90000,2024-04-26
051129296,200114191,MAQUILLAJE,CYZONE,16.90000,2024-04-26
052073731,200115484,TRATAMIENTO FACIAL,CYZONE,18.90000,2024-04-26
051056906,200110341,MAQUILLAJE,ESIKA,16.30000,2024-04-26
033529260,210105186,RELOJES,ESIKA,124.90000,2024-04-26
032452310,200114125,MAQUILLAJE,CYZONE,16.90000,2024-05-02
052135567,200072913,FRAGANCIAS,ESIKA,12.45000,2024-05-02
010018668,200083940,FRAGANCIAS,LBEL,100.00000,2024-05-02
051843126,210103948,COMPLEMENTOS,CYZONE,32.90000,2024-05-02
051843126,200112361,CUIDADO PERSONAL,ESIKA,18.48000,2024-05-02
052128625,200114125,MAQUILLAJE,CYZONE,10.52000,2024-05-02
052063728,210099758,BIJOUTERIE,ESIKA,34.90000,2024-05-02
008351554,200101061,TRATAMIENTO FACIAL,ESIKA,26.90000,2024-05-02
045325695,210095249,CUIDADO PERSONAL,CYZONE,16.63000,2024-05-02
008351554,200109613,MAQUILLAJE,CYZONE,14.90000,2024-05-02
032452310,200115942,VARIOS,GENERICA,59.90000,2024-05-02
052135567,200107369,MAQUILLAJE,CYZONE,12.90000,2024-05-02
