CODEBELISTA,CODPRODUCTOSAP,DESCATEGORIA,DESMARCA,PRECIOOFERTA,FECHAPROCESO
039592525,210102543,BIJOUTERIE,CYZONE,31.90000,2024-05-24
049754906,200112361,CUIDADO PERSONAL,ESIKA,25.90000,2024-05-24
051844726,200106604,MAQUILLAJE,CYZONE,23.90000,2024-05-24
039592525,200095666,CUIDADO PERSONAL,CYZONE,12.90000,2024-05-24
051844726,200108752,CUIDADO PERSONAL,ESIKA,13.85000,2024-05-24
039061287,210099817,ACCESORIOS COSMETICOS,ESIKA,14.90000,2024-05-24
048605184,200113372,TRATAMIENTO FACIAL,LBEL,32.00000,2024-05-24
051843126,200107353,MAQUILLAJE,CYZONE,12.90000,2024-05-24
051843126,200111391,CUIDADO PERSONAL,CYZONE,15.50000,2024-05-24
021793760,200090452,FRAGANCIAS,ESIKA,42.90000,2024-05-24
051973836,200112355,CUIDADO PERSONAL,ESIKA,30.90000,2024-05-24
052222087,200114178,MAQUILLAJE,CYZONE,15.90000,2024-05-20
033740395,200088133,FRAGANCIAS,ESIKA,42.90000,2024-05-16
052082706,200112355,CUIDADO PERSONAL,ESIKA,22.82000,2024-05-16
052082706,200102433,FRAGANCIAS,ESIKA,10.00000,2024-05-16
052181135,210102603,COMPLEMENTOS,CYZONE,89.90000,2024-05-16
039520125,200116227,TRATAMIENTO FACIAL,LBEL,20.00000,2024-05-16
039520125,200111146,MUESTRAS COSMETICOS,ESIKA,1.60000,2024-05-16
051893042,200112635,MAQUILLAJE,ESIKA,20.00000,2024-05-16
052181135,200109890,MAQUILLAJE,CYZONE,16.90000,2024-05-16
052082706,200095170,CUIDADO PERSONAL,ESIKA,5.67000,2024-05-16
052128625,200115936,MAQUILLAJE,CYZONE,8.90000,2024-05-16
039520125,200116308,TRATAMIENTO FACIAL,LBEL,20.00000,2024-05-16
050368645,200095570,CUIDADO PERSONAL,ESIKA,4.98000,2024-05-22
045579557,210098462,MAQUILLAJE,CYZONE,16.90000,2024-05-22
051766490,210103480,BIJOUTERIE,ESIKA,69.90000,2024-05-22
051766490,200115500,TRATAMIENTO CORPORAL,CYZONE,19.90000,2024-05-22
041059117,200106284,FRAGANCIAS,ESIKA,49.90000,2024-05-22
046518039,200103025,CUIDADO PERSONAL,ESIKA,21.98000,2024-05-22
052047269,200101559,FRAGANCIAS,CYZONE,17.40000,2024-05-22
045579557,200114179,MAQUILLAJE,CYZONE,15.90000,2024-05-22
050368645,200095177,CUIDADO PERSONAL,ESIKA,4.98000,2024-05-22
050368645,200110328,MAQUILLAJE,ESIKA,13.90000,2024-05-22
045579557,200112307,FRAGANCIAS,ESIKA,40.84000,2024-05-22
051347056,200115407,MAQUILLAJE,CYZONE,17.90000,2024-05-22
048341519,200039855,FRAGANCIAS,CYZONE,24.90000,2024-06-14
048605184,200116807,FRAGANCIAS,CYZONE,32.90000,2024-06-17
048605184,200102045,FRAGANCIAS,ESIKA,49.95000,2024-06-17
052216281,200095465,CUIDADO PERSONAL,ESIKA,5.40000,2024-06-05
039625989,200086399,FRAGANCIAS,LBEL,54.90000,2024-06-04
052263344,200103020,CUIDADO PERSONAL,ESIKA,22.90000,2024-06-17
009687599,200115489,FRAGANCIAS,CYZONE,24.00000,2024-05-27
039625989,200111234,TRATAMIENTO FACIAL,ESIKA,39.90000,2024-05-14
052222087,200095430,CUIDADO PERSONAL,CYZONE,12.90000,2024-05-29
052142881,200112313,MAQUILLAJE,CYZONE,6.90000,2024-06-06
052121175,200113787,FRAGANCIAS,LBEL,69.50000,2024-06-04
052047269,200105017,FRAGANCIAS,CYZONE,39.90000,2024-06-07
052208777,210104946,COMPLEMENTOS,CYZONE,59.90000,2024-06-10
048341519,200090346,CUIDADO PERSONAL,ESIKA,18.30000,2024-06-14
033529260,210104319,MAQUILLAJE,CYZONE,20.90000,2024-06-10
033529260,200108768,CUIDADO PERSONAL,ESIKA,27.90000,2024-06-10
048341519,200095374,CUIDADO PERSONAL,ESIKA,7.38000,2024-06-14
051940229,210104319,MAQUILLAJE,CYZONE,20.90000,2024-06-10
052181135,200098788,TRATAMIENTO FACIAL,LBEL,20.90000,2024-06-05
052263344,200113886,MAQUILLAJE,ESIKA,18.45000,2024-06-17
052321174,210104319,MAQUILLAJE,CYZONE,20.90000,2024-06-10
039061287,200109537,CUIDADO PERSONAL,ESIKA,9.90000,2024-06-18
052208297,200111183,TRATAMIENTO CORPORAL,ESIKA,36.90000,2024-06-13
052082706,200111130,FRAGANCIAS,ESIKA,46.83000,2024-06-06
052178282,200112361,CUIDADO PERSONAL,ESIKA,38.90000,2024-05-15
048433154,200095464,CUIDADO PERSONAL,ESIKA,5.40000,2024-05-27
052324548,210102338,BIJOUTERIE,ESIKA,59.90000,2024-06-10
049521464,200103020,CUIDADO PERSONAL,ESIKA,11.65000,2024-06-06
047499070,200100617,FRAGANCIAS,ESIKA,20.00000,2024-06-13
051129296,200110342,MAQUILLAJE,ESIKA,28.90000,2024-06-10
052208297,200111352,FRAGANCIAS,ESIKA,49.95000,2024-06-13
008351554,210105364,COMPLEMENTOS,CYZONE,79.90000,2024-06-13
052222087,200106566,MAQUILLAJE,CYZONE,16.90000,2024-05-29
048605184,200110328,MAQUILLAJE,ESIKA,15.06000,2024-06-17
051766490,210105527,BIJOUTERIE,CYZONE,59.90000,2024-06-11
052208777,200116901,MAQUILLAJE,CYZONE,12.95000,2024-06-10
052218209,200103354,MAQUILLAJE,ESIKA,24.90000,2024-06-03
048297765,200092906,MAQUILLAJE,LBEL,30.00000,2024-06-03
052218209,200098673,FRAGANCIAS,ESIKA,25.00000,2024-06-03
052218209,200102430,FRAGANCIAS,ESIKA,41.67000,2024-06-03
052218209,200112748,MAQUILLAJE,ESIKA,22.90000,2024-06-03
052218209,200112748,MAQUILLAJE,ESIKA,10.00000,2024-06-03
052071712,200106854,FRAGANCIAS,LBEL,69.50000,2024-06-03
039592525,200108408,FRAGANCIAS,ESIKA,28.30000,2024-06-12
039592525,200100926,FRAGANCIAS,ESIKA,28.30000,2024-06-12
048433154,200090455,FRAGANCIAS,ESIKA,47.90000,2024-06-12
052128625,200093884,FRAGANCIAS,ESIKA,32.90000,2024-06-12
047780152,200106604,MAQUILLAJE,CYZONE,18.90000,2024-06-12
051890019,200109198,TRATAMIENTO FACIAL,LBEL,43.43000,2024-06-12
052063728,200109610,MAQUILLAJE,CYZONE,13.90000,2024-06-12
045325695,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2024-06-12
052128625,200113721,MAQUILLAJE,CYZONE,22.90000,2024-06-12
052317975,210102126,RELOJES,ESIKA,119.90000,2024-06-12
052178282,200090452,FRAGANCIAS,ESIKA,41.90000,2024-06-12
045325695,200115938,MAQUILLAJE,CYZONE,22.90000,2024-06-12
048433154,200111184,TRATAMIENTO CORPORAL,ESIKA,36.90000,2024-06-12
009687599,200113781,FRAGANCIAS,CYZONE,11.21000,2024-06-12
044109905,200115170,CUIDADO PERSONAL,ESIKA,24.90000,2024-06-12
039592525,200114983,TRATAMIENTO CORPORAL,ESIKA,25.90000,2024-06-12
048297765,200102351,MAQUILLAJE,ESIKA,21.00000,2024-06-03
052071712,200106606,MAQUILLAJE,CYZONE,18.90000,2024-06-03
052218209,200109874,FRAGANCIAS,CYZONE,44.69000,2024-06-03
051940229,200113787,FRAGANCIAS,LBEL,43.30000,2024-06-10
033740395,200099686,FRAGANCIAS,CYZONE,15.31000,2024-06-10
052328195,200115941,VARIOS,GENERICA,59.90000,2024-06-10
043364677,210096208,MAQUILLAJE,ESIKA,17.90000,2024-06-10
051940229,200115279,CUIDADO PERSONAL,LBEL,21.74000,2024-06-10
052208777,200117170,MAQUILLAJE,CYZONE,22.90000,2024-06-10
051940229,210096240,MAQUILLAJE,ESIKA,17.90000,2024-06-10
051129296,210103966,COMPLEMENTOS,CYZONE,42.90000,2024-06-10
052073731,200115540,FRAGANCIAS,CYZONE,28.95000,2024-06-10
050852121,200113781,FRAGANCIAS,CYZONE,10.79000,2024-06-10
052073731,200108408,FRAGANCIAS,ESIKA,21.00000,2024-06-10
051356535,200116807,FRAGANCIAS,CYZONE,32.90000,2024-06-10
003441296,200039855,FRAGANCIAS,CYZONE,24.90000,2024-06-10
033740395,200103448,CUIDADO PERSONAL,ESIKA,7.38000,2024-06-10
051940229,200090346,CUIDADO PERSONAL,ESIKA,19.90000,2024-06-10
043364677,200094901,MAQUILLAJE,LBEL,29.00000,2024-06-10
047430550,210103966,COMPLEMENTOS,CYZONE,42.90000,2024-06-13
047687314,210100605,PROMOCION USUARIOS,ESIKA,64.90000,2024-06-14
052222087,200103020,CUIDADO PERSONAL,ESIKA,22.90000,2024-05-29
048605184,200095666,CUIDADO PERSONAL,CYZONE,7.60000,2024-06-17
052252415,200115300,TRATAMIENTO FACIAL,ESIKA,30.00000,2024-06-13
051254023,200105017,FRAGANCIAS,CYZONE,16.41000,2024-05-17
033740395,210105845,BIJOUTERIE,ESIKA,39.90000,2024-06-10
052121175,200115453,CUIDADO PERSONAL,ESIKA,24.90000,2024-05-15
021793760,210105392,COMPLEMENTOS,CYZONE,34.90000,2024-06-06
052046947,200103449,CUIDADO PERSONAL,CYZONE,7.38000,2024-05-15
052222087,200112293,MAQUILLAJE,CYZONE,11.90000,2024-05-29
048605184,200114038,TRATAMIENTO FACIAL,ESIKA,17.84000,2024-06-17
052108101,200094941,FRAGANCIAS,CYZONE,22.90000,2024-05-15
052105560,200105011,FRAGANCIAS,CYZONE,34.90000,2024-05-27
048341519,200095158,CUIDADO PERSONAL,ESIKA,7.38000,2024-06-14
048341519,200090349,CUIDADO PERSONAL,ESIKA,18.30000,2024-06-14
048341519,400098392,N/A,CYZONE,3.30000,2024-06-14
048433154,200064341,CUIDADO PERSONAL,ESIKA,23.90000,2024-05-06
048341519,200095170,CUIDADO PERSONAL,ESIKA,7.38000,2024-06-14
049691823,200106346,FRAGANCIAS,ESIKA,42.80000,2024-04-05
052218209,200100866,FRAGANCIAS,ESIKA,79.90000,2024-05-15
052108101,200103354,MAQUILLAJE,ESIKA,23.90000,2024-05-15
052222087,200114989,TRATAMIENTO CORPORAL,ESIKA,25.90000,2024-05-29
052222087,200114178,MAQUILLAJE,CYZONE,15.90000,2024-05-29
052142881,200095464,CUIDADO PERSONAL,ESIKA,7.38000,2024-05-17
052071712,200117170,MAQUILLAJE,CYZONE,15.90000,2024-05-13
052335949,200111130,FRAGANCIAS,ESIKA,46.83000,2024-06-11
052263344,200093884,FRAGANCIAS,ESIKA,32.90000,2024-06-17
052222087,200108408,FRAGANCIAS,ESIKA,29.90000,2024-05-29
052263344,200103327,MAQUILLAJE,ESIKA,27.90000,2024-06-17
048605184,200111352,FRAGANCIAS,ESIKA,49.95000,2024-06-17
052263344,200114529,TRATAMIENTO CORPORAL,CYZONE,22.90000,2024-05-30
032452310,200095931,FRAGANCIAS,ESIKA,30.00000,2024-06-20
052222087,200114987,TRATAMIENTO CORPORAL,ESIKA,25.90000,2024-05-29
039061287,200116800,MUESTRAS COSMETICOS,CYZONE,1.90000,2024-06-18
033529260,200103923,MAQUILLAJE,CYZONE,22.90000,2024-06-10
048605184,200111318,FRAGANCIAS,LBEL,77.90000,2024-06-17
052222087,200103449,CUIDADO PERSONAL,CYZONE,12.90000,2024-05-29
024730247,200103449,CUIDADO PERSONAL,CYZONE,5.40000,2024-05-30
047687314,210104527,COMPLEMENTOS,CYZONE,89.90000,2024-06-14
047687314,200082674,FRAGANCIAS,ESIKA,25.90000,2024-06-14
052249244,200114125,MAQUILLAJE,CYZONE,15.90000,2024-06-05
052181135,210107067,BIJOUTERIE,ESIKA,34.90000,2024-06-05
052249244,200108048,FRAGANCIAS,CYZONE,25.90000,2024-06-05
042845353,210104963,COMPLEMENTOS,CYZONE,79.90000,2024-06-05
052249244,200115540,FRAGANCIAS,CYZONE,32.90000,2024-06-05
052216281,200113787,FRAGANCIAS,LBEL,86.95000,2024-06-05
042845353,200064310,FRAGANCIAS,ESIKA,13.30000,2024-06-05
052216281,200095170,CUIDADO PERSONAL,ESIKA,5.40000,2024-06-05
052121175,200116780,MAQUILLAJE,CYZONE,12.95000,2024-06-26
048297765,200113882,MAQUILLAJE,ESIKA,10.98000,2024-06-26
051917480,210102594,COMPLEMENTOS,CYZONE,39.90000,2024-06-26
047430550,200115496,FRAGANCIAS,CYZONE,25.90000,2024-05-23
052222087,200111182,TRATAMIENTO CORPORAL,ESIKA,32.90000,2024-05-29
052093236,200098673,FRAGANCIAS,ESIKA,37.07000,2024-05-30
010018668,210098705,COMPLEMENTOS,CYZONE,36.90000,2024-05-23
052282004,200115943,VARIOS,GENERICA,59.90000,2024-06-04
052280400,200100617,FRAGANCIAS,ESIKA,20.00000,2024-06-04
052047269,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2024-06-07
052222087,200078931,CUIDADO PERSONAL,ESIKA,22.90000,2024-05-20
008351554,200082687,CUIDADO PERSONAL,ESIKA,27.90000,2024-05-27
009687599,200086399,FRAGANCIAS,LBEL,29.90000,2024-05-27
039520125,200089507,FRAGANCIAS,ESIKA,44.90000,2024-05-30
052047269,200100838,FRAGANCIAS,ESIKA,44.90000,2024-06-07
042829803,200086399,FRAGANCIAS,LBEL,22.90000,2024-05-17
052105560,200115489,FRAGANCIAS,CYZONE,29.30000,2024-05-27
044109905,200117170,MAQUILLAJE,CYZONE,13.90000,2024-05-23
043364677,200105041,FRAGANCIAS,ESIKA,34.90000,2024-05-20
009687599,200109873,FRAGANCIAS,CYZONE,20.00000,2024-05-27
051254023,200113781,FRAGANCIAS,CYZONE,16.41000,2024-05-17
052071712,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2024-06-03
052046947,200111096,MAQUILLAJE,LBEL,54.00000,2024-06-05
052216281,200095570,CUIDADO PERSONAL,ESIKA,5.40000,2024-06-05
048433154,200105188,CUIDADO PERSONAL,ESIKA,5.40000,2024-05-27
052121175,200092915,MAQUILLAJE,LBEL,30.00000,2024-06-04
036888067,200105011,FRAGANCIAS,CYZONE,34.90000,2024-05-23
024730247,200117170,MAQUILLAJE,CYZONE,13.90000,2024-05-30
052047269,200114813,TRATAMIENTO FACIAL,LBEL,32.90000,2024-06-07
052071712,200114125,MAQUILLAJE,CYZONE,15.90000,2024-06-03
052047269,210103985,COMPLEMENTOS,CYZONE,89.90000,2024-06-07
050852121,200105008,FRAGANCIAS,CYZONE,37.90000,2024-07-02
052073731,200106354,FRAGANCIAS,LBEL,49.90000,2024-07-02
052208297,200103452,CUIDADO PERSONAL,LBEL,7.63000,2024-07-02
041059117,200105017,FRAGANCIAS,CYZONE,20.00000,2024-07-02
051356535,200115983,FRAGANCIAS,CYZONE,24.30000,2024-07-02
050852121,200102351,MAQUILLAJE,ESIKA,13.90000,2024-07-02
052235367,200112359,CUIDADO PERSONAL,ESIKA,30.90000,2024-07-02
052073731,200099047,FRAGANCIAS,ESIKA,29.90000,2024-07-02
051356535,200105015,MUESTRAS COSMETICOS,CYZONE,1.90000,2024-07-02
050852121,200110703,TRATAMIENTO CORPORAL,CYZONE,17.90000,2024-07-02
052328195,210105389,COMPLEMENTOS,CYZONE,24.90000,2024-07-02
051356535,200098568,MUESTRAS COSMETICOS,ESIKA,1.90000,2024-07-02
045579557,200112059,MAQUILLAJE,LBEL,40.00000,2024-07-02
051766490,200116388,MAQUILLAJE,CYZONE,13.90000,2024-07-02
051766490,200115453,CUIDADO PERSONAL,ESIKA,25.90000,2024-07-02
051356535,200089619,MUESTRAS COSMETICOS,LBEL,1.90000,2024-07-02
052328195,200112748,MAQUILLAJE,ESIKA,13.90000,2024-07-02
050852121,200103025,CUIDADO PERSONAL,ESIKA,21.98000,2024-07-02
052208297,200117470,MAQUILLAJE,ESIKA,14.90000,2024-07-02
052280400,200093884,FRAGANCIAS,ESIKA,26.36000,2024-06-25
052364329,200093883,FRAGANCIAS,ESIKA,20.00000,2024-06-25
052364329,200113829,MAQUILLAJE,LBEL,18.30000,2024-06-25
052364329,200105158,MAQUILLAJE,LBEL,18.30000,2024-06-25
052282004,200113311,MAQUILLAJE,ESIKA,9.90000,2024-06-25
052332435,200082674,FRAGANCIAS,ESIKA,13.30000,2024-06-25
052364329,200109874,FRAGANCIAS,CYZONE,19.90000,2024-06-25
052282004,200089508,TRATAMIENTO CORPORAL,ESIKA,26.90000,2024-06-25
052280400,200112748,MAQUILLAJE,ESIKA,13.90000,2024-06-25
039625989,200114125,MAQUILLAJE,CYZONE,20.00000,2024-06-25
039625989,200089509,FRAGANCIAS,ESIKA,40.00000,2024-06-25
052282004,200113308,MAQUILLAJE,ESIKA,9.90000,2024-06-25
052332435,200117468,MAQUILLAJE,ESIKA,16.90000,2024-06-25
023240475,210104319,MAQUILLAJE,CYZONE,13.90000,2024-07-03
050368645,200095430,CUIDADO PERSONAL,CYZONE,4.98000,2024-07-03
051890019,200114097,MAQUILLAJE,CYZONE,27.90000,2024-07-03
044424029,200111130,FRAGANCIAS,ESIKA,30.00000,2024-07-03
003441296,200103448,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-03
023240475,200112355,CUIDADO PERSONAL,ESIKA,30.90000,2024-07-03
052178282,200095430,CUIDADO PERSONAL,CYZONE,12.90000,2024-07-03
051347056,200095159,CUIDADO PERSONAL,ESIKA,6.58000,2024-07-03
052135567,200103448,CUIDADO PERSONAL,ESIKA,9.90000,2024-07-03
051890019,200095430,CUIDADO PERSONAL,CYZONE,4.98000,2024-07-03
052178282,200064310,FRAGANCIAS,ESIKA,26.90000,2024-07-03
049754906,200113951,TRATAMIENTO FACIAL,CYZONE,17.90000,2024-07-03
003441296,200088133,FRAGANCIAS,ESIKA,24.90000,2024-07-03
044424029,200106354,FRAGANCIAS,LBEL,49.90000,2024-07-03
050368645,200105195,CUIDADO PERSONAL,ESIKA,9.90000,2024-07-03
023240475,210105365,COMPLEMENTOS,CYZONE,52.90000,2024-07-03
050368645,200112748,MAQUILLAJE,ESIKA,13.90000,2024-07-03
023240475,200114179,MAQUILLAJE,CYZONE,16.90000,2024-07-03
003441296,200086432,FRAGANCIAS,ESIKA,49.90000,2024-07-03
038304471,210105840,BIJOUTERIE,ESIKA,84.90000,2024-06-28
051254023,200106360,FRAGANCIAS,CYZONE,39.90000,2024-06-28
052208777,200117468,MAQUILLAJE,ESIKA,14.90000,2024-06-28
049691823,210105031,BIJOUTERIE,ESIKA,21.90000,2024-06-28
051056906,200093884,FRAGANCIAS,ESIKA,26.36000,2024-06-28
042829803,200105041,FRAGANCIAS,ESIKA,32.75000,2024-06-28
052181135,210104319,MAQUILLAJE,CYZONE,13.90000,2024-06-28
052208777,200102351,MAQUILLAJE,ESIKA,13.90000,2024-06-28
052208777,200089168,FRAGANCIAS,CYZONE,35.50000,2024-06-28
038304471,210093923,COMPLEMENTOS,ESIKA,74.90000,2024-06-28
038304471,200106562,MAQUILLAJE,CYZONE,13.90000,2024-06-28
052324548,200095635,FRAGANCIAS,ESIKA,22.90000,2024-06-28
052321174,200115163,MAQUILLAJE,ESIKA,11.30000,2024-06-28
049691823,200117468,MAQUILLAJE,ESIKA,14.90000,2024-06-28
047266211,200089168,FRAGANCIAS,CYZONE,35.50000,2024-06-28
052181135,200105180,CUIDADO PERSONAL,CYZONE,13.90000,2024-06-28
039061287,200108388,MUESTRAS COSMETICOS,LBEL,1.90000,2024-07-09
051893042,200114180,MAQUILLAJE,CYZONE,16.90000,2024-07-04
052063728,210103673,COMPLEMENTOS,CYZONE,29.90000,2024-07-04
052324610,200089508,TRATAMIENTO CORPORAL,ESIKA,26.90000,2024-07-04
052082706,200111767,TRATAMIENTO CORPORAL,ESIKA,33.90000,2024-07-04
052317975,200112748,MAQUILLAJE,ESIKA,5.00000,2024-07-04
052324610,200106568,MAQUILLAJE,CYZONE,13.90000,2024-07-04
052385458,200118627,VARIOS,GENERICA,59.90000,2024-07-04
052317975,200114209,MAQUILLAJE,CYZONE,16.90000,2024-07-04
052317975,200115914,MAQUILLAJE,CYZONE,16.90000,2024-07-04
045325695,200095170,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-04
052404940,200105017,FRAGANCIAS,CYZONE,23.90000,2024-07-04
010018668,200108506,CUIDADO PERSONAL,ESIKA,16.90000,2024-07-04
045325695,200106569,MAQUILLAJE,CYZONE,13.90000,2024-07-04
052063728,210107062,BIJOUTERIE,CYZONE,44.90000,2024-07-04
047430550,200105008,FRAGANCIAS,CYZONE,37.90000,2024-07-04
052063728,200101061,TRATAMIENTO FACIAL,ESIKA,35.90000,2024-07-04
052404940,200105041,FRAGANCIAS,ESIKA,32.75000,2024-07-04
010018668,210105389,COMPLEMENTOS,CYZONE,24.90000,2024-07-04
052324610,200115279,CUIDADO PERSONAL,LBEL,17.90000,2024-07-04
052317975,200105147,MAQUILLAJE,LBEL,14.70000,2024-07-04
052082706,210100495,MAQUILLAJE,CYZONE,7.90000,2024-07-04
045325695,200103449,CUIDADO PERSONAL,CYZONE,7.38000,2024-07-04
052082706,200105011,FRAGANCIAS,CYZONE,37.90000,2024-07-04
047430550,200115278,TRATAMIENTO FACIAL,ESIKA,36.90000,2024-07-04
051893042,210102004,COMPLEMENTOS,CYZONE,30.90000,2024-07-04
052341973,200115451,CUIDADO PERSONAL,ESIKA,25.90000,2024-06-17
052341973,200108160,FRAGANCIAS,LBEL,24.90000,2024-06-17
052341973,200103025,CUIDADO PERSONAL,ESIKA,29.90000,2024-06-17
052341973,200115913,MAQUILLAJE,CYZONE,16.90000,2024-06-17
052341973,200105188,CUIDADO PERSONAL,ESIKA,6.58000,2024-06-17
039520125,200086399,FRAGANCIAS,LBEL,29.90000,2024-06-20
039520125,200111352,FRAGANCIAS,ESIKA,20.00000,2024-06-20
039520125,200103025,CUIDADO PERSONAL,ESIKA,21.98000,2024-06-20
039520125,200117469,MAQUILLAJE,ESIKA,16.90000,2024-06-20
039520125,200113242,TRATAMIENTO CORPORAL,ESIKA,14.90000,2024-06-20
039520125,210105865,BIJOUTERIE,ESIKA,21.90000,2024-06-20
039520125,200114037,TRATAMIENTO FACIAL,LBEL,16.65000,2024-06-20
039520125,200116798,FRAGANCIAS,CYZONE,30.00000,2024-06-20
052341973,200097947,FRAGANCIAS,CYZONE,41.90000,2024-06-17
051893042,200111352,FRAGANCIAS,ESIKA,39.90000,2024-07-04
052063728,200112298,MAQUILLAJE,CYZONE,11.90000,2024-07-04
051893042,200082687,CUIDADO PERSONAL,ESIKA,23.90000,2024-07-04
010018668,200113885,MAQUILLAJE,ESIKA,24.90000,2024-07-04
052324610,210105389,COMPLEMENTOS,CYZONE,21.00000,2024-07-04
052082706,200108807,CUIDADO PERSONAL,ESIKA,12.90000,2024-07-04
051893042,210106001,BIJOUTERIE,ESIKA,44.90000,2024-07-04
052385458,210097089,CUIDADO PERSONAL,LBEL,12.90000,2024-07-04
052063728,200102102,MAQUILLAJE,CYZONE,9.68000,2024-07-04
010018668,210106001,BIJOUTERIE,ESIKA,44.90000,2024-07-04
045325695,200095159,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-04
052128625,200093884,FRAGANCIAS,ESIKA,32.90000,2024-07-04
010018668,200106571,MAQUILLAJE,CYZONE,13.90000,2024-07-04
052385458,200114206,MAQUILLAJE,CYZONE,23.90000,2024-07-04
052404940,200113318,MAQUILLAJE,ESIKA,13.90000,2024-07-04
052063728,200103354,MAQUILLAJE,ESIKA,16.90000,2024-07-04
051893042,210105855,BIJOUTERIE,ESIKA,34.90000,2024-07-04
010316898,200109583,MAQUILLAJE,ESIKA,35.90000,2024-06-27
010316898,210106076,LENTES,ESIKA,54.90000,2024-06-27
031344638,200106657,MAQUILLAJE,ESIKA,19.90000,2024-06-27
010316898,200115401,MAQUILLAJE,CYZONE,21.90000,2024-06-27
010316898,200115170,CUIDADO PERSONAL,ESIKA,19.96000,2024-06-27
048433154,200095162,CUIDADO PERSONAL,ESIKA,6.55000,2024-07-05
048433154,200105017,FRAGANCIAS,CYZONE,23.90000,2024-07-05
021793760,200108807,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-05
051940229,200086432,FRAGANCIAS,ESIKA,30.95000,2024-07-05
047499070,210100497,MAQUILLAJE,CYZONE,7.90000,2024-07-05
052360757,210100495,MAQUILLAJE,CYZONE,7.90000,2024-07-05
044371774,200113198,MAQUILLAJE,LBEL,24.50000,2024-07-05
047499070,200106346,FRAGANCIAS,ESIKA,35.00000,2024-07-05
052249244,210102086,PROMOCION USUARIOS,ESIKA,47.90000,2024-07-05
047499070,210100500,MAQUILLAJE,CYZONE,7.90000,2024-07-05
052252415,200117468,MAQUILLAJE,ESIKA,23.90000,2024-07-05
047687314,200108752,CUIDADO PERSONAL,ESIKA,16.90000,2024-07-05
052252415,210104205,BIJOUTERIE,ESIKA,59.90000,2024-07-05
052263344,210102594,COMPLEMENTOS,CYZONE,39.90000,2024-07-05
047687314,210105910,COMPLEMENTOS,CYZONE,35.90000,2024-07-05
052263344,210100498,MAQUILLAJE,CYZONE,7.90000,2024-07-05
047499070,200109873,FRAGANCIAS,CYZONE,37.95000,2024-07-05
051844726,210105112,BIJOUTERIE,ESIKA,84.90000,2024-07-05
047687314,200114209,MAQUILLAJE,CYZONE,23.90000,2024-07-05
047499070,200116780,MAQUILLAJE,CYZONE,11.59000,2024-07-05
051940229,200095162,CUIDADO PERSONAL,ESIKA,6.55000,2024-07-05
047499070,200111352,FRAGANCIAS,ESIKA,20.00000,2024-07-05
052360757,200111300,MAQUILLAJE,LBEL,45.00000,2024-07-05
052263344,200117468,MAQUILLAJE,ESIKA,14.90000,2024-07-05
052208777,200114160,MAQUILLAJE,CYZONE,43.90000,2024-06-28
052324548,210106001,BIJOUTERIE,ESIKA,44.90000,2024-06-28
052208777,200114097,MAQUILLAJE,CYZONE,27.90000,2024-06-28
052208777,200112353,FRAGANCIAS,CYZONE,26.90000,2024-06-28
049691823,200106605,MAQUILLAJE,CYZONE,11.90000,2024-06-28
052181135,200113372,TRATAMIENTO FACIAL,LBEL,22.45000,2024-06-28
052142881,200115627,MAQUILLAJE,ESIKA,6.90000,2024-06-28
052324548,200088133,FRAGANCIAS,ESIKA,24.90000,2024-06-28
052324548,200099047,FRAGANCIAS,ESIKA,29.90000,2024-06-28
049691823,210105310,PROMOCION USUARIOS,LBEL,40.00000,2024-06-28
052321174,200082678,FRAGANCIAS,ESIKA,26.90000,2024-06-28
051254023,200115473,MAQUILLAJE,LBEL,52.00000,2024-06-28
048904033,200098673,FRAGANCIAS,ESIKA,39.90000,2024-07-24
052178282,200117468,MAQUILLAJE,ESIKA,13.90000,2024-07-24
052282004,200111183,TRATAMIENTO CORPORAL,ESIKA,30.23000,2024-07-24
051940229,200111162,FRAGANCIAS,CYZONE,26.45000,2024-07-24
051973836,210102383,BIJOUTERIE,ESIKA,59.90000,2024-07-24
052324610,210105348,COMPLEMENTOS,CYZONE,64.90000,2024-07-24
051940229,200113633,FRAGANCIAS,LBEL,44.20000,2024-07-24
049521464,200095162,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-24
051347056,200117468,MAQUILLAJE,ESIKA,35.90000,2024-07-24
051940229,200102045,FRAGANCIAS,ESIKA,45.62000,2024-07-24
049521464,200105188,CUIDADO PERSONAL,ESIKA,7.38000,2024-07-24
051347056,200111135,MAQUILLAJE,CYZONE,15.90000,2024-07-24
052282004,200116440,TRATAMIENTO CORPORAL,ESIKA,34.67000,2024-07-24
052324610,200109872,FRAGANCIAS,CYZONE,41.90000,2024-07-24
052108101,200117505,TRATAMIENTO FACIAL,ESIKA,34.90000,2024-07-24
051973836,210104481,BIJOUTERIE,ESIKA,49.90000,2024-07-24
049754906,200107371,MAQUILLAJE,CYZONE,13.90000,2024-07-24
045579557,200117468,MAQUILLAJE,ESIKA,13.90000,2024-07-19
