consultant_id,product_id,category,brand,price,date,purchase_frequency,daily_total_spent,average_purchasing_power,recency,purchase_frequency_normalized,recency_normalized,total_spent,purchase_count,unique_products
52364329,200114203,MAQUILLAJE,CYZONE,16.9,2024-06-25,15,410.0,430.195,178,0.24561403508771928,0.23880597014925373,3728.87,146,118
52282004,200117468,MAQUILLAJE,ESIKA,23.9,2024-06-25,21,319.89,430.195,178,0.3508771929824561,0.23880597014925373,1607.3899999999999,69,65
52332435,200102430,FRAGANCIAS,ESIKA,84.9,2024-06-25,15,478.0,430.195,178,0.24561403508771928,0.23880597014925373,2880.9,104,90
52282004,200106561,MAQUILLAJE,CYZONE,10.9,2024-06-25,21,319.89,430.195,178,0.3508771929824561,0.23880597014925373,1607.3899999999999,69,65
52280400,210107001,RELOJES,CYZONE,109.9,2024-06-25,12,412.2,430.195,178,0.19298245614035087,0.23880597014925373,3601.0,128,103
52280400,200105041,FRAGANCIAS,ESIKA,32.75,2024-06-25,12,412.2,430.195,178,0.19298245614035087,0.23880597014925373,3601.0,128,103
52332435,200072913,FRAGANCIAS,ESIKA,13.3,2024-06-25,15,478.0,430.195,178,0.24561403508771928,0.23880597014925373,2880.9,104,90
52332435,200112748,MAQUILLAJE,ESIKA,13.9,2024-06-25,15,478.0,430.195,178,0.24561403508771928,0.23880597014925373,2880.9,104,90
52332435,200082678,FRAGANCIAS,ESIKA,13.3,2024-06-25,15,478.0,430.195,178,0.24561403508771928,0.23880597014925373,2880.9,104,90
52282004,200115914,MAQUILLAJE,CYZONE,16.9,2024-06-25,21,319.89,430.195,178,0.3508771929824561,0.23880597014925373,1607.3899999999999,69,65
52332435,200094217,FRAGANCIAS,ESIKA,57.9,2024-06-25,15,478.0,430.195,178,0.24561403508771928,0.23880597014925373,2880.9,104,90
52485088,200106312,FRAGANCIAS,ESIKA,19.95,2024-07-17,9,179.7,430.195,156,0.14035087719298245,0.208955223880597,2095.63,101,83
52474183,200105188,CUIDADO PERSONAL,ESIKA,7.38,2024-07-17,12,398.2,430.195,156,0.19298245614035087,0.208955223880597,2255.3,88,78
33740395,200082674,FRAGANCIAS,ESIKA,14.97,2024-07-17,13,260.25,430.195,156,0.21052631578947367,0.208955223880597,3734.35,145,126
52474183,210105839,BIJOUTERIE,ESIKA,39.9,2024-07-17,12,398.2,430.195,156,0.19298245614035087,0.208955223880597,2255.3,88,78
52485088,210100409,CUIDADO PERSONAL,LBEL,14.9,2024-07-17,9,179.7,430.195,156,0.14035087719298245,0.208955223880597,2095.63,101,83
42829803,200106445,MAQUILLAJE,ESIKA,19.9,2024-07-17,11,389.9,430.195,156,0.17543859649122806,0.208955223880597,2590.65,77,66
52478715,210105206,BIJOUTERIE,ESIKA,49.9,2024-07-17,13,400.7,430.195,156,0.21052631578947367,0.208955223880597,2619.87,108,96
52093236,200095170,CUIDADO PERSONAL,ESIKA,7.63,2024-07-17,17,403.69,430.195,156,0.2807017543859649,0.208955223880597,2355.56,85,76
52478715,200091727,FRAGANCIAS,ESIKA,47.9,2024-07-17,13,400.7,430.195,156,0.21052631578947367,0.208955223880597,2619.87,108,96
42829803,200115588,FRAGANCIAS,CYZONE,34.9,2024-07-17,11,389.9,430.195,156,0.17543859649122806,0.208955223880597,2590.65,77,66
52093236,200117468,MAQUILLAJE,ESIKA,13.9,2024-07-17,17,403.69,430.195,156,0.2807017543859649,0.208955223880597,2355.56,85,76
31344638,200064310,FRAGANCIAS,ESIKA,17.45,2024-07-17,8,198.76,430.195,156,0.12280701754385964,0.208955223880597,1633.6499999999999,63,56
