consultant_id,product_id,category,brand,price,date,purchase_frequency,daily_total_spent,average_purchasing_power,recency,purchase_frequency_normalized,recency_normalized,total_spent,purchase_count,unique_products
44109905,200110649,MAQUILLAJE,ESIKA,24.9,2023-05-05,16,496.65,430.195,595,0.2631578947368421,0.8046132971506106,4548.33,159,125
49642350,200109119,TRATAMIENTO CORPORAL,ESIKA,17.2,2023-05-05,6,334.65,430.195,595,0.08771929824561403,0.8046132971506106,3193.37,114,82
48433154,200095464,CUIDADO PERSONAL,ESIKA,11.9,2023-05-05,22,441.68,430.195,595,0.3684210526315789,0.8046132971506106,12139.58,470,285
50639266,200109163,MAQUILLAJE,CYZONE,17.9,2023-05-05,13,315.7,430.195,595,0.21052631578947367,0.8046132971506106,2462.89,97,79
50639266,200102108,MAQUILLAJE,CYZONE,17.9,2023-05-05,13,315.7,430.195,595,0.21052631578947367,0.8046132971506106,2462.89,97,79
49642350,200103025,CUIDADO PERSONAL,ESIKA,29.9,2023-05-05,6,334.65,430.195,595,0.08771929824561403,0.8046132971506106,3193.37,114,82
50639266,200105195,CUIDADO PERSONAL,ESIKA,8.9,2023-05-05,13,315.7,430.195,595,0.21052631578947367,0.8046132971506106,2462.89,97,79
50476650,200105073,MUESTRAS COSMETICOS,CYZONE,1.9,2023-05-05,5,171.5,430.195,595,0.07017543859649122,0.8046132971506106,1516.25,80,70
49968221,210100131,BIJOUTERIE,ESIKA,69.9,2023-05-05,24,827.0,430.195,595,0.40350877192982454,0.8046132971506106,3674.0499999999997,137,120
49968221,200103449,CUIDADO PERSONAL,CYZONE,8.9,2023-05-05,24,827.0,430.195,595,0.40350877192982454,0.8046132971506106,3674.0499999999997,137,120
49599102,210100057,BIJOUTERIE,ESIKA,33.3,2023-05-05,10,387.59999999999997,430.195,595,0.15789473684210525,0.8046132971506106,2461.9,68,61
44109905,210102331,BIJOUTERIE,ESIKA,79.9,2023-05-05,16,496.65,430.195,595,0.2631578947368421,0.8046132971506106,4548.33,159,125
49968221,210101309,BIJOUTERIE,ESIKA,59.9,2023-05-05,24,827.0,430.195,595,0.40350877192982454,0.8046132971506106,3674.0499999999997,137,120
49599102,200105070,MAQUILLAJE,LBEL,68.0,2023-05-05,10,387.59999999999997,430.195,595,0.15789473684210525,0.8046132971506106,2461.9,68,61
49330626,200093884,FRAGANCIAS,ESIKA,18.3,2023-05-05,18,618.14,430.195,595,0.2982456140350877,0.8046132971506106,2931.83,92,85
49330626,200106346,FRAGANCIAS,ESIKA,28.3,2023-05-05,18,618.14,430.195,595,0.2982456140350877,0.8046132971506106,2931.83,92,85
49599102,200085523,TRATAMIENTO FACIAL,LBEL,64.0,2023-05-05,10,387.59999999999997,430.195,595,0.15789473684210525,0.8046132971506106,2461.9,68,61
48341519,200105207,FRAGANCIAS,LBEL,48.3,2023-05-05,16,452.2,430.195,595,0.2631578947368421,0.8046132971506106,9324.74,384,284
48341519,200105195,CUIDADO PERSONAL,ESIKA,7.38,2023-05-05,16,452.2,430.195,595,0.2631578947368421,0.8046132971506106,9324.74,384,284
50224287,200113179,FRAGANCIAS,ESIKA,36.19,2023-05-05,7,149.6,430.195,595,0.10526315789473684,0.8046132971506106,1325.21,68,58
48433154,200109875,FRAGANCIAS,LBEL,29.9,2023-05-05,22,441.68,430.195,595,0.3684210526315789,0.8046132971506106,12139.58,470,285
