CODPRODUCTOSAP,DESSUBTIPO
200013683,DAMAS/DE VESTIR/CARDIGAN/MODA
200013684,DAMAS/DE VESTIR/CARDIGAN/MODA
200013685,DAMAS/DE VESTIR/CARDIGAN/MODA
200013686,DAMAS/DE VESTIR/CARDIGAN/MODA
210108489,BIJOUTERIE/ESTUCHES OTROS/ESTUCHE MIX: COLLAR+ARETE/NO APLICA
210109705,COMPLEMENTOS/BILLETERA/BILLETERA/P1
210109734,COMPLEMENTOS/BILLETERA/BILLETERA/P1
210109741,COMPLEMENTOS/BOLSO/BOLSO/P3
210109754,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
210109766,BIJOUTERIE/ESTUCHES OTROS/ESTUCHE MIX: COLLAR+ARETE/NO APLICA
210109768,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
210109760,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
210109769,BIJOUTERIE/ESTUCHES OTROS/ESTUCHE MIX: COLLAR+ARETE/NO APLICA
210109751,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X4
210109765,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
210109757,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
210109752,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X5
210109770,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X2
210109750,BIJOUTERIE/ESTUCHES OTROS/ESTUCHES OTROS/X2
210109761,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X3
210109753,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
210109756,BIJOUTERIE/ESTUCHES OTROS/ESTUCHE MIX: COLLAR+ARETE/NO APLICA
210106139,COMPLEMENTOS/BOLSO/BOLSO/P3
200115161,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200115160,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200106169,FRAGANCIAS/MASCULINO/EAU DE TOILETE/CON SPRAY
200106274,FRAGANCIAS/FEMENINO/PARFUM/LIQUIDO
200119221,FRAGANCIAS/FEMENINO/EAU DE PARFUM/LIQUIDO
200106650,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200106655,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200106668,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200106854,FRAGANCIAS/MASCULINO/COLONIA MASCULINA/CON SPRAY
210107143,COMPLEMENTOS/BILLETERA/BILLETERA/P1
200013687,DAMAS/DE VESTIR/CARDIGAN/MODA
200013688,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013689,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013690,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013691,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013692,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013693,DAMAS/DE VESTIR/CHOMPA MANGA CORTA/MODA
200013694,DAMAS/COLLARES/MODERNO/B
200013695,DAMAS/DE VESTIR/FALDA S&M/MODA
200013696,DAMAS/DE VESTIR/FALDA S&M/MODA
200013697,DAMAS/DE VESTIR/FALDA S&M/MODA
200013698,DAMAS/DE VESTIR/PANTALON S&M/MODA
200013699,DAMAS/DE VESTIR/PANTALON S&M/MODA
200013700,DAMAS/DE VESTIR/PANTALON S&M/MODA
200013701,DAMAS/DE VESTIR/PANTALON S&M/MODA
200013703,DAMAS/DE VESTIR/SACO/MODA
200013704,DAMAS/DE VESTIR/SACO/MODA
200013705,DAMAS/DE VESTIR/SACO/MODA
200013706,DAMAS/DE VESTIR/SACO/MODA
200013709,VARIOS/VARIOS/VARIOS/VARIOS
200013710,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PLUMA
200013711,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/MINI
200013712,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/SIN SPRAY
200013713,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200013718,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/SIN SPRAY
200013722,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013725,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013726,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013727,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013731,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/SIN SPRAY
200013736,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200013738,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/MINI
200013744,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200013748,MUESTRAS COSMETICOS/FRAGANCIAS/ESTUCHES/VARIOS
200013749,FRAGANCIAS/MIXTO/ESTUCHES/VARIOS
200013751,FRAGANCIAS/MIXTO/ESTUCHES/VARIOS
200013752,FRAGANCIAS/DAMAS/ESTUCHES/VARIOS
200013753,FRAGANCIAS/MIXTO/ESTUCHES/VARIOS
200013756,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200013758,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200013759,MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL/HUMECTANTES/TRIAL SIZE
200013762,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200013764,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200013766,FRAGANCIAS/DAMAS/ESTUCHES/VARIOS
200013769,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/SIN SPRAY
200013772,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013774,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200013777,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/SACHET
200013779,CUIDADO PERSONAL/TALCOS/DAMAS/CON MOTA
200013780,MUESTRAS COSMETICOS/CUIDADO PERSONAL/TALCO/TRIAL SIZE
200013781,MUESTRAS COSMETICOS/CUIDADO PERSONAL/TALCO/TRIAL SIZE
200013782,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013783,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013784,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013785,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013786,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013787,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013788,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013789,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013790,DAMAS/DE VESTIR/BLUSA MANGA CORTA/ESENCIAL
200013791,UNISEX INFANTES/DE VESTIR/CORREA/TELA
200013792,UNISEX INFANTES/DE VESTIR/CORREA/TELA
200013793,UNISEX INFANTES/LINEA DE DORMIR/PIJAMA S&M/SIN SUBTIPO ESPECIAL
200013794,UNISEX INFANTES/LINEA DE DORMIR/PIJAMA S&M/SIN SUBTIPO ESPECIAL
200013795,UNISEX INFANTES/LINEA DE DORMIR/PIJAMA S&M/SIN SUBTIPO ESPECIAL
200013801,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013802,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013803,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013804,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013805,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013806,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013807,DAMAS/ARETES/CLASICO/C
200013808,DAMAS/ARETES/CLASICO/B
200013809,DAMAS/COLLARES/CLASICO/B
200013811,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013812,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013813,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013814,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013815,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013816,CABALLEROS/DE VESTIR/CAMISA MANGA LARGA/MODA
200013821,CABALLEROS/DE VESTIR/PANTALON S&M/MODA
200013822,CABALLEROS/DE VESTIR/PANTALON S&M/MODA
200013823,CABALLEROS/DE VESTIR/PANTALON S&M/MODA
200013824,CABALLEROS/DE VESTIR/PANTALON S&M/MODA
200013825,DAMAS/DE VESTIR/CONJUNTO S&M/MODA
200013826,DAMAS/DE VESTIR/CONJUNTO S&M/MODA
200013827,DAMAS/DE VESTIR/CONJUNTO S&M/MODA
200013828,DAMAS/ARETES/CLASICO/C
200013830,JOVENES/ARETES/MODERNO/C
200013833,JOVENES/ARETES/MODERNO/C
200013834,DAMAS/ARETES/CLASICO/B
200013835,DAMAS/ARETES/CLASICO/B
200013836,DAMAS/COLLARES/CLASICO/B
200013837,DAMAS/ARETES/CLASICO/B
200013839,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013840,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013841,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013842,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013843,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013844,DAMAS/DE VESTIR/CAFARENA S&M/MODA
200013845,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013846,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013847,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013848,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013849,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013850,DAMAS/DE VESTIR/POLO MANGA LARGA/ESENCIAL
200013851,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013852,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013853,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013854,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013855,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200013856,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200013857,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200013858,DAMAS/DE VESTIR/TUNICA MANGA LARGA/MODA
200013859,DAMAS/DE VESTIR/TUNICA MANGA LARGA/MODA
200013860,DAMAS/DE VESTIR/TUNICA MANGA LARGA/MODA
200013862,DAMAS/ARETES/CLASICO/B
200013865,DAMAS/DE VESTIR/CORREA/CUERO
200013866,DAMAS/DE VESTIR/CORREA/CUERO
200013868,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013869,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013870,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013879,FRAGANCIAS/CABALLEROS/ESTUCHES/VARIOS
200013880,MUESTRAS COSMETICOS/FRAGANCIAS/ESTUCHES/VARIOS
200013881,FRAGANCIAS/DAMAS/ESTUCHES/VARIOS
200013883,VARIOS/VARIOS/VARIOS/VARIOS
200013885,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013886,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013887,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013888,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013889,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013890,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013891,MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/VARIOS
200013897,UNISEX BEBES/DE VESTIR/PANTALON S&M/SIN SUBTIPO ESPECIAL
200013898,UNISEX BEBES/DE VESTIR/PANTALON S&M/SIN SUBTIPO ESPECIAL
200013899,UNISEX BEBES/DE VESTIR/PANTALON S&M/SIN SUBTIPO ESPECIAL
200013904,VARIOS/VARIOS/VARIOS/VARIOS
200013920,DAMAS/DE VESTIR/FALDA S&M/MODA
200013921,DAMAS/DE VESTIR/FALDA S&M/MODA
200013922,DAMAS/DE VESTIR/FALDA S&M/MODA
200013923,DAMAS/DE VESTIR/FALDA S&M/MODA
200013924,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013925,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013926,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013927,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013928,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013929,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013930,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013931,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013932,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013933,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013934,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013935,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013936,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013937,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013938,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013939,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013940,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013941,DAMAS/DE VESTIR/CAMISETA S&M/MODA
200013942,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013943,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013944,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200013947,DAMAS/ARETES/MODERNO/B
200013949,DAMAS/DE VESTIR/BLUSA MANGA CORTA/MODA
200013965,DAMAS/ARETES/MODERNO/B
200013966,DAMAS/PULSERAS/MODERNO/B
200013972,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013973,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013974,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013975,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013976,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200013977,DAMAS/DE VESTIR/SHORT/BERMUDA S&M/ESENCIAL
200013978,DAMAS/DE VESTIR/SHORT/BERMUDA S&M/ESENCIAL
200013979,DAMAS/DE VESTIR/SHORT/BERMUDA S&M/ESENCIAL
200013980,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013981,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013982,DAMAS/DE VESTIR/CONJUNTO S&M/ESENCIAL
200013983,DAMAS/ARETES/CLASICO/A
200013991,DAMAS/DE VESTIR/CARTERAS/IMITACION CUERO
200013992,DAMAS/DE VESTIR/VESTIDO S&M/ESENCIAL
200013993,DAMAS/DE VESTIR/VESTIDO S&M/ESENCIAL
200013994,DAMAS/DE VESTIR/VESTIDO S&M/ESENCIAL
200013995,DAMAS/LINEA BASIC BLUE/SUETER/CAFARENA S&M/MODA
200013996,DAMAS/LINEA BASIC BLUE/SUETER/CAFARENA S&M/MODA
200013997,DAMAS/LINEA BASIC BLUE/SUETER/CAFARENA S&M/MODA
200013998,DAMAS/DE VESTIR/SACO/ESENCIAL
200013999,DAMAS/DE VESTIR/SACO/ESENCIAL
200014000,DAMAS/DE VESTIR/SACO/ESENCIAL
200014001,DAMAS/DE VESTIR/FALDA S&M/ESENCIAL
200014002,DAMAS/DE VESTIR/FALDA S&M/ESENCIAL
200014003,DAMAS/DE VESTIR/FALDA S&M/ESENCIAL
200014004,DAMAS/DE VESTIR/FALDA S&M/ESENCIAL
200014005,DAMAS/DE VESTIR/FALDA S&M/ESENCIAL
200014006,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200014007,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200014008,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200014009,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200014010,DAMAS/DE VESTIR/PANTALON S&M/ESENCIAL
200014011,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200014012,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200014013,DAMAS/DE VESTIR/POLO MANGA CORTA/ESENCIAL
200014014,DAMAS/CASUAL/MOCHILA/TELA
200014015,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014016,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014017,DAMAS/DE VESTIR/MOCHILA/TELA
200014018,JOVENES/CASUAL/MOCHILA/TELA
200014019,DAMAS/DE VESTIR/BOLSOS/TELA
200014024,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014026,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014028,DAMAS/DE VESTIR/MOCHILA/TELA
200014029,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014030,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014031,DAMAS/VIAJES/MOCHILA/PLASTIFICADOS
200014032,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014033,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014034,UNISEX INFANTES/CASUAL/MOCHILA/TELA
200014035,DAMAS/CASUAL/MOCHILA/TELA
200014036,DAMAS/CASUAL/MOCHILA/TELA
200014037,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014038,DAMAS/DE VESTIR/MOCHILA/TELA
200014039,UNISEX INFANTES/ESCOLAR/MOCHILA/PLASTIFICADOS
200014040,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014041,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014042,DAMAS/CASUAL/MOCHILA/PLASTIFICADOS
200014043,DAMAS/CASUAL/MOCHILA/PLASTIFICADOS
200014044,DAMAS/DE VESTIR/MOCHILA/IMITACION CUERO
200014045,JOVENES/CASUAL/MOCHILA/TELA
200014047,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014048,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014049,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014050,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014051,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014052,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014053,DAMAS/DE VESTIR/PANTALON S&M/MODA
200014054,DAMAS/DE VESTIR/PANTALON S&M/MODA
200014055,DAMAS/DE VESTIR/PANTALON S&M/MODA
200014056,DAMAS/DE VESTIR/PANTALON S&M/MODA
200014057,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014058,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014059,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014060,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014061,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014062,DAMAS/DE VESTIR/POLO MANGA LARGA/MODA
200014063,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014064,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014065,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014066,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014067,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014068,DAMAS/DE VESTIR/POLO MANGA CORTA/MODA
200014078,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014083,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200014084,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200014086,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/SACHET
200014087,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200014089,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200014090,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
210107103,COMPLEMENTOS/BOLSO/BOLSO/MINI
210107725,COMPLEMENTOS/BOLSO/BOLSO/P1
210107633,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
400102466,N/A
400102464,N/A
200118782,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/LIQUIDO
210109755,BIJOUTERIE/BIJOUTERIE SUELTA/PULSERAS/X1
210109763,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
210109762,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
210109749,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X4
210109759,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X2
210109764,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
210109758,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X3
210109767,BIJOUTERIE/BIJOUTERIE SUELTA/ARETES/X1
200120157,TRATAMIENTO FACIAL/PARA ROSTRO/CUIDADO SOLAR/P-MUJER TODOTIPODECUTIS-NORMAL
200120158,TRATAMIENTO FACIAL/PARA ROSTRO/CUIDADO SOLAR/P-MUJER TODOTIPODECUTIS-NORMAL
210109740,COMPLEMENTOS/BOLSO/BOLSO/MINI XS
400102405,N/A
400102407,N/A
400102406,N/A
210109731,MAQUILLAJE/PARA OJOS/PRODUCTO PARA CEJAS/LAPIZ
210109732,MAQUILLAJE/PARA OJOS/PRODUCTO PARA CEJAS/LAPIZ
210109730,MAQUILLAJE/PARA OJOS/PRODUCTO PARA CEJAS/LAPIZ
200118187,MAQUILLAJE/PARA UÑAS/ESMALTE/LIQUIDO
200120153,FRAGANCIAS/MASCULINO/PARFUM/CON SPRAY
200118185,MAQUILLAJE/PARA UÑAS/ESMALTE/LIQUIDO
200118194,MAQUILLAJE/PARA UÑAS/ESMALTE/LIQUIDO
200057829,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200058120,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200058195,CUIDADO PERSONAL/ACONDICIONADORES/ADULTOS-NIÑOS(AS)-BEBES/ACONDICIONADOR
200058196,CUIDADO PERSONAL/ACONDICIONADORES/ADULTOS-NIÑOS(AS)-BEBES/ACONDICIONADOR
200058324,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058325,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058327,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058328,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058329,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058332,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058341,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058348,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
200058394,MAQUILLAJE/PARA ROSTRO/POLVOS/POLVOS SUELTOS
200058607,FRAGANCIAS/FAMILIAR BAÑO/COLONIA DE BAÑO/CON SPRAY
200058729,TRATAMIENTO FACIAL/PARA ROSTRO/CUIDADO SOLAR/P-MUJER TODOTIPODECUTIS-NORMAL
200058967,CUIDADO PERSONAL/TALCOS/NIÑOS-BEBES/TALQUERA
200058975,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200059043,TRATAMIENTO CORPORAL/CUERPO/MODELADORAS/REAFIRMANTES
200059095,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200059111,CUIDADO PERSONAL/DESODORANTES/ROLL-ON/MASCULINO
200059121,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
210075967,HOGAR/TENDENCIA/OTROS/OTROS
210079602,HOGAR/TIPO/BELLEZA Y SALUD/OTROS
200119685,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA
210107704,BIJOUTERIE/ESTUCHES OTROS/ESTUCHE MIX: COLLAR+ANILLO/NO APLICA
210108300,BIJOUTERIE/ESTUCHES ARETES/ESTUCHES ARETES/X2
200116090,MAQUILLAJE/PARA ROSTRO/POLVOS/COMPACTO/SINGLE
210107818,COMPLEMENTOS/BOLSO/BOLSO/P3
210107175,BIJOUTERIE/BIJOUTERIE SUELTA/COLLARES/X1
200116505,FRAGANCIAS/MASCULINO/EAU DE TOILETE/CON SPRAY
200014091,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014096,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200014098,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200014099,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200014102,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS
200014103,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014107,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014109,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200014110,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200014111,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/SACHET
200014112,TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/CREMAS SUAVIZANTES
200014114,CUIDADO PERSONAL/DESODORANTES/ROLL-ON/FEMENINO
200014116,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014121,CUIDADO PERSONAL/TALCOS/DAMAS/TALQUERA
200014122,FRAGANCIAS/DAMAS/ESTUCHES/VARIOS
200014123,DAMAS/DE VESTIR/BILLETERA/IMITACION CUERO
200014124,DAMAS/DE VESTIR/CARTERAS/IMITACION CUERO
200014126,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
200014130,FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY
200014133,CUIDADO PERSONAL/DESODORANTES/ROLL-ON/FEMENINO
200014136,FRAGANCIAS/DAMAS/ESTUCHES/VARIOS
200014139,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR
