CODSAP,DESPRODUCTOSAP,UNIDADMEDIDABASE,CODPRODUCTO,CODGRUPOARTICULO,DESGRUPOARTICULO,CODUNIDADNEGOCIO,DESUNIDADNEGOCIO,CODJERQ01,CODMARCA,DESMARCA,CODIGONEGOCIO,DESNEGOCIO,CODATRIBUTO1,DESATRIBUTO1,CODATRIBUTO2,DESATRIBUTO2,CODATRIBUTO3,DESATRIBUTO3,PETICIONBORRADO,TIPOEAN,CODEAN13,CODCUC,DESCRIPCIONCUC,CODCUCTONO,DESCRIPCIONCUCTONO,CODLINEA,DESLINEA,CODJERQ02,DESJERQ02,CODCLASE,DESCLASE,CODCATEGORIA,DESCATEGORIA,CODSUBCATEGORIA,DESSUBCATEGORIA,CODTIPO,DESTIPO,CODSUBTIPO,DESSUBTIPO,CODPRODUCTOGENERICO,DESPRODUCTOGENERICO,CODPRODUCTOSUPERGENERICO,DESPRODUCTOSUPERGENERICO,LARGO,ANCHO,VOLUMEN,PESOBRUTO,ALTO,UNIDADLONGITUD,UNIDADVOLUMEN,UNIDADPESO,CODCLASEMKT,DESCLASEMKT,APLICACIONLUGARUSO,BENEFICIO,DESCARACTERISTICABULK,EDADOBJETIVO,FAMILIAFRAGANCIA,GAMA,GRUPOPRODUCTOAC,MERCADO,PRESENTACIONENVASE,SEXO,SEXOEDADOBJETIVO,TEORIACOLOR,TIPOESTUCHE,TIPOPIELCABELLO,TIPOPRODUCTO,CONTENIDONETO,UMCONTENIDO,ACABADOACCESORIOS,ACABADOCAJARELOJ,ACABADOLUNA,ADICIONAL,CARACTERISTICASTIRASASAS,CARACTERISTICASBIJOUTERIE,CIERRECOMPLEMENTOS,CLASIFICACIONPRODUCTOS,COLORCORREA,COLORLUNA,COLORMARCO,COLORTONO,COLORTONOCAJARELOJ,DETALLECAJA,DETALLEESPECIFI,DETALLEPRODUCTO,DETALLESUELA,DETALLEBRAZO,DETALLEMARCOLENTES,DIALACABADO,COLORRELOJ,DISENOCOMPLEMENTOS,TIPOESTAMPADO,ESTILOACCESORIO,ESTILOROPA,FORMACAJA,GROSORBRAZO,GRUPOPRODUCTOSHOGAR,INSUMOCAJARELOJ,INSUMOMATERIALPRIMARIO,INSUMOCOMPLEMENTARIO,MATERIALCAJARELOJ,MODELOLENTES,NIVELES,NOMBREGENERICOACCESORIO,NOMBREGENERICO,OCASIONUSOACCESORIO,OCASIONUSOROPA,ORIGENACCESORIO,TIPOPLANEACION,POSICIONAMIENTO,PRESENTACIONFORMA,ROTULOSFILA,SUBTIPOPRODHOGAR,SUBTIPOPRODCOMPLEMENTOS,TALLATAMANO,TEMA,TEMATICO,TIPOLUNA,TIPOMATERIAL,TIPOMATERIALROPACALZADO,TIPOMATERIALBRAZOLENTE,TIPOTIRASASAS,TIPOLOGIARELOJ,TIRASASAS,VERSATILIDAD,CODTIPOMATERIAL,DESTIPOMATERIAL,CODACABADOBI,DESACABADOBI,CODSUBMARCABI,DESSUBMARCABI,CODAROMABI,DESAROMABI,PAIS,CODCELEBRITYBI,DESCELEBRITYBI,CODMOMENTOOCASIONDEUSOBI,DESMOMENTOOCASIONDEUSOBI,DESNOTASARESALTARBI,DESNOMBRETODOID,CODPRODUCTOMUESTRA,IDMDM,DESBENEFICIOPRINCIPALTECNICOID,CODCASAPERFUMISTAID,DESCASAPERFUMISTAID,CODCLASIFICACIONDECONCENTRACIONID,DESCLASIFICACIONDECONCENTRACIONID,DESFAMILIAOLFATIVATECNICAID,DESNOMBREFANTASIACATALOGO,DESNOMBREELEMENTOCATALOGO,DESNOMBREARTICULOCATALOGO,DESCAPACIDADCATALOGO,DESTALLAMEDIDACATALOGO,DESBENEFICIOSSLOGANCATALOGO,DESFAMILIAOLFATIVACATALOGO,DESNOMBRELINEACATALOGO,DESHISTORIAOLFATIVATEXTOAPROBADO,DESBENEFICIOSECUNDARIO001,DESDISCLAIMERSECUNDARIO001,DESBENEFICIOSECUNDARIO002,DESDISCLAIMERSECUNDARIO002,DESBENEFICIOSECUNDARIO003,DESDISCLAIMERSECUNDARIO003,DESBENEFICIOSECUNDARIO004,DESDISCLAIMERSECUNDARIO004,DESBENEFICIOSECUNDARIO005,DESDISCLAIMERSECUNDARIO005,DESMATERIALMEDIDACATALOGO,DESBENEFICIOSECUNDARIO006,DESBENEFICIOSECUNDARIO007,DESBENEFICIOSECUNDARIO008,DESBENEFICIOSECUNDARIO009,DESBENEFICIOSECUNDARIO010,DESDISCLAIMERSECUNDARIO006,DESAROMACATALOGO,CONCENTRACIONFRAGANCIACATALOGO,DESNOMBREREDUCIDODEPRODUCTO,CLAIMVENTAREV,CLAIMVENTAREV2,DISCLAIMERREV,DISCLAIMERREV2,DESNOMBRECATEGORIAWEBREDES,CODCATEGORIAWEBREDES,DESNOMBREPRODUCTOWEBREDES,DESRESUMEN,DESWEBREDES,DESTITULODESCUBREMAS001,DESTITULODESCUBREMAS002,DESTITULODESCUBREMAS003,DESTITULODESCUBREMAS004,DESTITULODESCUBREMAS005,DESDESCUBREMAS001,DESDESCUBREMAS002,DESDESCUBREMAS003,DESDESCUBREMAS004,DESDESCUBREMAS005,DESTITULOTIP001,DESTITULOTIP002,DESTITULOTIP003,DESTITULOTIP004,DESTITULOTIP005,DESTIP001,DESTIP002,DESTIP003,DESTIP004,DESTIP005,DESIMAGEN001,DESIMAGEN002,DESIMAGEN003,DESIMAGEN004,DESTEXTOVIDEO001,DESTEXTOVIDEO002,DESTEXTOVIDEO003,DESTEXTOVIDEO004,DESTEXTOVIDEO005,DESNOMBREARCHIVOVIDEO001,DESNOMBREARCHIVOVIDEO002,DESNOMBREARCHIVOVIDEO003,DESNOMBREARCHIVOVIDEO004,DESNOMBREARCHIVOVIDEO005,DESLINKVIDEO001,DESLINKVIDEO002,DESLINKVIDEO003,DESLINKVIDEO004,DESLINKVIDEO005,DESCOLORRGB,DESPALABRASCLAVE,DESTITULOPERFUMISTA001,DESTITULOPERFUMISTA002,DESPERFUMISTA001,DESPERFUMISTA002,DESTITULOGENERALPASOAPASO,DESTITULOPASO001,DESTITULOPASO002,DESTITULOPASO003,DESTITULOPASO004,DESPASO001,DESPASO002,DESPASO003,DESPASO004,DESVARIANTTYPE,DESDEFAULTVARIANT,CODCONTENIDODESPLEGADO,DESCONTENIDODESPLEGADO,CODCATEGORIAPRODUCTOCON,DESCATEGORIAPRODUCTOCON,CODSUBCATEGORIAPRODUCTOCON,DESSUBCATEGORIAPRODUCTOCON,CODTIPOPRODUCTOCON,DESTIPOPRODUCTOCON,CODFAMILIAOLFATIVACON,DESFAMILIAOLFATIVACON,CODBENEFICIOCON,DESBENEFICIOCON,CODACABADOCON,DESACABADOCON,CODFORMATOCON,DESFORMATOCON,CODEDADSEXOOBJETIVOCON,DESEDADSEXOOBJETIVOCON,CODJERARQUIAWEBCON,DESJERARQUIAWEBCON,CODIGOGUID,CODIGOHEXADECIMAL,FOTOPRODUCTOFONDOBLANCO,FOTOPRODUCTO,FOTOMODELO,FOTOMONTAJE,FOTOBULK,FOTOTIP1,FOTOTIP2,FOTOTIP3,FOTOTIP4,FOTOTIP5,FOTOSELLO,FOTODESCUBREMAS1,FOTODESCUBREMAS2,FOTODESCUBREMAS3,FOTODESCUBREMAS4,FOTODESCUBREMAS5,FOTOPRINCIPAL,DESTITULOWEBREDES,DESTITULOGENERALDESCUBREMAS,DESGENERALDESCUBREMAS,DESTITULOGENERALTIP,DESGENERALTIP,DESGENERALPASO,DESTITULOPASO005,DESPASO005,FOTOPASO1,FOTOPASO2,FOTOPASO3,FOTOPASO4,FOTOPASO5,DESSLUG,DESLINKVIDEODESTACADO,DESLINKVIDEOGALERIA,CODGAMA,DISCLAIMER_LEGAL1,CAMPANA_INICIO_DISCLAIMER,CAMPANA_FIN_DISCLAIMER,LINEA_RESUMIDA,COMPLETITUD_CANAL_DIGITAL,CANTIDAD_DIAS_REPOSICION_PRODUCTO,POSICION_IMAGEN,LISTA_IMAGEN,FOTOPREVIAVIDEO,POSICION_SELLO,BUCKETDESPLEGADO,CODHEROPRODUCT,DESHEROPRODUCT,UUID_PROCESS,PRODUCTO_ESTADO_ACTUAL,ID_PORTAFOLIO,CATEGORIA_INNOVACION,CAMPANIA_INTRO_UNIFICADA,ANIO_INTRO_UNIFICADO,TIPO_PRODUCTO_NUEVO,NIVEL_INNOVACION,OUTSOURCING,COMPLEJIDAD,INDICADOR_PRODUCTO_NUEVO,TIPO_PLANEAMIENTO,TIPO_PRODUCTO_DESPACHO,FLAG_PRODUCTO_FOCALIZADO
210110175,CZ SL DEL LABIOS SANGRIA,UNI,P0132096180,102,MAQUILLAJE,10,COSMETICOS,3.0102E+16,C,CYZONE,102,MAQUILLAJE,2,LABIOS,5,DELINEADOR LABIOS,1,FEMENINO,,,,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,,,132,STUDIO LOOK,1.20204E+12,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,85,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS,348,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,COLOR,LAPIZ,21-25,,,,DELINEADOR DE LABIOS,SIN ASIGNAR,FEMENINO,,,,,DELINEADOR LABIOS,0.3,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,1,Mate,231,STUDIO LOOK,,,cl;co;do;gt;mx;pe;pr;sv,,,,,,,,1553711,,,,,,,mate lip liner,Delineador retráctil para labios,blossom nude,0.3 g,,,,studio look,,RESALTA TUS LABIOS CON ULTRA DEFINICIÓN Y LARGA DURACIÓN.  Alta pigmentación  |  Textura suave y cremosa  |  Acabado mate  |  No se corre,,PUNTA RETRÁCTIL DE ALTA PRECISIÓN   ,,FÓRMULA CREMOSA CON CERAS & EMOLIENTES NATURALES Brinda color intenso de larga duración y suave aplicación,,,,,,,,,,,,,,,Studio Look Mate Lip Liner (Tono Blossom Nude) 0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,MAQ,Maquillaje,111,Labios,1113,Delineador de labios,,,2042,Definición,2014,Mate,2018,Otros,,,MAQ11111132018,Maquillaje/Labios/Delineador de labios/Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDIO LOOK,0,,;;;,;;;,,,Descripción de Producto,2,No,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,SIN ASIGNAR,,0
210110174,CZ SL DEL LABIOS RUBY RED,UNI,P0132096170,102,MAQUILLAJE,10,COSMETICOS,3.0102E+16,C,CYZONE,102,MAQUILLAJE,2,LABIOS,5,DELINEADOR LABIOS,1,FEMENINO,,,,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,,,132,STUDIO LOOK,1.20204E+12,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,85,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS,348,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,COLOR,LAPIZ,21-25,,,,DELINEADOR DE LABIOS,SIN ASIGNAR,FEMENINO,,,,,DELINEADOR LABIOS,0.3,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,1,Mate,231,STUDIO LOOK,,,cl;co;do;gt;mx;pe;pr;sv,,,,,,,,1553710,,,,,,,mate lip liner,Delineador retráctil para labios,blossom nude,0.3 g,,,,studio look,,RESALTA TUS LABIOS CON ULTRA DEFINICIÓN Y LARGA DURACIÓN.  Alta pigmentación  |  Textura suave y cremosa  |  Acabado mate  |  No se corre,,PUNTA RETRÁCTIL DE ALTA PRECISIÓN   ,,FÓRMULA CREMOSA CON CERAS & EMOLIENTES NATURALES Brinda color intenso de larga duración y suave aplicación,,,,,,,,,,,,,,,Studio Look Mate Lip Liner (Tono Blossom Nude) 0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,MAQ,Maquillaje,111,Labios,1113,Delineador de labios,,,2042,Definición,2014,Mate,2018,Otros,,,MAQ11111132018,Maquillaje/Labios/Delineador de labios/Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDIO LOOK,0,,;;;,;;;,,,Descripción de Producto,2,No,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,SIN ASIGNAR,,0
210110176,CZ SL DEL LABIOS TEDDY,UNI,P0132096190,102,MAQUILLAJE,10,COSMETICOS,3.0102E+16,C,CYZONE,102,MAQUILLAJE,2,LABIOS,5,DELINEADOR LABIOS,1,FEMENINO,,,,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,,,132,STUDIO LOOK,1.20204E+12,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,85,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS,348,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,COLOR,LAPIZ,21-25,,,,DELINEADOR DE LABIOS,SIN ASIGNAR,FEMENINO,,,,,DELINEADOR LABIOS,0.3,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,1,Mate,231,STUDIO LOOK,,,cl;co;do;gt;mx;pe;pr;sv,,,,,,,,1553712,,,,,,,mate lip liner,Delineador retráctil para labios,blossom nude,0.3 g,,,,studio look,,RESALTA TUS LABIOS CON ULTRA DEFINICIÓN Y LARGA DURACIÓN.  Alta pigmentación  |  Textura suave y cremosa  |  Acabado mate  |  No se corre,,PUNTA RETRÁCTIL DE ALTA PRECISIÓN   ,,FÓRMULA CREMOSA CON CERAS & EMOLIENTES NATURALES Brinda color intenso de larga duración y suave aplicación,,,,,,,,,,,,,,,Studio Look Mate Lip Liner (Tono Blossom Nude) 0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,MAQ,Maquillaje,111,Labios,1113,Delineador de labios,,,2042,Definición,2014,Mate,2018,Otros,,,MAQ11111132018,Maquillaje/Labios/Delineador de labios/Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDIO LOOK,0,,;;;,;;;,,,Descripción de Producto,2,No,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,SIN ASIGNAR,,0
210110177,CZ SL DEL LABIOS BURGUNDY,UNI,P0132096200,102,MAQUILLAJE,10,COSMETICOS,3.0102E+16,C,CYZONE,102,MAQUILLAJE,2,LABIOS,5,DELINEADOR LABIOS,1,FEMENINO,,,,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,,,132,STUDIO LOOK,1.20204E+12,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,85,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS,348,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,COLOR,LAPIZ,21-25,,,,DELINEADOR DE LABIOS,SIN ASIGNAR,FEMENINO,,,,,DELINEADOR LABIOS,0.3,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,1,Mate,231,STUDIO LOOK,,,cl;co;do;gt;mx;pe;pr;sv,,,,,,,,1553713,,,,,,,mate lip liner,Delineador retráctil para labios,blossom nude,0.3 g,,,,studio look,,RESALTA TUS LABIOS CON ULTRA DEFINICIÓN Y LARGA DURACIÓN.  Alta pigmentación  |  Textura suave y cremosa  |  Acabado mate  |  No se corre,,PUNTA RETRÁCTIL DE ALTA PRECISIÓN   ,,FÓRMULA CREMOSA CON CERAS & EMOLIENTES NATURALES Brinda color intenso de larga duración y suave aplicación,,,,,,,,,,,,,,,Studio Look Mate Lip Liner (Tono Blossom Nude) 0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,MAQ,Maquillaje,111,Labios,1113,Delineador de labios,,,2042,Definición,2014,Mate,2018,Otros,,,MAQ11111132018,Maquillaje/Labios/Delineador de labios/Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDIO LOOK,0,,;;;,;;;,,,Descripción de Producto,2,No,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,SIN ASIGNAR,,0
210110173,CZ SL DEL LABIOS DEEP RED,UNI,P0132096160,102,MAQUILLAJE,10,COSMETICOS,3.0102E+16,C,CYZONE,102,MAQUILLAJE,2,LABIOS,5,DELINEADOR LABIOS,1,FEMENINO,,,,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,,,132,STUDIO LOOK,1.20204E+12,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,85,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS,348,MAQUILLAJE/PARA LABIOS/DELINEADOR LABIOS/LAPIZ RETRACTIL,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,P0132096000,CZ SL DELINEADOR DE LABIOS 1G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,COLOR,LAPIZ,21-25,,,,DELINEADOR DE LABIOS,SIN ASIGNAR,FEMENINO,,,,,DELINEADOR LABIOS,0.3,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,1,Mate,231,STUDIO LOOK,,,cl;co;do;gt;mx;pe;pr;sv,,,,,,,,1553709,,,,,,,mate lip liner,Delineador retráctil para labios,blossom nude,0.3 g,,,,studio look,,RESALTA TUS LABIOS CON ULTRA DEFINICIÓN Y LARGA DURACIÓN.  Alta pigmentación  |  Textura suave y cremosa  |  Acabado mate  |  No se corre,,PUNTA RETRÁCTIL DE ALTA PRECISIÓN   ,,FÓRMULA CREMOSA CON CERAS & EMOLIENTES NATURALES Brinda color intenso de larga duración y suave aplicación,,,,,,,,,,,,,,,Studio Look Mate Lip Liner (Tono Blossom Nude) 0.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,MAQ,Maquillaje,111,Labios,1113,Delineador de labios,,,2042,Definición,2014,Mate,2018,Otros,,,MAQ11111132018,Maquillaje/Labios/Delineador de labios/Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STUDIO LOOK,0,,;;;,;;;,,,Descripción de Producto,2,No,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,SIN ASIGNAR,,0
200120298,LB HYPNOT PARF 50ML NAC,UNI,P0982000001,101,FRAGANCIAS,10,COSMETICOS,1.0101E+12,A,LBEL,101,FRAGANCIAS,1,FEMENINO,7,PARFUM,,,,,,200113651,LB HYPNOT PARF 50ML,,,528,HYPNOTISANT,1.10117E+12,FRAGANCIAS/DAMAS/PERFUMES/LIQUIDO,11,FRAGANCIAS,1,FRAGANCIAS,165,FRAGANCIAS/DAMAS,11,FRAGANCIAS/DAMAS/PERFUMES,27,FRAGANCIAS/DAMAS/PERFUMES/LIQUIDO,P0982000001,LB HYPNOT PARF 50ML NAC,P0982000001,LB HYPNOT PARF 50ML NAC,63,39,90000,201,108,MM,CM3,G,389,FRAGANCIAS,,FEMENEIDAD,LIQUIDO C/ALCOHOL,,AROMATICA FRESCA,,,PERFUMES FEMENINOS,FRASCO C/SPRAY,FEMENINO,,,SIN ASIGNAR,,PERFUME,50,ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,ec,,,,,,,,1553082,,,,,,,Hypnotisant,Parfum,LB HYPNOT PARF 50ML,50 ml e 1.7 fl. oz.,,,,,,,,,,,,,,,,,,,,,,,,,Hypnotisant 50 ml,,,,,,,Perfume floral para mujer Hypnotisant 50ml,Perfume floral para mujer con concentración muy alta. Familia olfativa Floral Frutal.,Perfume floral para mujer con concentración muy alta. Familia olfativa Floral Frutal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perfume de mujer perfume floral para mujer perfumes floral frutal mujer,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,FRESCAS,,0
200120291,ES VIBR MUSIQ PARF EDL45ML NAC,UNI,P0600019002,101,FRAGANCIAS,10,COSMETICOS,2.0101E+12,B,ESIKA,101,FRAGANCIAS,1,FEMENINO,7,PARFUM,,,,,,200118363,ES VIBR MUSIQUE PARF EDL 45ML,,,600,VIBRANZA MUSIQUE,1.101E+12,FRAGANCIAS/FEMENINO/PARFUM/LIQUIDO,11,FRAGANCIAS,1,FRAGANCIAS,1,FRAGANCIAS/FEMENINO,11,FRAGANCIAS/FEMENINO/PARFUM,27,FRAGANCIAS/FEMENINO/PARFUM/LIQUIDO,P0600019002,ES VIBR MUSIQ PARF EDL45ML NAC,P0600019002,ES VIBR MUSIQ PARF EDL45ML NAC,61,40,281,210,115,MM,CM3,G,389,FRAGANCIAS,,,LIQUIDO C/ALCOHOL,31-35,ORIENTAL FLORAL,,,COLONIA FEMENINAS,FRASCO C/SPRAY,FEMENINO,,,,,PERFUME,45,ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,240,VIBRANZA,,,ec,8,Greeicy Rendón,7,Cita en la noche,"Cranberry, flor de peonía y madera de cedro.",,,1553080,,,,,,,,ES VIBR MUSIQUE PARF EDL 45ML,ES VIBR MUSIQUE PARF EDL 45ML,,,,,,,,,,,,,,,,,,,,,,,,,,Vibranza Musique 50 ml,,,,,Fragancias,,"Vibranza Musique Perfume de Mujer, 45 ml",Perfume floral para la mujer única e independiente que conecta con la música.,"Perfume de mujer de la colección #1 en ventas de ésika*, con aroma floral de muy alta concentración** y muy larga duración, creado con el proceso Essent Tech*** que maximiza la calidad y duración de su aroma. Despierta tus sentidos con exquisitas notas de cranberry, sensual flor de peonía y madera de cedro, para la mujer  única e independiente que conecta con la música.  Capacidad: 45 ml. NSOC65929-24PE",,,,,,"• Notas de salida: Es una nota irresistible que despierta los sentidos y refleja la imagen de una mujer que es auténtica.  • Notas de corazón: Sensualidad y sofisticación femenina, que evocan a una mujer que deslumbra con su encanto natural.  • Notas de fondo: Auténtica y envolvente, transmite sofisticación.  *Según data interna de venta en países de comercialización, C01 2023 a C12 2024. **De acuerdo a la clasificación interna de fragancias ésika. ***Proceso interno de fabricación de fragancias, no incluye splash y colonias.",,,,,,,,,,"La música despierta mis sentidos y me permite expresarme: Soy única, independiente, sensual.  Soy Vibranza Musique.",,,,,,,,,,,,,,,,,,,,,,,,,"vibranza, perfume de mujer, vibranza musique, greeicy con vibranza, perfume floral, perfume para mujer, perfume rosado, vibranza, perfume vibranza",,,,,,,,,,,,,,,,,,FRA,Fragancias,,,,,1010,Floral Oriental,,,,,,,,,FRA1011010,Fragancias/Femeninas/Floral Oriental,,,,,,200118363-banner.jpg,,,,,,,,,,,,,,Descripción,Notas Olfativas,,Concepto,,¿Dónde aplicar el perfume?,,,,,,,,,,,,,,,,1,,;;;,;;;200118363-banner.jpg,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,FEMENINAS,,0
200120322,ES PRO LL ADDI MATE VINO AUDAZ,UNI,P0067060271,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,2,LABIOS,10,LAPIZ LABIAL,1,FEMENINO,,,,P0292133004,ES PRO LL COLOR ADDICT 4G,,,67,ESIKA PRO,1.20204E+12,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA,12,MAQUILLAJE,2,MAQUILLAJE,36,MAQUILLAJE/PARA LABIOS,27,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL,20,MAQUILLAJE/PARA LABIOS/LAPIZ LABIAL/BARRA,P0067060001,ES PRO LL COLOR ADDICT UPG 4G,P0067060001,ES PRO LL COLOR ADDICT UPG 4G,0,0,0,0,0,MM,CM3,G,415,MAQUILLAJE,LABIOS,,BARRA,26-30,,,,LAPIZ LABIAL,SIN ASIGNAR,FEMENINO,,,,,LAPIZ LABIAL,4,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,bo;cl;co;cr;do;ec;gt;mx;pe;sv,,,,,,,,1553102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,LAPIZ LABIAL,,0
