CODSAP,DESPRODUCTOSAP,UNIDADMEDIDABASE,CODPRODUCTO,CODGRUPOARTICULO,DESGRUPOARTICULO,CODUNIDADNEGOCIO,DESUNIDADNEGOCIO,CODJERQ01,CODMARCA,DESMARCA,CODIGONEGOCIO,DESNEGOCIO,CODATRIBUTO1,DESATRIBUTO1,CODATRIBUTO2,DESATRIBUTO2,CODATRIBUTO3,DESATRIBUTO3,PETICIONBORRADO,TIPOEAN,CODEAN13,CODCUC,DESCRIPCIONCUC,CODCUCTONO,DESCRIPCIONCUCTONO,CODLINEA,DESLINEA,CODJERQ02,DESJERQ02,CODCLASE,DESCLASE,CODCATEGORIA,DESCATEGORIA,CODSUBCATEGORIA,DESSUBCATEGORIA,CODTIPO,DESTIPO,CODSUBTIPO,DESSUBTIPO,CODPRODUCTOGENERICO,DESPRODUCTOGENERICO,CODPRODUCTOSUPERGENERICO,DESPRODUCTOSUPERGENERICO,LARGO,ANCHO,VOLUMEN,PESOBRUTO,ALTO,UNIDADLONGITUD,UNIDADVOLUMEN,UNIDADPESO,CODCLASEMKT,DESCLASEMKT,APLICACIONLUGARUSO,BENEFICIO,DESCARACTERISTICABULK,EDADOBJETIVO,FAMILIAFRAGANCIA,GAMA,GRUPOPRODUCTOAC,MERCADO,PRESENTACIONENVASE,SEXO,SEXOEDADOBJETIVO,TEORIACOLOR,TIPOESTUCHE,TIPOPIELCABELLO,TIPO_TIPOPRODUCTO,TIPOPRODUCTO,CONTENIDONETO,UMCONTENIDO,ACABADOACCESORIOS,ACABADOCAJARELOJ,ACABADOLUNA,ADICIONAL,CARACTERISTICASTIRASASAS,CARACTERISTICASBIJOUTERIE,CIERRECOMPLEMENTOS,CLASIFICACIONPRODUCTOS,COLORCORREA,COLORLUNA,COLORMARCO,COLORTONO,COLORTONOCAJARELOJ,DETALLECAJA,DETALLEESPECIFI,DETALLEPRODUCTO,DETALLESUELA,DETALLEBRAZO,DETALLEMARCOLENTES,DIALACABADO,COLORRELOJ,DISENOCOMPLEMENTOS,TIPOESTAMPADO,ESTILOACCESORIO,ESTILOROPA,FORMACAJA,GROSORBRAZO,GRUPOPRODUCTOSHOGAR,INSUMOCAJARELOJ,INSUMOMATERIALPRIMARIO,INSUMOCOMPLEMENTARIO,MATERIALCAJARELOJ,MODELOLENTES,NIVELES,NOMBREGENERICOACCESORIO,NOMBREGENERICO,OCASIONUSOACCESORIO,OCASIONUSOROPA,ORIGENACCESORIO,TIPOPLANEACION,POSICIONAMIENTO,PRESENTACIONFORMA,ROTULOSFILA,SUBTIPOPRODHOGAR,SUBTIPOPRODCOMPLEMENTOS,TALLATAMANO,TEMA,TEMATICO,TIPOLUNA,TIPOMATERIAL,TIPOMATERIALROPACALZADO,TIPOMATERIALBRAZOLENTE,TIPOTIRASASAS,TIPOLOGIARELOJ,TIRASASAS,VERSATILIDAD,CODTIPOMATERIAL,DESTIPOMATERIAL,CODACABADOBI,DESACABADOBI,CODSUBMARCABI,DESSUBMARCABI,CODAROMABI,DESAROMABI,PAIS,CODCELEBRITYBI,DESCELEBRITYBI,CODMOMENTOOCASIONDEUSOBI,DESMOMENTOOCASIONDEUSOBI,DESNOTASARESALTARBI,DESNOMBRETODOID,CODPRODUCTOMUESTRA,IDMDM,DESBENEFICIOPRINCIPALTECNICOID,CODCASAPERFUMISTAID,DESCASAPERFUMISTAID,CODCLASIFICACIONDECONCENTRACIONID,DESCLASIFICACIONDECONCENTRACIONID,DESFAMILIAOLFATIVATECNICAID,DESNOMBREFANTASIACATALOGO,DESNOMBREELEMENTOCATALOGO,DESNOMBREARTICULOCATALOGO,DESCAPACIDADCATALOGO,DESTALLAMEDIDACATALOGO,DESBENEFICIOSSLOGANCATALOGO,DESFAMILIAOLFATIVACATALOGO,DESNOMBRELINEACATALOGO,DESHISTORIAOLFATIVATEXTOAPROBADO,DESBENEFICIOSECUNDARIO001,DESDISCLAIMERSECUNDARIO001,DESBENEFICIOSECUNDARIO002,DESDISCLAIMERSECUNDARIO002,DESBENEFICIOSECUNDARIO003,DESDISCLAIMERSECUNDARIO003,DESBENEFICIOSECUNDARIO004,DESDISCLAIMERSECUNDARIO004,DESBENEFICIOSECUNDARIO005,DESDISCLAIMERSECUNDARIO005,DESMATERIALMEDIDACATALOGO,DESBENEFICIOSECUNDARIO006,DESBENEFICIOSECUNDARIO007,DESBENEFICIOSECUNDARIO008,DESBENEFICIOSECUNDARIO009,DESBENEFICIOSECUNDARIO010,DESDISCLAIMERSECUNDARIO006,DESAROMACATALOGO,CONCENTRACIONFRAGANCIACATALOGO,DESNOMBREREDUCIDODEPRODUCTO,CLAIMVENTAREV,CLAIMVENTAREV2,DISCLAIMERREV,DISCLAIMERREV2,DESNOMBRECATEGORIAWEBREDES,CODCATEGORIAWEBREDES,DESNOMBREPRODUCTOWEBREDES,DESRESUMEN,DESWEBREDES,DESTITULODESCUBREMAS001,DESTITULODESCUBREMAS002,DESTITULODESCUBREMAS003,DESTITULODESCUBREMAS004,DESTITULODESCUBREMAS005,DESDESCUBREMAS001,DESDESCUBREMAS002,DESDESCUBREMAS003,DESDESCUBREMAS004,DESDESCUBREMAS005,DESTITULOTIP001,DESTITULOTIP002,DESTITULOTIP003,DESTITULOTIP004,DESTITULOTIP005,DESTIP001,DESTIP002,DESTIP003,DESTIP004,DESTIP005,DESIMAGEN001,DESIMAGEN002,DESIMAGEN003,DESIMAGEN004,DESTEXTOVIDEO001,DESTEXTOVIDEO002,DESTEXTOVIDEO003,DESTEXTOVIDEO004,DESTEXTOVIDEO005,DESNOMBREARCHIVOVIDEO001,DESNOMBREARCHIVOVIDEO002,DESNOMBREARCHIVOVIDEO003,DESNOMBREARCHIVOVIDEO004,DESNOMBREARCHIVOVIDEO005,DESLINKVIDEO001,DESLINKVIDEO002,DESLINKVIDEO003,DESLINKVIDEO004,DESLINKVIDEO005,DESCOLORRGB,DESPALABRASCLAVE,DESTITULOPERFUMISTA001,DESTITULOPERFUMISTA002,DESPERFUMISTA001,DESPERFUMISTA002,DESTITULOGENERALPASOAPASO,DESTITULOPASO001,DESTITULOPASO002,DESTITULOPASO003,DESTITULOPASO004,DESPASO001,DESPASO002,DESPASO003,DESPASO004,DESVARIANTTYPE,DESDEFAULTVARIANT,CODCONTENIDODESPLEGADO,DESCONTENIDODESPLEGADO,CODCATEGORIAPRODUCTOCON,DESCATEGORIAPRODUCTOCON,CODSUBCATEGORIAPRODUCTOCON,DESSUBCATEGORIAPRODUCTOCON,CODTIPOPRODUCTOCON,DESTIPOPRODUCTOCON,CODFAMILIAOLFATIVACON,DESFAMILIAOLFATIVACON,CODBENEFICIOCON,DESBENEFICIOCON,CODACABADOCON,DESACABADOCON,CODFORMATOCON,DESFORMATOCON,CODEDADSEXOOBJETIVOCON,DESEDADSEXOOBJETIVOCON,CODJERARQUIAWEBCON,DESJERARQUIAWEBCON,CODIGOGUID,CODIGOHEXADECIMAL,FOTOPRODUCTOFONDOBLANCO,FOTOPRODUCTO,FOTOMODELO,FOTOMONTAJE,FOTOBULK,FOTOTIP1,FOTOTIP2,FOTOTIP3,FOTOTIP4,FOTOTIP5,FOTOSELLO,FOTODESCUBREMAS1,FOTODESCUBREMAS2,FOTODESCUBREMAS3,FOTODESCUBREMAS4,FOTODESCUBREMAS5,FOTOPRINCIPAL,DESTITULOWEBREDES,DESTITULOGENERALDESCUBREMAS,DESGENERALDESCUBREMAS,DESTITULOGENERALTIP,DESGENERALTIP,DESGENERALPASO,DESTITULOPASO005,DESPASO005,FOTOPASO1,FOTOPASO2,FOTOPASO3,FOTOPASO4,FOTOPASO5,DESSLUG,DESLINKVIDEODESTACADO,DESLINKVIDEOGALERIA,CODGAMA,DISCLAIMER_LEGAL1,CAMPANA_INICIO_DISCLAIMER,CAMPANA_FIN_DISCLAIMER,LINEA_RESUMIDA,COMPLETITUD_CANAL_DIGITAL,CANTIDAD_DIAS_REPOSICION_PRODUCTO,POSICION_IMAGEN,LISTA_IMAGEN,FOTOPREVIAVIDEO,POSICION_SELLO,BUCKETDESPLEGADO,CODHEROPRODUCT,DESHEROPRODUCT,UUID_PROCESS,PRODUCTO_ESTADO_ACTUAL,ID_PORTAFOLIO,CATEGORIA_INNOVACION,CAMPANIA_INTRO_UNIFICADA,ANIO_INTRO_UNIFICADO,TIPO_PRODUCTO_NUEVO,NIVEL_INNOVACION,OUTSOURCING,COMPLEJIDAD,INDICADOR_PRODUCTO_NUEVO,,TIPO_PRODUCTO_DESPACHO,FLAG_PRODUCTO_FOCALIZADO
200032832,ESIKA EMB SPLENDID CAFE ESPEC,UNI,P0210077030,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,5,OJOS / PARPADOS / CEJAS,7,MASCARA,1,FEMENINO,X,,,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,P0210077030,ESIKA EMB SPLENDID CAFE ESPEC,210,ESIKA,1.20E+12,MAQUILLAJE/PARA OJOS/MASCARA/FACIL RETIRADO,12,MAQUILLAJE,2,MAQUILLAJE,37,MAQUILLAJE/PARA OJOS,25,MAQUILLAJE/PARA OJOS/MASCARA,57,MAQUILLAJE/PARA OJOS/MASCARA/FACIL RETIRADO,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,22,20,59,25,133,MM,CM3,G,415,MAQUILLAJE,OJOS / PARPADOS / CEJAS,ALARGADOR,CREMA,26-30,,,,EMBELLECEDOR,SIN ASIGNAR,FEMENINO,,,SIN ASIGNAR,,MASCARA,EMBELLECEDOR,10,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,,,,,,,,,1146965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
200032833,ESIKA EMB SPLENDID NEGRO EBONY,UNI,P0210077010,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,5,OJOS / PARPADOS / CEJAS,7,MASCARA,1,FEMENINO,X,,,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,P0210077010,ESIKA EMB SPLENDID NEGRO EBONY,210,ESIKA,1.20E+12,MAQUILLAJE/PARA OJOS/MASCARA/FACIL RETIRADO,12,MAQUILLAJE,2,MAQUILLAJE,37,MAQUILLAJE/PARA OJOS,25,MAQUILLAJE/PARA OJOS/MASCARA,57,MAQUILLAJE/PARA OJOS/MASCARA/FACIL RETIRADO,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,P0210077000,ESIKA EMB EXPLEDID CURL 10GR,22,20,59,25,133,MM,CM3,G,415,MAQUILLAJE,OJOS / PARPADOS / CEJAS,ALARGADOR,CREMA,26-30,,,,EMBELLECEDOR,SIN ASIGNAR,FEMENINO,,,SIN ASIGNAR,,MASCARA,EMBELLECEDOR,10,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,,,,,,,,,1146966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
210084193,LB AZABAK DISC,UNI,P0341034015,101,FRAGANCIAS,10,COSMETICOS,1.0101E+12,A,LBEL,101,FRAGANCIAS,2,MASCULINO,6,MUESTRA,,,X,,,210084193,LB AZABAK DISC,,,341,AZABAK,1.11E+12,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/DISCOVER,11,FRAGANCIAS,12,MUESTRAS COSMETICOS,48,MUESTRAS COSMETICOS/FRAGANCIAS,287,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA,269,MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA MASCULINA/DISCOVER,P0341034015,LB AZABAK DISC,P0341034015,LB AZABAK DISC,0,0,0,0,0,MM,CM3,G,389,FRAGANCIAS,,ELEGANCIA,LIQUIDO C/ALCOHOL,TODAS LAS EDADES (FAMILIAR),ORIENTAL MADEROSA,,,MUESTRAS COSM FRAGANCIAS,DISCOVER / BANDA PERFUMADA,MASCULINO,,,SIN ASIGNAR,,MUESTRAS FR,MUESTRA,1,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,,,,,,,,,,,,,,,1148287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRA,Fragancias,,,,,1007,Herbal Aromática,,,,,,,,,FRA1021007,Fragancias/Masculinas/Herbal Aromática,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
200090914,ES PRO ESM ROJO ÉTNICO US,UNI,P0210115073,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,3,MANOS / UÑAS,8,ESMALTE,1,FEMENINO,X,,,P0210111001,ES ESMALTE SMART COLOR,P0292111086,ES PESM 6EN1 ROJO ÉTNICO,210,ESIKA,1.20E+12,MAQUILLAJE/PARA UÑAS/ESMALTE/LIQUIDO,12,MAQUILLAJE,2,MAQUILLAJE,43,MAQUILLAJE/PARA UÑAS,26,MAQUILLAJE/PARA UÑAS/ESMALTE,27,MAQUILLAJE/PARA UÑAS/ESMALTE/LIQUIDO,P0210115003,ES PRO ESM US 10 ML,P0210115003,ES PRO ESM US 10 ML,36,29,87,57,83,MM,CM3,G,415,MAQUILLAJE,MANOS / UÑAS,COLOR,LIQUIDO,,,,,ESMALTE,SIN ASIGNAR,FEMENINO,,NO APLICA,SIN ASIGNAR,,ESMALTES,ESMALTE,10,ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,,,,,,,,,1148080,,,,,,,,Esmalte profesional 6 en 1 para uñas,cobre místico,10 ml / .33 fl.oz.,,,,Ésika Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
200086324,ES 4TO SOMB MARRON CLASSI US-R,UNI,P0292066016,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,5,OJOS / PARPADOS / CEJAS,20,VARIOS,1,FEMENINO,X,,,P0210053001,ES CUARTETO DE SOMBRAS,P0292066130,ES SOMB CUARTET MARRON CLASSIC,210,ESIKA,1.20E+12,MAQUILLAJE/PARA OJOS/VARIOS/ESTUCHE VACIO,12,MAQUILLAJE,2,MAQUILLAJE,37,MAQUILLAJE/PARA OJOS,999,MAQUILLAJE/PARA OJOS/VARIOS,363,MAQUILLAJE/PARA OJOS/VARIOS/ESTUCHE VACIO,P0292066006,ES SOMB CUART 5G US-R,P0292066006,ES SOMB CUART 5G US-R,73,17,115,67,93,MM,CM3,G,415,MAQUILLAJE,OJOS / PARPADOS / CEJAS,COLOR,ESTUCHE VACIO,,,,,CUERPO VARIOS,SIN ASIGNAR,FEMENINO,,NO APLICA,SIN ASIGNAR,,MASCARA,DELINEADOR LABIOS,5,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,,,,,,,,,1147811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
200117556,ES LIN DERMA LIMPIADORA 120G,UNI,P0591277011,104,TRATAMIENTO FACIAL,10,COSMETICOS,2.0104E+12,B,ESIKA,104,TRATAMIENTO FACIAL,4,ROSTRO,7,LIMPIADORA / DEMAQUILLADORA,,,,,,200117556,ES LIN DERMA LIMPIADORA 120G,,,591,LINEA DERMA,1.41E+12,TRATAMIENTO FACIAL/PARA ROSTRO/LIMPIADORA-DEMAQUILLADORA/P-MUJER TODOTIPODECUTIS-NORMAL,14,TRATAMIENTO FACIAL,10,TRATAMIENTO FACIAL,156,TRATAMIENTO FACIAL/PARA ROSTRO,37,TRATAMIENTO FACIAL/PARA ROSTRO/LIMPIADORA-DEMAQUILLADORA,213,TRATAMIENTO FACIAL/PARA ROSTRO/LIMPIADORA-DEMAQUILLADORA/P-MUJER TODOTIPODECUTIS-NORMAL,P0591277011,ES LIN DERMA LIMPIADORA 120G,P0591277011,ES LIN DERMA LIMPIADORA 120G,0,0,0,0,0,MM,CM3,G,412,TRAT_FACIAL,ROSTRO,,CREMA,46-55,,,,LIMPIADORAS/DEMAQUILLADORAS AE,,FEMENINO,,,,TODO TIPO DE CUTIS,LIMPIADORAS,LIMPIADORA / DEMAQUILLADORA,120,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,bo;cl;co;cr;do;ec;gt;mx;pe;pr;sv,,,,,,,,1197910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
210105936,ES NAT CARE D&C EP 1 UN,UNI,P0044034044,105,TRATAMIENTO CORPORAL,10,COSMETICOS,2.0105E+12,B,ESIKA,105,TRATAMIENTO CORPORAL,2,CUERPO,8,MUESTRA,,,,,,210105936,ES NAT CARE D&C EP 1 UN,,,44,NATURAL CARE,1.51E+12,MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL/HUMECTANTES-NUTRITIVAS/DISCOVER,15,TRATAMIENTO CORPORAL,12,MUESTRAS COSMETICOS,56,MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL,383,MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL/HUMECTANTES-NUTRITIVAS,269,MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL/HUMECTANTES-NUTRITIVAS/DISCOVER,P0044034044,ES NAT CARE D&C EP 1 UN,P0044034044,ES NAT CARE D&C EP 1 UN,0,0,0,0,0,MM,CM3,G,411,TRAT_CORPORAL,CUERPO,HUMECTANTE,CREMA,,,,,MUESTRAS COSM TRAT CORP,DISCOVER,UNISEX,,,,TODO TIPO DE PIEL,SIN ASIGNAR,MUESTRA,1,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERC,Mercaderías,,,,,,,bo;cl;co;cr;do;ec;gt;mx;pe;pr;sv,,,,,,,,1127398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
200094667,ES ITS YOU ART EDT 100 ML NAC,UNI,P0116019003,101,FRAGANCIAS,10,COSMETICOS,2.0101E+12,B,ESIKA,101,FRAGANCIAS,3,UNISEX,11,EAU DE TOILETTE,,,,,,200091469,ES IT'S YOU ART 100ML,,,116,YOU ART/ITS YOU ART,1.10E+12,FRAGANCIAS/UNISEX/EAU DE TOILETE/CON SPRAY,11,FRAGANCIAS,1,FRAGANCIAS,164,FRAGANCIAS/UNISEX,2,FRAGANCIAS/UNISEX/EAU DE TOILETE,79,FRAGANCIAS/UNISEX/EAU DE TOILETE/CON SPRAY,P0116019003,ES ITS YOU ART EDT 100 ML NAC,P0116019003,ES ITS YOU ART EDT 100 ML NAC,67,38,428,280,168,MM,CM3,G,389,FRAGANCIAS,,ESPONTANEIDAD,LIQUIDO C/ALCOHOL,,AROMATICA ACUOSA,,,COL. ADULTOS UNISEX,FRASCO C/SPRAY,UNISEX,,,SIN ASIGNAR,,SIN ASIGNAR,COLONIA Y/O EAU DE TOILETTE,100,ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,194,IT'S YOU,,,ec,4,No Aplica,3,Oficina,Toronja y ámbar,,,463759,,2,Symrise,1,Media,,It's You Art,Eau de toilette,ES IT'S YOU ART EDT 100 ML,"100 ml / 3,4 fl.oz.",,,,It's You Art,,,,,,,,,,,,,,,,,,,,,It's You Art 100 ml / 3.4 fl. oz.,Se venden más de 175 mil unidades de It's You Art: más de 479 por día y más de 19 por hora.,,Cálculo estimado al dividir la venta anual del período C14-2018 a C13-2019 entre días y horas. (Data interna),,Fragancias,esika-020105,It's You Art,Aroma Frutal. Concentración Media*<lt/>br<gt/>Eau de Toilette - 100 ml.,Eau de toilette unisex con originales notas de toronja y ámbar,Descripción,Aroma,Essent Tech: calidad y duración,,,Aroma Frutal - Concentración media,"Es una fragancia frutal de concentración media, creada con originales notas de toronja y ámbar, un aroma que transmite modernidad, frescura y diversión.","Autenticidad y diversión original. Disfruta compartir momentos a lado de sus amigos y busca divertirse de una manera única y especial. El arte es la inspiración, les enseña otra nueva forma de ver el mundo y lo disfrutan juntos.",Ingredientes: Toronja y ámbar.,"¿Cuál es el secreto de la calidad y duración de nuestras fragancias? Essent Tech*. El proceso de fabricación de fragancias en el que se define el tiempo ideal de maceración, la parte más crítica al hacer una fragancia, para maximizar su aroma y duración. Trabajamos con estrictos controles de calidad, con lo último en tecnología y con los mejores perfumistas del mundo, que garantizan la calidad de nuestros aromas. * “Proceso de fabricación de fragancias no incluye: kit de nuevas, expofertas y productos de línea con campaña de descontinuación establecida”.",Notas de Salida,Notas de Cuerpo,Notas de Fondo,,,"Úsala a diario y en ocasiones especiales. Para intensificar el aroma, aplica la fragancia detrás de las orejas, en las muñecas y la clavícula.",Aplicación: Aplica la fragancia después de salir de la ducha para una mejor penetración del aroma.,"Para mayor duración del aroma, aplica crema hidrante previamente. De preferencia, que sea del mismo aroma de la fragancia.","Para una mejor conservación, guárdala en un lugar ventilado donde no reciba luz directa.",,,,,,,,,,,,,,,,,,,,,,"aroma frutal, colonia frutal, colonia, fragancia, fragancia mujer",,,,,Notas Olfativas,,,,,"Notas de Salida: Bergamota italiana, pomelo, limón siciliano, rhubarb y melón acuoso","Notas de Cuerpo: Pétalos de rosa, flor de naranjo, freesia, Muguet acuoso y fresa","Notas de Fondo: Musk blanco, ámbar y madera",,,,,,FRA,Fragancias,,,,,1002,Frutal,,,,,,,,,FRA1191002,Fragancias/Unisex/Frutal,,,,,,,,,,,,,,,,,,,,Descripción,Familia Olfativa y Concentración,,Ocasiones de uso,,,,,,,,,,,,,,,,,YOU / IT'S YOU,1,,;;;,;;;,,,Descripción de Producto,2,No,838a6dd7-c848-4974-9cfa-a3018f25f47d,,,,,,,,,,,,,
200086327,ES 4TO SOMB MORADO LUXURY US-R,UNI,P0292066046,102,MAQUILLAJE,10,COSMETICOS,2.0102E+16,B,ESIKA,102,MAQUILLAJE,5,OJOS / PARPADOS / CEJAS,20,VARIOS,1,FEMENINO,X,,,P0210053001,ES CUARTETO DE SOMBRAS,P0292066230,ES SOMB CUARTETO MORADO LUXURY,210,ESIKA,1.20E+12,MAQUILLAJE/PARA OJOS/VARIOS/ESTUCHE VACIO,12,MAQUILLAJE,2,MAQUILLAJE,37,MAQUILLAJE/PARA OJOS,999,MAQUILLAJE/PARA OJOS/VARIOS,363,MAQUILLAJE/PARA OJOS/VARIOS/ESTUCHE VACIO,P0292066006,ES SOMB CUART 5G US-R,P0292066006,ES SOMB CUART 5G US-R,73,17,115,67,93,MM,CM3,G,415,MAQUILLAJE,OJOS / PARPADOS / CEJAS,COLOR,ESTUCHE VACIO,,,,,CUERPO VARIOS,SIN ASIGNAR,FEMENINO,,NO APLICA,SIN ASIGNAR,,MASCARA,DELINEADOR LABIOS,5,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRTE,Productos Terminados,,,,,,,,,,,,,,,1147814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,;;;,;;;,,,Descripción de Producto,,,4512746e-7376-4d27-9d66-3b4cee09cabc,,,,,,,,,,,,,0
